年,月,日,時,水戸石川一般環境大気測定局,独立行政法人国立環境研究所,日立市消防本部,宇都宮市中央生涯学習センター,栃木県庁那須庁舎,日光市役所第４庁舎,群馬県衛生環境研究所,館林保健福祉事務所,さいたま市役所,飯能市役所,熊谷市保健センター,東邦大学,千葉県環境研究センター,印旛健康福祉センター成田支所,君津市糠田測定局,東京都多摩小平保健所,独立行政法人森林総研多摩森林科学園,神奈川県庁第二分庁舎,川崎生命科学・環境研究センター,神奈川県環境科学センター
2018,4,4,4,82,118,512,561,53,2275,373,586,561,364,602,82,295,479,0,299,180,16,143,1890
2018,4,4,5,61,73,483,500,61,1840,787,631,606,418,897,127,430,639,0,381,164,49,86,1455
2018,4,4,6,94,61,352,553,53,1143,754,705,418,418,368,53,360,455,0,475,237,24,143,824
2018,4,4,7,352,155,623,615,82,1033,409,1029,491,1070,409,164,385,688,4,746,770,61,295,1139
2018,4,4,8,496,311,832,729,90,1016,373,869,360,1623,471,635,299,1086,90,537,1139,356,303,1771
2018,4,4,9,299,377,696,520,73,479,561,364,467,1557,791,377,82,709,57,479,1049,504,442,975
2018,4,4,10,118,405,287,266,57,721,463,270,295,721,901,188,204,582,36,303,942,196,303,422
2018,4,4,11,90,311,254,360,139,471,348,118,258,348,672,114,176,610,12,180,533,86,168,569
2018,4,4,12,77,225,233,430,65,307,176,118,217,221,373,86,82,565,12,147,479,73,147,475
2018,4,4,13,82,172,360,348,61,303,196,94,233,299,295,86,94,487,36,143,360,49,122,594
2018,4,4,14,32,307,270,344,45,164,450,102,184,381,393,77,114,426,4,131,1107,90,110,643
2018,4,4,15,36,356,295,287,69,204,701,122,319,901,364,98,118,664,24,336,2394,45,225,250
2018,4,4,16,41,471,418,459,65,192,967,164,467,2476,709,82,98,696,12,250,1931,90,299,86
2018,4,4,17,118,389,561,381,176,1184,1369,971,647,2677,1701,65,69,520,4,295,1828,57,151,184
2018,4,4,18,127,442,328,651,184,1824,1914,1344,660,1529,516,32,41,364,4,315,1578,36,143,147
2018,4,4,19,49,676,180,1685,106,2939,733,1717,639,3181,430,49,53,221,16,184,4296,77,184,245
2018,4,4,20,4,434,442,2726,36,1168,922,1533,643,2587,229,41,53,405,4,688,1570,32,114,143
2018,4,4,21,16,151,299,1156,49,983,717,983,291,3058,168,24,36,360,4,463,1336,32,155,90
2018,4,4,22,36,106,217,2185,20,889,250,901,225,2349,184,90,98,336,24,291,3382,143,299,401
2018,4,4,23,0,41,467,1758,41,692,204,819,282,770,135,24,475,262,36,147,4243,438,209,434
2018,4,4,24,4,45,311,516,0,1582,151,414,155,442,57,20,229,188,24,102,1955,49,102,885
2018,4,5,1,61,36,217,533,20,1500,143,86,323,450,24,4,225,229,16,94,656,36,36,471
2018,4,5,2,159,73,139,512,12,656,229,32,381,241,90,28,303,122,8,172,508,8,127,250
2018,4,5,3,200,106,865,537,24,983,434,57,393,348,73,45,258,143,16,122,500,57,69,131
2018,4,5,4,561,131,4510,471,28,897,422,168,184,631,41,73,168,176,8,98,541,32,45,176
2018,4,5,5,615,225,5662,405,8,1078,114,172,135,582,12,57,233,147,4,94,705,8,131,135
2018,4,5,6,221,155,4546,569,16,1131,82,291,106,692,45,53,168,405,36,106,873,16,86,438
2018,4,5,7,86,319,2726,807,36,799,192,344,94,901,41,69,168,332,20,114,713,41,45,377
2018,4,5,8,381,151,2591,865,45,401,245,266,77,1033,61,45,315,721,8,135,967,28,36,287
2018,4,5,9,254,180,1414,733,28,483,192,385,106,668,102,90,254,471,20,155,758,53,65,200
2018,4,5,10,200,180,1447,504,73,528,557,139,180,389,90,90,176,405,8,139,627,36,90,73
2018,4,5,11,135,168,942,459,73,221,397,131,188,217,262,98,180,389,16,98,770,36,82,188
2018,4,5,12,45,90,951,442,45,143,225,139,164,278,159,82,139,229,28,77,795,49,110,250
2018,4,5,13,16,90,221,512,16,102,258,98,110,315,192,28,69,135,32,32,463,16,73,323
2018,4,5,14,4,45,315,520,28,143,188,164,114,143,131,12,61,143,20,32,561,49,41,295
2018,4,5,15,16,41,229,434,41,139,237,69,98,94,86,12,32,122,4,36,541,61,28,328
2018,4,5,16,4,32,217,196,8,73,319,73,32,135,90,28,24,69,8,20,254,16,36,159
2018,4,5,17,8,32,225,82,12,41,237,41,20,94,65,28,24,159,20,41,86,24,32,118
2018,4,5,18,8,65,159,98,8,12,237,53,28,90,20,16,32,168,0,16,82,28,41,110
2018,4,5,19,16,41,110,291,16,20,245,41,20,16,36,36,32,118,8,4,24,4,8,8
2018,4,5,20,24,28,159,135,8,57,631,8,16,45,32,28,41,41,0,16,12,8,4,12
2018,4,5,21,65,45,127,16,12,69,1258,61,20,16,24,0,20,61,0,12,16,0,0,4
2018,4,5,22,12,28,12,0,12,24,1111,139,36,8,8,0,4,0,0,8,8,4,4,0
2018,4,5,23,0,0,4,8,0,32,828,45,4,41,0,0,12,0,4,0,20,0,4,0
2018,4,5,24,0,0,0,8,0,82,1156,41,0,28,4,0,0,4,0,0,16,0,4,0
2018,4,6,1,4,4,0,0,0,139,1184,0,0,77,69,0,0,0,0,0,32,0,0,4
2018,4,6,2,8,0,0,0,0,82,258,0,0,28,114,0,4,0,4,0,20,0,4,0
2018,4,6,3,4,0,0,24,0,41,61,0,0,73,168,0,0,0,0,0,24,0,0,0
2018,4,6,4,0,0,4,0,0,69,41,16,0,131,233,0,4,0,0,4,57,4,0,0
2018,4,6,5,0,0,20,102,0,45,65,135,8,86,360,0,12,0,0,20,20,0,0,4
2018,4,6,6,8,0,8,151,28,49,24,49,73,53,73,4,24,69,0,4,12,0,12,4
2018,4,6,7,28,24,28,86,114,28,20,49,45,77,86,0,4,98,0,20,16,4,0,0
2018,4,6,8,28,8,86,168,49,24,90,82,32,135,57,0,8,131,4,12,45,4,4,12
2018,4,6,9,24,16,135,192,4,82,159,155,36,155,164,0,28,135,4,28,1094,4,32,90
2018,4,6,10,49,131,49,184,8,135,188,151,53,155,155,8,36,1865,4,16,1066,8,69,61
2018,4,6,11,24,86,213,204,4,168,221,229,53,299,196,28,28,1082,0,45,1102,16,53,57
2018,4,6,12,32,131,418,299,0,328,459,225,102,1102,471,20,36,204,4,36,783,12,49,53
2018,4,6,13,32,106,651,467,32,204,873,221,61,446,1410,8,24,209,4,20,356,12,61,86
2018,4,6,14,16,98,598,647,8,245,1972,229,36,332,1348,24,28,225,4,36,282,0,24,49
2018,4,6,15,24,172,442,512,36,164,2656,282,41,356,824,20,8,184,24,12,184,0,57,45
2018,4,6,16,36,159,328,287,90,127,2660,237,69,200,815,4,8,180,8,20,127,0,24,45
2018,4,6,17,45,90,455,360,36,221,2177,172,12,73,426,4,12,106,4,20,32,0,12,65
2018,4,6,18,4,49,393,131,12,90,1758,41,24,57,213,0,4,24,0,12,57,4,24,20
2018,4,6,19,0,4,188,127,16,36,352,24,4,155,12,0,0,12,0,4,344,0,4,24
2018,4,6,20,4,4,57,61,12,28,225,102,16,94,196,4,4,4,4,12,143,0,4,12
2018,4,6,21,12,20,49,94,16,36,287,28,8,16,278,0,8,32,4,8,61,0,20,24
2018,4,6,22,4,20,102,114,0,143,172,28,8,28,127,4,0,61,0,4,90,0,0,36
2018,4,6,23,8,12,73,90,0,114,110,12,0,139,229,0,4,36,0,4,20,0,4,0
2018,4,6,24,4,8,20,65,0,49,65,94,4,86,196,0,20,65,0,0,0,4,0,0
2018,4,7,1,0,0,12,8,8,36,69,180,0,229,16,0,8,12,0,0,0,0,0,0
2018,4,7,2,0,0,0,4,0,16,86,127,4,200,4,0,0,0,0,0,0,0,0,0
2018,4,7,3,4,0,4,0,0,45,20,73,90,315,8,0,0,4,0,69,4,0,0,16
2018,4,7,4,8,61,0,4,0,155,41,0,53,307,4,0,4,28,4,49,65,0,4,24
2018,4,7,5,8,155,0,0,0,274,98,0,24,106,32,0,16,12,8,28,94,0,4,69
2018,4,7,6,0,57,0,4,0,319,164,12,36,151,213,4,16,69,20,36,16,0,0,69
2018,4,7,7,0,77,0,0,8,233,364,8,20,225,266,4,12,94,8,69,28,12,28,53
2018,4,7,8,0,86,0,8,8,291,487,41,20,377,262,4,41,131,8,41,102,8,36,172
2018,4,7,9,0,20,0,12,4,217,131,102,49,332,86,4,8,110,12,41,139,0,41,291
2018,4,7,10,0,12,0,36,20,332,434,73,49,270,32,8,8,86,8,32,344,20,24,164
2018,4,7,11,0,0,0,65,20,356,508,82,69,250,69,20,4,114,0,90,414,12,41,69
2018,4,7,12,0,16,0,41,4,213,430,65,28,143,131,12,28,110,8,94,537,4,49,12
2018,4,7,13,0,4,0,16,8,311,409,90,49,303,127,8,16,114,0,53,467,24,41,24
2018,4,7,14,8,16,20,12,28,106,409,90,16,172,12,20,8,98,0,49,783,8,32,57
2018,4,7,15,4,106,49,0,8,86,582,143,41,106,32,36,16,94,8,41,241,8,57,28
2018,4,7,16,12,135,77,0,32,118,328,262,36,53,49,4,12,110,8,73,122,4,16,4
2018,4,7,17,12,127,196,12,8,352,258,106,24,102,12,4,24,69,0,32,57,12,12,8
2018,4,7,18,16,20,204,12,8,188,287,90,16,139,8,0,12,65,4,16,110,12,24,24
2018,4,7,19,12,0,233,32,12,127,168,57,12,82,16,20,16,98,0,32,69,24,28,61
2018,4,7,20,4,16,106,98,0,53,213,53,16,274,77,8,20,77,8,16,139,41,28,164
2018,4,7,21,0,8,28,155,4,114,36,41,24,520,24,12,32,57,4,28,307,45,8,118
2018,4,7,22,0,0,8,98,0,53,8,53,49,299,16,8,41,28,0,16,323,32,36,336
2018,4,7,23,4,16,8,135,0,32,20,94,4,274,24,16,24,16,28,90,135,36,36,254
2018,4,7,24,4,12,12,77,0,61,12,57,8,172,24,16,36,36,0,106,94,82,41,278
2018,4,8,1,8,16,41,69,8,86,20,36,16,225,16,28,20,45,0,127,69,69,82,131
2018,4,8,2,4,12,4,45,8,143,4,28,36,164,57,4,65,61,0,131,69,73,69,82
2018,4,8,3,0,8,16,61,4,155,4,32,28,176,45,53,57,53,4,204,49,45,49,65
2018,4,8,4,0,8,4,24,0,90,8,16,16,86,12,28,32,24,4,266,49,45,16,53
2018,4,8,5,0,0,4,24,8,65,8,20,32,86,28,57,16,24,0,168,24,12,8,143
2018,4,8,6,0,4,4,28,4,49,16,0,45,49,12,28,12,49,0,155,61,12,28,82
2018,4,8,7,0,4,24,131,16,61,0,8,16,135,16,32,16,53,0,106,270,0,36,61
2018,4,8,8,8,41,86,61,8,28,20,36,20,127,12,49,4,69,4,98,155,4,61,41
2018,4,8,9,8,45,86,82,0,16,16,53,16,159,32,28,20,69,4,65,209,16,41,114
2018,4,8,10,24,32,102,24,16,61,45,110,16,213,53,28,16,82,0,77,237,8,28,98
2018,4,8,11,16,20,225,86,8,176,57,270,28,299,36,12,32,86,0,16,291,32,16,143
2018,4,8,12,12,32,586,143,16,36,73,110,12,295,41,20,16,32,8,73,233,24,20,82
2018,4,8,13,36,24,389,69,4,45,57,188,32,229,57,28,12,61,4,53,200,4,12,36
2018,4,8,14,0,16,233,196,12,57,110,90,32,229,24,49,12,94,0,28,270,20,20,114
2018,4,8,15,4,45,118,176,12,49,49,131,45,192,12,65,28,127,12,61,225,36,36,57
2018,4,8,16,8,36,102,155,0,49,90,110,49,225,8,65,45,172,0,53,155,36,32,86
2018,4,8,17,0,49,164,159,0,41,98,73,32,98,61,90,12,77,8,69,172,49,41,73
2018,4,8,18,8,16,204,139,0,32,53,45,16,61,16,65,12,45,12,24,114,73,98,24
2018,4,8,19,4,57,192,106,0,24,32,57,8,86,28,12,53,20,28,41,82,61,135,36
2018,4,8,20,8,20,209,90,0,28,32,73,16,36,57,8,53,45,8,16,24,45,155,77
2018,4,8,21,45,32,184,61,4,41,8,16,16,49,90,16,28,41,24,20,45,32,73,77
2018,4,8,22,57,36,217,24,0,12,8,36,20,28,49,8,53,65,4,24,36,41,36,106
2018,4,8,23,57,16,151,24,4,24,4,90,24,4,20,12,61,73,0,20,4,20,16,69
2018,4,8,24,45,20,77,45,16,36,16,57,12,32,53,8,41,45,4,12,16,12,20,82
2018,4,9,1,36,12,86,209,4,53,0,49,8,12,32,12,53,36,0,16,36,0,8,90
2018,4,9,2,53,36,61,45,0,24,8,45,4,20,12,12,82,12,0,12,12,12,16,110
2018,4,9,3,12,16,41,45,0,32,4,24,8,45,0,4,65,20,0,8,12,8,28,139
2018,4,9,4,16,32,69,90,12,61,20,28,4,45,16,20,20,16,4,8,16,8,12,155
2018,4,9,5,16,20,57,69,4,8,4,8,8,32,8,12,36,24,4,20,32,24,12,176
2018,4,9,6,24,28,28,49,8,8,12,4,8,20,41,41,24,69,0,28,32,24,12,90
2018,4,9,7,20,24,49,53,4,16,12,12,16,86,32,24,20,65,4,24,57,32,24,102
2018,4,9,8,20,45,82,32,12,24,28,12,16,143,73,28,41,41,8,73,65,24,45,41
2018,4,9,9,16,24,77,49,0,28,61,53,61,94,82,20,82,77,12,32,102,4,24,86
2018,4,9,10,8,69,127,106,8,28,57,36,57,98,114,24,24,188,0,41,200,8,61,32
2018,4,9,11,4,77,143,118,8,36,53,24,36,164,184,16,28,143,4,28,184,8,36,24
2018,4,9,12,12,94,131,65,4,159,73,36,49,233,204,8,0,110,0,45,299,4,24,12
2018,4,9,13,28,122,135,110,8,82,20,36,77,237,135,4,4,110,4,8,217,0,28,49
2018,4,9,14,28,114,135,180,4,28,122,94,77,442,164,4,8,102,4,4,94,0,4,8
2018,4,9,15,53,102,159,258,4,28,24,184,65,188,241,0,4,69,0,12,98,0,20,12
2018,4,9,16,49,106,204,192,12,32,192,184,73,258,77,0,0,36,0,32,110,0,12,12
2018,4,9,17,57,90,176,82,8,65,45,188,45,401,24,4,16,69,8,65,176,8,4,8
2018,4,9,18,53,122,82,73,4,65,45,69,36,877,12,4,4,69,0,98,176,4,8,24
2018,4,9,19,20,110,45,45,0,45,49,82,12,258,28,16,0,32,0,36,118,8,28,12
2018,4,9,20,24,86,41,36,0,8,16,86,12,245,28,45,94,188,4,28,241,36,24,4
2018,4,9,21,4,86,24,16,0,0,8,65,4,258,28,61,98,151,4,49,184,32,8,53
2018,4,9,22,4,94,57,20,0,12,20,49,45,278,16,36,61,118,4,102,192,24,12,110
2018,4,9,23,8,159,8,16,0,16,20,61,24,254,24,94,73,53,0,57,131,20,12,176
2018,4,9,24,8,90,36,8,4,16,20,49,36,180,4,36,77,45,0,45,77,12,24,192
2018,4,10,1,16,102,61,12,0,0,8,61,20,20,4,16,20,57,4,20,41,24,4,299
2018,4,10,2,20,49,36,20,0,12,12,61,28,98,36,49,24,12,0,24,41,8,16,229
2018,4,10,3,8,77,57,16,0,4,8,36,28,65,8,53,32,32,0,36,28,24,16,151
2018,4,10,4,0,41,57,24,0,24,4,32,69,127,0,41,16,28,0,24,16,16,16,155
2018,4,10,5,12,8,102,4,8,20,16,69,53,82,12,61,28,20,0,41,20,20,41,147
2018,4,10,6,16,4,184,32,0,20,0,41,32,73,0,49,12,53,4,69,28,41,16,102
2018,4,10,7,49,24,155,45,0,36,4,41,20,110,16,4,65,122,0,53,86,16,12,86
2018,4,10,8,8,32,139,53,4,69,0,28,32,360,8,16,94,114,28,32,155,8,20,110
2018,4,10,9,12,32,90,41,12,16,57,4,12,164,20,8,32,94,12,8,291,8,20,82
2018,4,10,10,16,65,118,32,12,90,69,12,32,106,12,20,102,90,12,12,204,4,0,61
2018,4,10,11,20,49,82,57,94,65,90,20,12,114,57,41,41,73,16,16,204,8,16,36
2018,4,10,12,4,32,86,49,0,45,41,8,12,77,49,20,12,114,36,12,184,12,20,49
2018,4,10,13,4,16,53,49,4,12,61,8,32,57,57,16,8,41,12,4,143,20,36,32
2018,4,10,14,0,28,36,69,12,16,61,16,12,53,61,16,28,82,16,20,86,8,41,41
2018,4,10,15,4,12,24,90,4,4,118,16,28,36,90,12,4,28,12,16,77,4,20,32
2018,4,10,16,0,32,16,57,4,4,155,0,8,61,61,12,8,57,12,4,69,8,28,32
2018,4,10,17,8,24,20,69,8,8,196,28,12,82,45,0,8,45,8,8,45,8,12,24
2018,4,10,18,4,41,12,32,4,8,131,16,24,86,32,0,8,16,24,8,61,8,36,12
2018,4,10,19,4,20,41,41,4,36,69,24,4,24,20,4,4,28,4,8,16,8,4,16
2018,4,10,20,8,12,16,45,0,16,168,12,4,24,24,12,12,20,0,8,28,16,8,12
2018,4,10,21,0,24,8,28,4,49,73,12,0,32,41,8,4,16,0,8,8,4,8,8
2018,4,10,22,12,24,41,32,4,16,53,8,12,69,20,0,8,12,0,8,12,4,8,0
2018,4,10,23,8,12,12,36,0,16,57,20,4,32,12,0,0,4,0,41,28,0,0,36
2018,4,10,24,8,8,8,20,4,41,65,16,12,49,4,0,4,4,0,4,45,0,12,32
2018,4,11,1,0,20,24,32,0,24,73,32,12,36,36,12,4,8,0,4,32,4,0,32
2018,4,11,2,4,20,8,20,0,36,36,16,4,36,12,0,8,8,0,12,8,4,8,20
2018,4,11,3,16,4,8,20,4,12,53,8,8,69,4,0,0,12,0,4,12,0,16,32
2018,4,11,4,0,12,28,12,4,4,57,8,16,65,4,0,0,12,0,8,32,16,4,36
2018,4,11,5,16,4,41,8,4,28,94,8,24,53,8,4,16,16,4,24,20,32,12,28
2018,4,11,6,0,4,20,20,12,28,69,12,28,49,4,0,36,36,0,49,57,8,4,41
2018,4,11,7,8,4,28,28,0,24,45,16,53,118,28,0,20,20,0,94,164,4,0,4
2018,4,11,8,0,24,41,36,0,57,82,16,77,98,24,4,16,36,0,61,323,4,4,57
2018,4,11,9,8,73,49,49,8,45,159,69,53,491,82,4,12,106,4,90,922,4,28,69
2018,4,11,10,8,53,32,73,4,45,98,41,57,418,188,0,20,168,8,151,553,8,20,41
2018,4,11,11,8,102,106,102,4,45,57,57,77,426,418,0,28,143,0,32,225,8,4,12
2018,4,11,12,4,164,135,204,20,65,200,90,32,528,147,0,8,98,0,24,118,4,12,20
2018,4,11,13,65,147,504,221,16,65,405,73,41,250,287,4,12,143,4,41,237,0,16,4
2018,4,11,14,32,381,524,356,12,77,516,336,65,245,254,4,12,450,4,36,176,0,32,28
2018,4,11,15,32,221,459,323,32,45,910,69,45,164,336,8,8,311,0,45,147,8,16,16
2018,4,11,16,8,110,528,250,32,106,594,49,49,122,225,8,8,352,4,20,196,4,4,36
2018,4,11,17,20,90,303,237,57,110,168,41,20,106,204,4,12,200,8,8,200,8,4,12
2018,4,11,18,4,12,209,164,8,389,147,41,8,213,368,0,4,106,0,24,192,8,24,12
2018,4,11,19,4,20,86,241,16,250,122,24,8,360,356,0,16,65,4,0,196,0,12,12
2018,4,11,20,4,24,69,184,16,41,0,20,4,143,53,0,0,49,0,4,168,4,4,0
2018,4,11,21,0,8,98,65,0,41,4,20,8,368,12,0,0,20,4,8,344,4,8,0
2018,4,11,22,12,8,53,53,4,57,4,8,12,196,0,0,0,36,0,0,475,0,12,4
2018,4,11,23,0,12,20,36,0,4,4,4,8,69,0,0,0,4,0,12,176,0,4,4
2018,4,11,24,4,8,12,49,0,12,20,0,36,102,8,0,4,20,0,8,24,0,4,0
2018,4,12,1,24,12,32,36,4,4,16,0,4,36,0,4,0,8,0,49,24,0,4,0
2018,4,12,2,4,12,12,28,0,8,12,0,12,114,0,0,4,8,0,12,36,0,0,0
2018,4,12,3,16,16,12,24,8,73,20,0,12,41,4,0,0,12,0,4,28,4,0,12
2018,4,12,4,4,20,8,45,16,65,114,4,0,16,16,0,0,16,0,0,16,0,0,36
2018,4,12,5,4,16,0,36,4,24,86,0,8,8,24,0,4,8,0,4,28,0,28,32
2018,4,12,6,8,8,8,20,12,73,147,0,8,20,450,8,0,8,4,20,36,12,24,8
2018,4,12,7,4,20,28,32,8,139,323,4,8,57,45,8,12,8,0,16,53,8,28,4
2018,4,12,8,12,28,401,57,16,114,90,0,24,307,65,12,8,4,4,24,192,4,36,45
2018,4,12,9,0,32,442,57,20,28,36,77,28,360,82,12,24,24,0,20,418,32,57,24
2018,4,12,10,8,20,213,49,8,57,57,98,32,356,57,16,16,86,0,73,344,8,16,24
2018,4,12,11,4,57,131,114,16,90,90,69,20,340,82,12,24,135,0,36,311,16,0,32
2018,4,12,12,0,69,77,94,8,57,184,41,20,373,98,20,28,110,4,32,360,4,28,24
2018,4,12,13,4,73,53,172,20,135,245,28,36,262,82,12,16,151,0,69,344,8,24,28
2018,4,12,14,0,82,53,159,20,102,172,131,122,307,356,12,4,110,4,77,274,16,16,57
2018,4,12,15,4,110,28,209,16,139,196,340,168,319,237,20,24,135,16,73,332,12,24,73
2018,4,12,16,0,127,69,225,8,49,332,401,151,1102,24,8,41,118,0,65,639,28,24,69
2018,4,12,17,0,61,86,184,4,69,262,291,57,1041,36,24,28,319,8,82,889,12,16,41
2018,4,12,18,4,57,139,184,8,73,159,278,41,897,24,57,94,139,12,41,840,41,106,65
2018,4,12,19,4,24,221,188,20,65,86,282,41,737,65,4,86,106,0,32,848,41,57,90
2018,4,12,20,8,49,200,172,8,12,90,184,28,373,20,16,65,209,8,20,746,4,20,164
2018,4,12,21,41,57,147,82,4,36,53,278,77,233,61,41,118,147,0,94,323,12,32,65
2018,4,12,22,65,90,155,86,4,69,57,241,135,623,90,90,106,204,4,65,192,28,57,53
2018,4,12,23,69,110,237,102,0,82,20,184,73,479,24,45,110,229,4,65,483,45,98,143
2018,4,12,24,24,143,118,172,20,110,28,176,28,582,16,45,61,135,32,41,225,53,98,106
2018,4,13,1,73,118,225,180,12,131,28,73,98,537,28,90,69,90,4,106,590,57,77,168
2018,4,13,2,172,147,143,168,12,196,94,90,41,438,28,86,77,77,8,53,258,53,36,496
2018,4,13,3,225,184,139,131,16,192,180,28,32,262,53,36,77,86,0,49,143,57,57,368
2018,4,13,4,73,147,434,131,20,262,114,192,16,192,49,12,49,164,4,45,295,24,61,188
2018,4,13,5,106,434,180,229,8,143,168,520,16,1357,49,24,73,135,0,65,270,49,41,147
2018,4,13,6,98,250,164,122,8,155,155,315,36,1070,36,36,98,225,0,77,344,102,139,172
2018,4,13,7,94,422,245,139,0,106,438,200,49,1512,41,12,102,471,41,65,664,82,94,323
2018,4,13,8,32,176,135,86,16,139,323,356,20,348,20,12,73,639,36,102,565,90,94,696
2018,4,13,9,45,106,127,118,4,73,180,209,32,258,32,28,98,442,36,49,1123,45,90,459
2018,4,13,10,28,73,86,73,4,49,139,221,20,381,28,16,61,139,8,41,1107,45,77,500
2018,4,13,11,36,65,188,73,4,32,122,258,49,291,77,12,69,102,12,24,672,57,90,418
2018,4,13,12,20,57,131,77,0,24,73,266,16,434,4,36,82,118,20,32,266,36,65,385
2018,4,13,13,32,94,73,65,12,45,110,172,16,364,4,28,69,139,12,61,192,53,57,131
2018,4,13,14,45,155,90,36,4,20,282,192,28,213,24,12,69,61,16,49,229,49,106,90
2018,4,13,15,20,28,41,61,8,41,426,164,12,221,28,20,82,90,24,16,127,57,110,90
2018,4,13,16,12,41,61,49,4,57,307,311,16,225,4,24,53,94,36,36,168,32,53,213
2018,4,13,17,32,90,82,77,4,20,151,200,0,168,12,16,36,110,16,28,114,20,49,106
2018,4,13,18,8,45,53,41,4,4,110,90,16,176,32,24,16,90,32,36,176,36,57,139
2018,4,13,19,36,24,41,57,0,20,65,65,12,151,32,28,8,61,20,24,295,20,36,57
2018,4,13,20,41,41,147,32,4,8,16,53,8,139,32,20,20,69,8,28,209,12,16,69
2018,4,13,21,4,57,69,28,0,16,344,53,45,131,36,16,12,20,16,41,307,8,16,114
2018,4,13,22,16,36,49,28,0,16,28,36,4,90,28,16,20,57,8,69,114,12,8,49
2018,4,13,23,16,28,41,24,0,20,28,41,24,82,4,4,12,36,0,12,102,0,12,102
2018,4,13,24,20,57,36,32,0,53,16,16,28,65,16,4,20,28,4,12,45,16,0,135
2018,4,14,1,12,36,45,24,0,65,8,12,8,61,20,12,20,20,0,20,53,12,0,127
2018,4,14,2,16,16,24,28,0,57,28,45,4,94,20,4,8,36,0,20,61,20,4,73
2018,4,14,3,12,36,41,28,0,45,12,57,4,73,24,4,24,20,0,8,49,12,8,147
2018,4,14,4,8,32,24,28,0,49,20,65,4,106,12,0,16,8,0,20,24,0,16,131
2018,4,14,5,16,45,41,28,0,36,49,20,32,110,12,16,8,12,0,8,24,8,0,135
2018,4,14,6,12,53,20,20,0,20,53,12,4,49,41,12,20,49,0,16,86,4,4,69
2018,4,14,7,4,73,61,28,0,28,53,49,8,131,16,8,36,69,8,12,82,0,4,45
2018,4,14,8,20,36,36,69,8,69,49,24,8,102,16,16,49,61,8,12,73,20,28,77
2018,4,14,9,16,73,57,98,8,4,65,41,24,90,36,32,32,86,28,28,77,24,8,86
2018,4,14,10,41,73,90,90,4,8,69,57,16,110,41,49,28,77,24,28,131,8,45,135
2018,4,14,11,20,69,98,102,12,36,86,69,12,90,53,20,36,53,12,49,278,32,24,110
2018,4,14,12,8,102,118,147,12,90,209,49,32,65,57,28,49,127,16,20,754,4,16,65
2018,4,14,13,8,110,61,135,4,61,213,28,69,151,57,16,8,164,12,4,241,20,12,36
2018,4,14,14,32,65,90,110,8,4,143,49,20,139,57,24,20,151,4,8,94,8,8,65
2018,4,14,15,8,131,164,106,8,82,192,61,16,164,114,16,16,82,4,8,90,0,4,28
2018,4,14,16,24,61,65,114,4,32,405,143,8,196,131,8,4,73,4,0,131,4,0,16
2018,4,14,17,4,57,57,118,4,49,377,82,8,139,36,0,4,53,0,0,45,0,4,4
2018,4,14,18,0,16,28,94,20,32,176,65,16,57,49,0,0,4,0,0,53,0,4,0
2018,4,14,19,4,4,16,135,0,122,151,20,4,8,53,0,0,0,0,4,82,0,0,0
2018,4,14,20,0,0,16,127,4,90,172,24,4,73,49,0,8,4,0,0,270,4,0,20
2018,4,14,21,0,4,0,98,0,82,233,53,12,131,65,0,0,0,0,20,397,4,4,28
2018,4,14,22,0,0,0,36,4,131,86,73,24,94,36,0,0,4,0,20,381,0,4,8
2018,4,14,23,0,0,0,49,4,73,36,69,4,151,102,0,0,0,0,8,348,0,12,20
2018,4,14,24,4,20,0,16,4,36,16,90,20,45,69,8,4,0,0,20,204,0,12,16
2018,4,15,1,4,0,0,24,0,45,4,77,8,102,32,0,0,0,0,16,168,4,12,4
2018,4,15,2,4,4,0,20,0,41,0,90,16,53,4,0,0,4,0,12,82,0,16,4
2018,4,15,3,0,4,0,16,0,57,4,86,8,16,57,0,0,4,0,0,8,0,0,0
2018,4,15,4,0,4,0,90,0,28,4,77,0,49,12,0,0,4,0,0,16,0,0,0
2018,4,15,5,0,0,0,94,8,32,0,49,0,57,4,0,0,0,0,0,8,4,0,0
2018,4,15,6,0,4,0,28,0,28,8,36,12,36,16,0,0,4,0,0,4,0,0,0
2018,4,15,7,0,0,0,24,0,12,0,12,4,49,4,0,8,0,0,4,8,0,4,0
2018,4,15,8,0,0,0,0,0,4,0,8,0,0,4,0,0,0,0,0,4,0,0,0
2018,4,15,9,4,0,0,0,0,4,0,4,0,28,0,0,0,0,0,0,4,0,0,0
2018,4,15,10,0,4,0,0,4,0,12,53,4,12,0,0,0,0,0,0,0,0,0,106
2018,4,15,11,0,12,4,4,0,12,20,45,8,12,20,0,4,49,0,8,0,0,0,53
2018,4,15,12,0,12,0,0,12,16,61,28,16,368,204,4,16,41,0,16,36,0,16,24
2018,4,15,13,0,4,4,8,4,57,98,16,41,233,32,20,20,41,12,24,114,4,12,4
2018,4,15,14,0,4,28,86,4,77,106,8,12,204,8,36,0,20,0,57,262,24,32,24
2018,4,15,15,4,4,12,49,8,135,229,20,24,237,0,4,4,24,8,45,176,20,28,69
2018,4,15,16,0,0,49,291,4,73,504,28,12,377,32,24,8,28,12,73,287,8,28,61
2018,4,15,17,4,4,225,110,12,32,483,168,36,422,57,20,12,16,0,32,549,8,16,36
