年,月,日,時,水戸石川一般環境大気測定局,独立行政法人国立環境研究所,旧笠間支所,宇都宮市中央生涯学習センター,栃木県林業センター,日光特別地域気象観測所,群馬県衛生環境研究所,群馬県林木育種場,さいたま市役所,飯能市役所,寄居町役場,東邦大学,千葉県環境研究センター,千葉県森林研究センター,君津市糠田測定局,東京都多摩小平保健所,独立行政法人森林総研多摩森林科学園,神奈川県庁分庁舎,川崎生命科学・環境研究センター,神奈川県自然環境保全センター
2016,2,12,8,0,4,4,16,8,0,41,8,12,12,0,16,24,4,0,16,0,8,16,4
2016,2,12,9,24,4,4,24,20,0,57,0,8,8,16,12,41,16,0,4,20,4,41,16
2016,2,12,10,4,4,12,12,8,0,28,16,16,20,28,8,20,20,0,16,28,12,65,12
2016,2,12,11,12,0,20,8,16,4,24,20,24,8,36,12,4,4,4,20,32,8,69,12
2016,2,12,12,16,20,4,8,0,0,41,4,20,12,24,32,4,4,4,12,8,4,139,8
2016,2,12,13,8,0,24,0,8,0,229,4,24,20,16,8,4,16,0,16,8,8,209,16
2016,2,12,14,24,20,24,12,20,4,49,12,16,16,12,16,4,20,12,12,8,24,135,28
2016,2,12,15,24,8,12,8,16,0,20,4,20,4,12,16,24,20,16,8,8,8,102,24
2016,2,12,16,24,12,4,20,0,8,32,24,8,8,16,24,49,57,8,8,20,4,82,36
2016,2,12,17,8,12,8,16,16,4,24,12,16,53,36,20,16,24,8,0,8,16,135,8
2016,2,12,18,24,28,41,41,45,0,131,24,28,8,57,20,20,8,16,12,8,0,131,4
2016,2,12,19,16,8,8,41,12,0,57,4,16,0,36,8,12,8,8,0,8,20,45,8
2016,2,12,20,12,4,8,16,12,0,20,8,8,4,12,4,4,0,0,0,8,0,16,4
2016,2,12,21,20,8,4,36,8,0,16,8,32,8,8,0,4,12,4,4,0,8,8,12
2016,2,12,22,8,8,12,4,8,0,0,0,16,8,0,12,0,0,0,32,4,4,4,4
2016,2,12,23,20,4,4,20,12,0,4,4,0,4,4,0,0,4,4,4,0,0,4,0
2016,2,12,24,12,12,4,8,0,0,4,12,16,8,0,0,0,0,0,4,4,0,0,0
2016,2,13,1,8,4,4,0,8,0,4,4,24,4,4,0,4,0,4,8,0,0,8,0
2016,2,13,2,12,8,4,0,4,0,4,8,24,4,4,0,0,0,0,0,4,0,4,0
2016,2,13,3,16,8,0,8,8,0,0,0,28,8,0,4,0,0,0,0,4,0,8,0
2016,2,13,4,8,8,0,4,4,0,8,4,8,4,0,4,0,4,0,20,0,8,12,4
2016,2,13,5,8,0,0,0,0,0,8,0,28,0,0,4,8,8,0,20,4,4,20,0
2016,2,13,6,4,4,0,8,0,4,0,0,16,0,4,4,0,0,0,8,0,8,24,0
2016,2,13,7,0,8,4,0,0,0,0,0,12,4,4,8,12,0,0,8,8,8,8,0
2016,2,13,8,20,4,4,12,4,0,73,0,20,4,12,4,4,0,0,8,8,4,28,0
2016,2,13,9,4,12,8,8,12,0,24,16,41,8,4,16,12,122,0,12,20,0,53,4
2016,2,13,10,8,8,8,12,20,8,4,16,16,12,16,4,24,368,4,8,8,4,77,16
2016,2,13,11,20,16,0,8,8,4,32,8,20,0,0,12,16,1939,4,12,24,12,151,41
2016,2,13,12,36,4,4,12,4,0,24,4,28,8,16,8,4,520,4,12,8,0,118,24
2016,2,13,13,8,8,20,20,20,4,65,20,53,20,36,4,12,106,0,4,49,4,155,24
2016,2,13,14,8,4,8,8,28,8,90,24,28,41,20,8,4,106,0,8,28,0,98,45
2016,2,13,15,20,32,16,4,16,4,41,32,45,16,45,36,4,32,4,8,20,4,20,12
2016,2,13,16,32,20,57,4,20,4,65,65,20,20,36,0,0,32,4,4,16,0,4,12
2016,2,13,17,32,8,36,24,20,0,65,12,20,28,49,0,4,16,4,0,28,0,16,4
2016,2,13,18,4,0,41,20,16,0,53,0,8,36,57,0,0,4,0,0,4,0,16,0
2016,2,13,19,0,0,36,49,8,0,36,12,8,16,20,4,0,0,0,0,4,8,8,12
2016,2,13,20,12,0,8,32,16,0,24,4,20,24,20,4,0,0,0,0,4,4,4,4
2016,2,13,21,4,0,0,32,12,0,36,0,0,20,8,4,0,0,0,4,4,4,20,0
2016,2,13,22,0,4,4,16,12,0,8,20,0,12,4,0,4,4,8,0,0,0,12,0
2016,2,13,23,0,0,4,4,8,0,12,12,0,8,12,4,0,151,0,0,0,0,4,0
2016,2,13,24,0,4,0,0,0,0,8,0,4,4,12,0,4,332,8,0,0,0,0,0
2016,2,14,1,4,4,0,4,12,0,12,4,0,8,12,0,8,49,0,0,0,0,0,0
2016,2,14,2,0,12,0,4,12,0,0,4,0,8,0,0,4,20,4,0,0,0,4,0
2016,2,14,3,0,0,0,4,0,0,4,0,0,4,0,0,0,61,0,0,0,0,0,0
2016,2,14,4,0,0,12,0,0,0,12,0,0,0,0,0,57,4,0,0,0,0,0,0
2016,2,14,5,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,24
2016,2,14,6,0,0,0,0,0,0,4,,0,0,0,0,0,4,0,0,0,0,0,0
2016,2,14,7,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0
2016,2,14,8,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2016,2,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2016,2,14,10,4,4,4,0,0,0,0,0,4,4,0,0,0,0,0,0,8,0,4,0
2016,2,14,11,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2016,2,14,12,0,4,4,0,8,0,16,0,0,4,8,0,0,0,0,0,4,0,0,0
2016,2,14,13,0,4,4,12,8,0,12,12,0,12,4,4,4,4,0,0,0,0,16,24
2016,2,14,14,0,4,4,8,0,0,8,8,8,8,4,4,4,24,8,0,4,0,8,45
2016,2,14,15,4,0,4,0,4,8,28,4,0,12,8,8,0,57,4,4,57,16,28,180
2016,2,14,16,0,8,0,8,4,4,8,53,8,32,12,20,0,49,16,12,94,8,4,94
2016,2,14,17,0,8,20,4,8,4,20,,16,24,8,16,0,32,4,12,57,12,4,69
2016,2,14,18,0,4,4,4,4,0,16,12,8,41,32,0,0,12,8,0,32,4,12,16
2016,2,14,19,12,12,0,12,8,0,4,,24,12,12,4,4,49,16,4,20,0,12,24
2016,2,14,20,16,8,4,4,8,0,16,,28,12,4,0,0,32,16,8,20,4,12,0
2016,2,14,21,4,16,8,0,0,0,32,4,16,49,8,8,0,41,12,16,4,4,16,127
2016,2,14,22,0,0,8,0,0,0,77,8,12,299,41,4,4,110,4,8,36,0,12,319
2016,2,14,23,12,0,28,4,0,0,32,,8,94,0,4,8,192,8,0,20,69,20,176
2016,2,14,24,4,0,28,8,4,0,45,8,8,135,28,8,4,221,32,4,73,49,57,217
2016,2,15,1,20,0,65,0,4,0,53,,8,180,32,8,4,245,4,24,118,69,86,192
2016,2,15,2,12,4,94,4,8,0,24,,0,131,20,4,8,188,4,4,172,4,8,389
2016,2,15,3,16,20,41,4,8,0,49,,8,122,24,16,8,209,8,0,196,8,32,422
2016,2,15,4,20,20,118,0,20,4,102,,12,319,45,0,24,102,8,12,159,4,20,1029
2016,2,15,5,8,32,151,4,0,0,131,,24,315,45,4,24,90,0,0,389,0,24,885
2016,2,15,6,28,57,36,4,8,0,77,12,16,221,16,8,16,12,28,4,291,0,45,356
2016,2,15,7,28,12,57,8,12,0,36,0,8,245,32,8,86,65,24,0,245,8,61,598
2016,2,15,8,49,12,28,20,16,0,122,0,4,200,20,16,41,32,57,4,287,0,77,299
2016,2,15,9,53,28,90,8,0,0,360,0,12,196,24,12,49,12,36,4,311,0,32,537
2016,2,15,10,12,28,73,12,4,4,385,,8,73,20,12,90,57,24,12,135,12,45,442
2016,2,15,11,12,16,69,24,0,4,254,,8,36,36,20,204,28,41,0,184,8,24,397
2016,2,15,12,8,8,77,-9998,-9998,0,204,,12,20,8,4,77,36,28,0,98,0,65,656
2016,2,15,13,-9998,4,12,-9998,28,0,77,16,0,20,28,0,8,4,12,4,12,4,49,299
2016,2,15,14,-9998,0,-9998,0,12,4,159,,0,127,8,0,4,0,8,24,4,0,12,41
2016,2,15,15,0,-9998,0,-9998,32,8,106,4,0,69,20,0,0,4,8,4,65,8,12,41
2016,2,15,16,0,0,-9998,287,16,8,32,0,4,-9998,16,-9998,0,-9998,0,8,77,4,16,176
2016,2,15,17,4,-9998,49,229,12,0,16,,8,-9998,20,-9998,-9998,-9998,-9998,0,-9998,4,0,217
2016,2,15,18,-9998,0,-9998,0,4,0,122,8,4,-9998,36,0,0,-9998,0,8,-9998,0,4,-9998
2016,2,15,19,0,0,0,16,8,0,49,4,0,32,20,0,-9998,-9998,-9998,0,0,0,8,-9998
2016,2,15,20,8,0,0,0,12,4,8,0,4,73,0,0,0,0,12,8,8,0,16,98
2016,2,15,21,8,0,0,8,0,4,4,0,12,16,4,0,4,0,-9998,4,12,0,12,4
2016,2,15,22,4,4,0,4,0,0,0,0,0,16,8,0,8,0,0,8,12,0,12,8
2016,2,15,23,8,4,0,12,0,0,4,0,4,57,0,0,0,0,4,4,16,4,20,8
2016,2,15,24,8,4,0,12,0,8,4,0,0,151,4,0,4,12,4,8,0,0,20,8
2016,2,16,1,8,0,0,8,12,4,4,0,4,110,4,0,12,4,0,12,0,0,8,12
2016,2,16,2,0,0,0,4,4,4,4,0,4,102,8,0,4,8,4,8,0,0,12,4
2016,2,16,3,4,4,0,0,4,4,4,0,0,69,8,0,0,0,4,0,4,32,8,-9998
2016,2,16,4,0,0,8,8,4,12,8,8,0,28,0,4,8,0,4,12,0,0,12,0
2016,2,16,5,4,0,8,4,8,0,0,4,0,8,0,0,0,0,8,20,0,0,4,0
2016,2,16,6,4,4,0,12,4,0,0,0,4,16,8,0,0,0,4,53,4,0,4,4
2016,2,16,7,0,0,16,16,4,0,4,0,8,12,16,4,0,4,0,45,0,0,4,0
2016,2,16,8,20,4,12,0,16,0,8,4,8,12,4,12,0,12,0,24,8,0,16,8
2016,2,16,9,0,20,0,8,20,8,28,,4,36,4,8,0,8,16,12,20,4,12,20
2016,2,16,10,20,0,24,12,20,0,24,,0,12,4,16,0,8,12,0,12,4,12,45
2016,2,16,11,20,4,24,12,24,0,16,,8,8,12,12,8,28,24,4,20,12,32,73
2016,2,16,12,8,4,36,20,24,0,28,,8,4,24,8,0,8,20,4,65,4,53,61
2016,2,16,13,8,12,32,4,12,4,45,8,8,8,4,4,12,32,20,0,45,16,36,139
2016,2,16,14,12,8,49,12,20,4,36,8,16,28,12,8,12,36,36,0,41,16,90,28
2016,2,16,15,0,20,32,4,4,4,28,4,4,57,0,4,20,61,41,4,49,12,49,65
2016,2,16,16,4,16,20,4,36,4,53,20,8,82,0,4,12,49,24,8,16,4,24,36
2016,2,16,17,16,12,16,4,4,8,69,32,8,98,16,12,24,4,16,8,28,8,69,135
2016,2,16,18,32,61,45,20,8,8,82,16,8,57,28,4,41,20,28,4,53,12,61,442
2016,2,16,19,20,41,41,8,16,28,69,36,20,102,65,12,12,53,16,16,20,24,16,262
2016,2,16,20,32,0,94,73,24,49,122,24,41,82,20,8,32,32,20,16,20,4,16,401
2016,2,16,21,41,36,73,49,28,4,53,12,45,77,24,0,4,12,12,24,4,16,41,155
2016,2,16,22,41,32,16,61,12,12,4,0,45,41,4,12,4,12,65,32,0,8,69,180
2016,2,16,23,28,24,16,41,12,20,8,4,49,32,8,0,0,82,4,12,12,16,49,28
2016,2,16,24,12,57,49,49,24,0,16,12,28,20,8,41,0,53,4,32,41,36,36,41
2016,2,17,1,28,36,45,28,8,0,12,0,36,20,0,4,8,12,4,12,32,61,32,16
2016,2,17,2,57,28,32,0,12,0,4,0,16,24,4,16,4,8,20,36,36,32,73,24
2016,2,17,3,36,8,8,12,16,0,8,12,8,16,0,49,0,12,16,49,49,32,36,16
2016,2,17,4,32,12,16,8,8,4,0,8,12,24,0,28,4,4,4,49,32,24,61,4
2016,2,17,5,24,0,20,20,0,0,0,8,12,20,0,4,16,12,20,45,28,4,16,0
2016,2,17,6,12,0,0,0,4,0,4,12,8,12,0,24,24,4,4,20,28,8,16,0
2016,2,17,7,0,0,0,4,0,0,16,4,8,24,0,28,49,8,4,16,45,12,32,16
2016,2,17,8,12,4,8,8,4,0,20,8,8,16,0,12,4,4,0,16,65,41,32,49
2016,2,17,9,8,8,4,16,28,4,28,4,32,36,16,8,4,24,4,8,41,12,32,86
2016,2,17,10,8,16,32,12,28,0,12,8,36,20,20,8,0,82,0,8,32,4,61,61
2016,2,17,11,24,12,8,32,20,8,36,16,20,49,12,8,4,86,4,4,28,16,57,53
2016,2,17,12,12,16,4,28,20,4,106,12,16,82,8,8,0,41,0,8,77,0,41,45
2016,2,17,13,8,16,8,12,20,20,266,0,24,90,16,0,0,49,0,4,24,8,41,16
2016,2,17,14,20,12,41,4,4,4,69,0,20,114,16,12,4,45,4,8,65,12,94,82
2016,2,17,15,0,20,8,0,0,0,45,,8,147,16,0,32,82,4,16,77,4,77,278
2016,2,17,16,0,12,8,4,4,0,86,4,8,114,24,4,12,65,4,4,45,8,82,110
2016,2,17,17,0,8,20,12,4,0,49,0,8,12,36,8,4,73,12,0,28,4,65,86
2016,2,17,18,4,0,4,0,4,4,24,0,0,8,0,8,0,61,24,0,41,4,61,86
2016,2,17,19,4,28,4,0,16,4,12,0,4,24,8,0,12,41,45,12,12,4,65,57
2016,2,17,20,8,16,8,4,8,12,0,12,0,0,0,12,4,24,24,0,45,0,24,28
2016,2,17,21,12,8,8,0,8,0,4,8,0,0,8,20,12,16,8,4,8,4,0,16
2016,2,17,22,12,12,4,0,0,8,0,0,8,12,4,12,12,24,12,4,4,4,12,41
2016,2,17,23,4,4,0,4,0,0,8,0,0,8,8,8,4,12,12,8,12,0,4,45
2016,2,17,24,0,8,8,0,0,0,0,0,0,8,20,20,8,4,20,8,4,0,12,20
2016,2,18,1,4,0,0,0,0,0,0,0,0,12,24,4,4,0,0,8,0,0,16,20
2016,2,18,2,0,4,8,0,0,0,4,8,0,0,0,8,0,0,4,8,8,4,12,12
2016,2,18,3,4,0,4,0,0,4,0,8,8,4,0,0,4,0,0,0,4,4,4,12
2016,2,18,4,0,0,0,4,4,4,0,4,4,0,0,0,4,0,0,4,0,0,0,0
2016,2,18,5,0,4,0,4,4,0,4,0,8,0,0,0,0,0,0,8,0,4,8,0
2016,2,18,6,4,0,0,0,4,0,4,0,8,4,0,4,8,0,4,0,0,0,12,8
2016,2,18,7,8,0,0,0,8,0,69,0,4,0,20,0,4,0,0,20,4,0,24,16
2016,2,18,8,8,4,8,16,4,12,12,0,4,4,8,12,24,20,0,4,0,0,24,0
2016,2,18,9,0,4,8,16,24,8,4,4,12,0,12,12,45,12,16,12,4,4,24,20
2016,2,18,10,0,4,8,4,0,0,32,4,8,4,12,8,16,36,28,12,16,4,57,24
2016,2,18,11,41,0,12,8,12,0,12,12,16,4,4,16,16,12,12,0,12,0,45,12
2016,2,18,12,4,4,12,0,16,4,12,8,8,8,0,4,12,8,12,8,0,4,45,16
2016,2,18,13,4,8,4,16,16,0,865,8,49,4,4,12,12,28,32,0,4,8,36,8
2016,2,18,14,0,4,16,8,12,0,36,8,12,0,12,20,12,12,12,4,4,0,49,16
2016,2,18,15,8,8,32,4,20,0,49,0,8,20,4,4,16,16,8,0,12,4,28,24
2016,2,18,16,8,12,8,4,20,0,16,0,4,8,12,24,4,8,32,4,24,8,53,8
2016,2,18,17,8,4,4,16,20,4,20,4,4,16,4,12,0,20,16,0,4,12,57,8
2016,2,18,18,16,8,24,36,49,8,110,16,4,24,24,4,8,0,16,4,4,0,32,24
2016,2,18,19,12,8,12,24,24,4,139,16,12,24,8,0,4,8,4,12,16,4,12,32
2016,2,18,20,16,0,12,16,16,0,36,12,12,8,16,4,4,0,12,12,4,8,12,12
2016,2,18,21,0,0,0,41,12,0,41,8,8,0,8,4,0,0,4,8,0,0,73,20
2016,2,18,22,4,0,0,20,24,0,127,12,0,16,32,4,0,0,0,12,4,16,8,8
2016,2,18,23,4,8,0,24,4,4,41,4,12,28,0,0,0,8,0,12,4,8,20,8
2016,2,18,24,4,4,0,16,12,0,16,4,0,16,4,0,0,0,0,4,0,8,8,0
2016,2,19,1,4,0,0,12,20,0,12,12,20,4,4,4,0,0,8,8,4,4,12,8
2016,2,19,2,8,0,0,0,4,4,0,8,24,12,4,0,8,0,0,4,0,4,16,0
2016,2,19,3,0,0,0,8,8,4,20,0,12,8,8,4,4,8,0,8,4,8,12,4
2016,2,19,4,4,0,0,4,0,4,12,0,28,4,12,4,4,8,16,4,0,24,20,16
2016,2,19,5,4,0,4,16,0,4,16,0,20,4,4,4,12,0,24,8,0,4,41,86
2016,2,19,6,4,4,0,4,4,0,4,8,8,0,4,4,0,0,12,8,4,0,49,36
2016,2,19,7,0,4,0,0,0,12,0,12,8,12,4,12,20,8,36,0,4,41,90,32
2016,2,19,8,12,8,0,0,4,0,32,16,8,8,0,12,12,16,20,4,12,36,168,32
2016,2,19,9,8,20,4,12,16,12,86,8,12,20,16,12,20,45,20,8,28,32,94,61
2016,2,19,10,4,8,20,16,12,4,98,16,28,57,24,28,24,82,8,16,16,8,221,32
2016,2,19,11,8,0,8,12,24,0,36,4,24,32,4,0,0,118,20,8,28,0,135,90
2016,2,19,12,,,,,,,,,,,,,,,,,,,,
2016,2,19,13,,,,,,,,,,,,,,,,,,,,
2016,2,19,14,,,,,,,,,,,,,,,,,,,,
2016,2,19,15,,,,,,,,,,,,,,,,,,,,
2016,2,19,16,,,,,,,,,,,,,,,,,,,,
2016,2,19,17,,,,,,,,,,,,,,,,,,,,
2016,2,19,18,,,,,,,,,,,,,,,,,,,,
2016,2,19,19,,,,,,,,,,,,,,,,,,,,
2016,2,19,20,,,,,,,,,,,,,,,,,,,,
2016,2,19,21,,,,,,,,,,,,,,,,,,,,
2016,2,19,22,,,,,,,,,,,,,,,,,,,,
2016,2,19,23,,,,,,,,,,,,,,,,,,,,
2016,2,19,24,,,,,,,,,,,,,,,,,,,,
2016,2,20,1,,,,,,,,,,,,,,,,,,,,
2016,2,20,2,,,,,,,,,,,,,,,,,,,,
2016,2,20,3,,,,,,,,,,,,,,,,,,,,
2016,2,20,4,,,,,,,,,,,,,,,,,,,,
2016,2,20,5,,,,,,,,,,,,,,,,,,,,
2016,2,20,6,,,,,,,,,,,,,,,,,,,,
2016,2,20,7,,,,,,,,,,,,,,,,,,,,
2016,2,20,8,,,,,,,,,,,,,,,,,,,,
2016,2,20,9,,,,,,,,,,,,,,,,,,,,
2016,2,20,10,,,,,,,,,,,,,,,,,,,,
2016,2,20,11,,,,,,,,,,,,,,,,,,,,
2016,2,20,12,,,,,,,,,,,,,,,,,,,,
2016,2,20,13,,,,,,,,,,,,,,,,,,,,
2016,2,20,14,,,,,,,,,,,,,,,,,,,,
2016,2,20,15,,,,,,,,,,,,,,,,,,,,
2016,2,20,16,,,,,,,,,,,,,,,,,,,,
2016,2,20,17,,,,,,,,,,,,,,,,,,,,
2016,2,20,18,,,,,,,,,,,,,,,,,,,,
2016,2,20,19,,,,,,,,,,,,,,,,,,,,
2016,2,20,20,,,,,,,,,,,,,,,,,,,,
2016,2,20,21,,,,,,,,,,,,,,,,,,,,
2016,2,20,22,,,,,,,,,,,,,,,,,,,,
2016,2,20,23,,,,,,,,,,,,,,,,,,,,
2016,2,20,24,,,,,,,,,,,,,,,,,,,,
2016,2,21,1,,,,,,,,,,,,,,,,,,,,
2016,2,21,2,,,,,,,,,,,,,,,,,,,,
2016,2,21,3,,,,,,,,,,,,,,,,,,,,
2016,2,21,4,,,,,,,,,,,,,,,,,,,,
2016,2,21,5,,,,,,,,,,,,,,,,,,,,
2016,2,21,6,,,,,,,,,,,,,,,,,,,,
2016,2,21,7,,,,,,,,,,,,,,,,,,,,
2016,2,21,8,12,8,0,4,0,0,16,,12,8,102,4,8,0,0,24,,8,82,4
2016,2,21,9,4,32,0,4,12,0,20,12,8,184,57,12,8,36,16,45,,82,94,12
2016,2,21,10,16,57,4,4,32,4,16,,4,500,233,4,8,307,20,184,,98,164,24
2016,2,21,11,57,82,41,8,8,0,0,,8,3111,82,0,12,434,106,717,,139,250,90
2016,2,21,12,127,184,188,28,4,0,28,24,8,2275,12,12,8,295,94,36,,147,176,213
2016,2,21,13,131,28,102,45,4,0,8,,16,569,20,0,20,155,69,8,,45,176,668
2016,2,21,14,53,16,229,12,0,4,41,,0,217,16,0,16,118,49,12,,16,36,983
2016,2,21,15,45,16,127,24,8,4,114,,4,159,4,0,32,77,16,8,,20,53,844
2016,2,21,16,32,32,65,12,8,0,176,,4,90,12,0,8,82,20,12,,8,90,733
2016,2,21,17,16,0,20,4,0,0,110,8,12,49,24,0,4,86,12,8,,8,86,610
2016,2,21,18,16,8,12,8,12,0,28,,8,53,0,4,0,69,20,12,,16,143,287
2016,2,21,19,16,8,36,20,0,0,16,0,8,102,4,8,12,57,32,0,,8,77,496
2016,2,21,20,24,16,4,12,4,4,8,,16,110,0,8,12,98,20,8,,4,28,291
2016,2,21,21,8,53,20,0,4,0,12,,0,127,0,24,16,94,20,0,,0,16,229
2016,2,21,22,28,12,12,20,8,0,0,0,0,118,4,20,20,45,77,0,,0,24,233
2016,2,21,23,12,8,4,4,12,0,8,0,0,131,4,36,4,20,69,0,,4,28,262
2016,2,21,24,16,28,8,4,4,0,8,8,4,118,4,8,0,16,106,12,,0,20,184
2016,2,22,1,12,28,4,0,4,0,0,4,4,151,4,4,8,16,90,4,,0,8,135
2016,2,22,2,28,16,8,4,0,4,0,0,0,479,12,12,4,16,217,0,,4,36,102
2016,2,22,3,8,8,8,0,0,0,0,,4,250,4,24,8,16,127,4,,0,16,127
2016,2,22,4,24,0,16,8,4,0,4,0,8,176,32,4,4,12,151,8,,4,4,159
2016,2,22,5,12,8,12,20,0,4,4,4,4,385,16,8,4,12,127,16,,0,20,229
2016,2,22,6,8,0,16,16,8,0,0,0,0,200,4,16,4,0,204,12,,0,12,118
2016,2,22,7,12,0,20,4,12,0,4,0,0,110,16,12,41,24,180,0,,0,12,118
2016,2,22,8,28,28,16,8,12,0,4,,8,86,53,8,24,20,53,12,,0,8,245
2016,2,22,9,32,8,16,12,4,0,12,0,0,127,24,12,8,77,36,4,,4,24,139
2016,2,22,10,8,32,20,16,16,0,4,4,8,122,16,12,28,106,53,0,,8,16,200
2016,2,22,11,24,16,16,8,16,0,24,8,0,28,4,36,151,86,45,0,,8,53,237
2016,2,22,12,32,53,12,4,8,4,225,0,28,28,4,57,86,28,73,0,,8,53,53
2016,2,22,13,12,49,24,4,12,12,12,4,4,12,20,32,61,28,36,12,,28,241,82
2016,2,22,14,8,32,69,12,8,8,16,24,32,28,16,12,45,20,12,12,,122,135,135
2016,2,22,15,4,32,53,16,16,16,45,4,94,32,0,16,53,32,28,4,,53,36,114
2016,2,22,16,8,20,41,45,45,0,20,12,36,36,8,36,73,57,36,0,,24,61,168
2016,2,22,17,24,16,53,49,53,24,20,4,41,90,4,0,57,49,4,4,,8,24,180
2016,2,22,18,12,12,24,41,53,20,49,20,28,82,4,0,53,16,16,4,,0,45,86
2016,2,22,19,8,12,32,32,94,41,213,24,16,53,12,0,32,24,4,8,,0,8,147
2016,2,22,20,4,16,12,41,77,24,168,61,4,45,16,4,24,16,4,8,,4,12,53
2016,2,22,21,4,0,16,12,45,12,16,65,4,90,12,4,4,12,8,0,,12,16,32
2016,2,22,22,0,4,4,4,49,8,106,77,0,8,45,0,0,8,12,4,,0,4,24
2016,2,22,23,0,0,0,8,28,4,90,49,0,20,28,0,41,4,24,8,,0,4,45
2016,2,22,24,0,0,0,12,4,4,90,28,0,24,36,4,4,49,45,0,,0,4,90
2016,2,23,1,0,0,0,16,28,0,69,12,0,8,28,0,12,53,16,0,,0,0,94
2016,2,23,2,0,0,0,12,65,0,159,41,0,28,82,0,8,24,8,4,,0,4,496
2016,2,23,3,0,0,0,16,49,0,98,0,0,8,49,4,0,8,0,0,,0,0,159
2016,2,23,4,0,0,0,16,45,8,45,8,0,12,8,0,0,0,0,0,,4,0,49
2016,2,23,5,4,0,4,45,36,0,45,8,0,65,28,0,8,4,0,0,,0,0,12
2016,2,23,6,0,0,0,24,49,0,41,4,0,86,49,0,0,4,0,8,,0,0,20
2016,2,23,7,4,0,0,32,20,4,98,0,0,49,28,0,0,0,0,0,,0,8,12
2016,2,23,8,0,0,4,8,4,0,82,4,4,69,28,4,4,0,0,16,,0,4,4
2016,2,23,9,8,0,4,12,28,0,57,4,0,20,41,0,0,4,4,8,,0,0,53
2016,2,23,10,12,0,0,0,0,0,73,4,0,24,24,4,4,0,0,4,,8,4,122
2016,2,23,11,12,4,0,8,16,8,45,8,0,16,0,4,8,4,12,0,,0,16,122
2016,2,23,12,4,4,12,0,24,0,20,16,8,12,20,0,8,12,4,4,,0,16,28
2016,2,23,13,32,8,0,8,12,0,41,0,0,12,12,12,8,8,20,24,,12,8,49
2016,2,23,14,24,0,16,4,41,0,28,12,4,16,12,4,8,12,49,12,,8,65,459
2016,2,23,15,12,4,32,4,28,8,16,12,4,24,12,8,12,41,106,16,,24,77,307
2016,2,23,16,12,32,57,8,45,0,24,8,36,131,16,57,57,143,188,8,,36,106,94
2016,2,23,17,61,41,147,16,16,8,20,16,61,110,16,106,118,73,204,20,,61,176,262
2016,2,23,18,8,16,94,20,16,0,28,8,106,147,32,139,127,45,225,32,,65,114,192
2016,2,23,19,0,16,82,16,32,0,24,8,36,164,36,4,168,28,122,69,,102,164,159
2016,2,23,20,20,49,118,16,28,0,53,8,41,135,24,24,241,12,168,73,,36,217,77
2016,2,23,21,28,20,45,24,32,4,20,4,94,110,24,49,233,8,41,94,,53,200,12
2016,2,23,22,12,65,12,49,0,0,20,12,82,69,16,24,237,8,12,90,,20,118,32
2016,2,23,23,20,53,4,16,12,8,36,8,57,90,8,94,131,12,16,61,,32,159,20
2016,2,23,24,4,53,16,8,0,0,45,8,65,69,8,77,98,4,4,168,,36,139,4
2016,2,24,1,8,24,12,28,4,0,184,53,28,159,32,53,90,4,4,41,,45,155,16
2016,2,24,2,20,8,73,16,24,4,217,,28,1467,131,32,36,0,4,77,,36,65,16
2016,2,24,3,73,12,508,176,53,8,586,,45,2308,135,8,8,0,0,28,,20,135,94
2016,2,24,4,135,73,1885,688,57,4,463,12,45,828,98,65,82,4,0,8,,,237,1972
2016,2,24,5,377,204,578,176,36,4,143,,41,778,49,49,49,4,414,8,,16,135,2349
2016,2,24,6,594,307,274,73,41,0,57,4,8,1168,32,204,192,237,217,0,,0,155,1115
2016,2,24,7,241,122,114,82,12,0,28,12,4,824,127,233,258,274,172,0,,8,114,1225
2016,2,24,8,352,348,131,65,12,0,4,4,0,524,12,176,204,262,229,28,,4,106,1172
2016,2,24,9,172,204,114,86,0,0,24,0,0,405,32,131,110,258,463,8,,4,45,906
2016,2,24,10,135,122,77,28,4,8,41,12,12,475,45,90,118,598,135,8,,8,49,873
2016,2,24,11,106,110,102,41,4,4,90,12,12,287,57,45,73,233,69,20,,16,94,459
2016,2,24,12,61,86,73,41,8,0,114,4,45,98,24,45,114,118,32,8,,4,180,414
2016,2,24,13,53,106,36,24,28,0,176,8,24,139,36,57,114,250,16,16,,16,110,348
2016,2,24,14,16,69,102,28,16,0,90,,16,131,53,36,,86,28,8,,24,250,229
2016,2,24,15,32,114,135,24,20,0,94,,24,147,20,36,,61,20,36,,20,270,393
2016,2,24,16,73,204,73,24,8,32,53,,45,164,28,28,,77,65,32,,20,225,291
2016,2,24,17,16,102,229,16,16,41,20,,73,106,8,28,61,90,36,32,,8,196,250
2016,2,24,18,16,57,139,41,49,69,4,8,82,114,8,94,61,102,36,28,,8,127,233
