年,月,日,時,水戸石川一般環境大気測定局,独立行政法人国立環境研究所,旧笠間支所,宇都宮市中央生涯学習センター,栃木県林業センター,日光特別地域気象観測所,群馬県衛生環境研究所,群馬県林木育種場,さいたま市役所,飯能市役所,寄居町役場,東邦大学,千葉県環境研究センター,千葉県森林研究センター,君津市糠田測定局,東京都多摩小平保健所,独立行政法人森林総研多摩森林科学園,神奈川県庁分庁舎,川崎生命科学・環境研究センター,神奈川県自然環境保全センター
2016,4,6,4,61,28,12,36,94,8,69,241,57,77,110,61,77,4,0,36,4,45,135,0
2016,4,6,5,24,32,4,24,0,4,69,332,45,131,36,24,57,0,0,45,12,28,139,0
2016,4,6,6,28,36,8,12,8,16,77,184,12,225,57,20,41,0,0,53,20,32,98,0
2016,4,6,7,24,73,4,8,0,16,16,541,49,684,233,94,57,36,4,164,28,57,94,16
2016,4,6,8,65,77,94,82,77,20,225,250,61,2230,520,90,86,405,61,159,578,90,114,840
2016,4,6,9,106,135,356,28,840,12,217,127,139,5518,717,61,53,668,77,192,721,69,135,856
2016,4,6,10,168,65,213,61,2935,12,188,114,69,1066,418,28,32,438,98,270,737,24,118,733
2016,4,6,11,213,24,758,53,2107,8,172,192,69,684,463,20,12,184,49,209,135,45,233,549
2016,4,6,12,282,53,1484,69,1189,41,233,323,82,553,106,57,16,291,28,122,114,32,159,803
2016,4,6,13,225,45,1074,65,590,24,229,537,159,409,491,57,12,491,32,65,122,,110,143
2016,4,6,14,241,61,1328,90,233,20,368,254,86,221,409,16,16,598,28,49,82,41,192,94
2016,4,6,15,45,32,483,241,319,28,213,262,90,233,766,45,24,233,41,8,61,20,147,77
2016,4,6,16,57,41,192,299,475,102,483,303,36,135,660,12,28,57,61,32,86,24,176,77
2016,4,6,17,57,41,373,147,594,237,430,311,57,110,385,28,49,135,69,12,41,20,65,45
2016,4,6,18,32,49,332,82,364,204,619,422,12,53,496,20,41,61,90,49,28,32,32,28
2016,4,6,19,45,57,328,82,2119,307,184,520,12,69,922,24,28,45,41,8,36,16,8,127
2016,4,6,20,36,45,225,41,840,323,139,282,8,41,2095,4,20,32,20,0,41,28,28,180
2016,4,6,21,45,41,131,98,496,450,41,,0,143,873,12,24,4,12,0,110,8,8,319
2016,4,6,22,8,24,164,94,307,217,114,274,0,393,520,8,16,16,4,12,69,8,4,270
2016,4,6,23,20,12,69,110,287,106,237,245,8,487,53,16,24,4,4,0,73,8,32,192
2016,4,6,24,16,12,65,28,204,77,270,270,12,512,127,8,0,4,0,73,176,12,12,143
2016,4,7,1,24,24,217,73,155,73,274,291,4,1328,287,4,4,0,0,94,504,20,41,151
2016,4,7,2,57,4,750,65,151,102,426,705,16,2882,545,12,36,12,8,217,553,24,45,188
2016,4,7,3,28,8,770,151,135,102,569,373,69,5194,664,24,69,32,16,209,705,36,49,172
2016,4,7,4,8,12,701,164,192,196,426,491,127,4218,746,36,61,61,24,69,315,12,12,188
2016,4,7,5,16,0,528,262,352,94,381,450,102,2410,332,0,32,233,122,122,340,4,24,139
2016,4,7,6,20,8,1398,151,323,131,446,2103,8,2792,373,24,77,340,180,53,155,8,20,176
2016,4,7,7,49,28,1549,139,1033,86,229,2804,12,3361,856,28,184,229,98,36,368,8,16,61
2016,4,7,8,8,8,45,16,86,4,20,549,4,606,,12,82,213,12,41,122,8,4,0
2016,4,7,9,4,0,0,4,8,0,8,180,0,73,4,0,0,106,0,0,36,4,4,8
2016,4,7,10,16,0,0,0,4,0,4,,0,0,0,0,0,4,0,0,4,4,0,0
2016,4,7,11,20,0,0,0,8,0,4,8,0,8,0,8,8,0,0,0,4,0,0,0
2016,4,7,12,20,0,4,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0
2016,4,7,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
2016,4,7,14,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0
2016,4,7,15,0,0,0,0,16,0,0,,0,4,0,0,0,8,0,8,0,8,0,0
2016,4,7,16,0,0,0,0,0,0,0,,0,0,0,16,0,0,0,8,0,0,0,0
2016,4,7,17,4,0,4,0,36,0,0,16,0,0,0,4,0,0,0,0,0,0,4,0
2016,4,7,18,0,0,0,0,53,4,0,,0,0,8,0,0,0,8,0,0,0,0,8
2016,4,7,19,4,0,0,0,32,0,0,,0,4,0,8,16,4,0,0,0,4,0,0
2016,4,7,20,8,4,4,0,8,4,8,110,0,24,4,0,0,0,0,0,4,4,0,16
2016,4,7,21,0,4,0,0,0,4,12,,12,28,24,0,8,0,0,4,4,0,0,4
2016,4,7,22,4,12,0,0,0,0,16,,16,41,49,4,0,0,0,12,4,0,4,24
2016,4,7,23,16,20,24,0,4,0,65,217,8,57,28,4,8,0,0,16,8,0,4,36
2016,4,7,24,32,4,16,0,0,8,57,77,4,118,61,4,8,0,0,4,0,12,20,20
2016,4,8,1,20,4,36,4,0,4,24,86,8,266,77,16,65,0,0,24,0,16,20,12
2016,4,8,2,16,16,4,0,0,8,94,73,45,381,45,4,45,8,16,122,0,16,32,0
2016,4,8,3,20,0,4,4,0,16,127,32,24,1131,110,8,16,8,16,86,0,20,122,0
2016,4,8,4,94,4,8,0,82,4,127,65,24,770,82,8,24,4,8,82,0,20,77,0
2016,4,8,5,430,16,65,36,4944,4,209,106,45,1619,69,49,77,4,4,45,0,41,69,0
2016,4,8,6,491,28,61,176,2853,61,184,57,24,2628,57,65,155,4,12,36,0,36,94,0
2016,4,8,7,615,213,688,2947,881,151,188,36,12,2636,159,155,168,49,102,69,73,36,49,8
2016,4,8,8,906,549,2480,5100,938,118,196,200,20,2718,127,233,479,508,135,61,393,45,73,906
2016,4,8,9,631,159,2939,2771,848,102,213,57,12,2148,164,110,631,656,98,45,204,36,147,1184
2016,4,8,10,713,94,1963,1557,910,106,98,483,53,639,82,209,651,348,49,32,90,20,450,631
2016,4,8,11,344,159,1652,955,2431,24,90,,77,147,139,287,405,245,61,16,131,12,397,332
2016,4,8,12,127,135,1635,352,1590,8,28,475,98,524,114,213,36,229,32,57,110,32,651,401
2016,4,8,13,143,118,1562,360,906,20,94,102,90,533,82,118,24,131,16,122,131,16,328,274
2016,4,8,14,127,49,1258,496,1135,36,32,221,61,463,90,8,53,69,45,204,57,28,164,426
2016,4,8,15,65,41,906,287,975,12,82,,110,508,225,8,24,57,41,172,65,45,381,565
2016,4,8,16,73,32,729,303,762,0,49,69,57,483,180,16,32,57,24,41,118,45,82,110
2016,4,8,17,65,28,450,180,615,16,155,20,57,328,229,0,8,28,49,32,77,20,69,57
2016,4,8,18,45,32,192,192,824,0,266,32,24,196,94,8,8,24,28,28,24,28,32,49
2016,4,8,19,118,8,303,250,1020,8,373,,12,90,467,8,4,16,16,24,12,8,49,32
2016,4,8,20,118,36,143,188,770,41,139,24,28,73,53,12,41,4,4,12,4,24,24,16
2016,4,8,21,86,4,204,196,709,352,127,701,4,73,32,4,135,0,12,57,16,4,16,32
2016,4,8,22,69,16,139,368,491,65,127,45,12,49,28,0,467,4,16,12,8,53,12,16
2016,4,8,23,90,28,209,233,221,0,73,12,8,118,24,0,336,0,16,16,4,4,0,20
2016,4,8,24,65,12,270,102,73,28,28,,0,82,16,4,114,4,12,24,36,0,28,16
2016,4,9,1,110,8,188,118,86,73,24,94,32,118,20,12,73,4,24,4,4,8,4,24
2016,4,9,2,69,12,241,36,82,8,61,332,4,57,28,8,32,0,20,24,0,28,12,28
2016,4,9,3,82,45,82,41,77,36,102,401,4,4,82,4,65,16,0,12,0,0,36,20
2016,4,9,4,28,49,36,24,28,32,122,778,24,16,98,0,12,4,0,24,0,4,24,4
2016,4,9,5,24,20,16,20,24,69,94,,8,32,41,12,8,4,4,45,4,24,8,8
2016,4,9,6,24,36,24,36,94,20,352,405,12,323,274,12,20,4,4,28,82,32,32,4
2016,4,9,7,49,45,135,41,196,24,233,405,36,4223,942,16,24,36,0,24,565,24,61,24
2016,4,9,8,381,122,553,69,1430,16,360,750,41,6703,1385,20,36,176,57,98,959,24,118,377
2016,4,9,9,401,200,4362,98,7334,12,356,1262,65,3452,1279,24,45,209,164,168,360,49,131,426
2016,4,9,10,565,118,4251,213,5949,8,364,426,102,643,922,49,57,221,114,127,233,36,102,356
2016,4,9,11,241,61,565,127,3689,20,184,496,69,180,1373,16,28,176,24,49,131,8,82,254
2016,4,9,12,135,41,192,98,1053,49,471,196,41,82,204,41,4,106,61,49,61,4,41,90
2016,4,9,13,77,16,106,61,455,49,393,159,45,61,118,12,20,77,28,82,45,20,20,86
2016,4,9,14,20,24,73,41,221,53,266,180,49,82,82,12,16,57,24,65,57,20,32,61
2016,4,9,15,24,8,45,41,262,53,209,114,41,65,127,4,8,28,8,32,28,24,36,49
2016,4,9,16,49,4,45,24,250,90,311,86,45,53,82,4,8,20,16,28,12,12,49,53
2016,4,9,17,36,12,57,36,282,94,422,86,53,77,36,12,8,32,32,32,24,24,20,41
2016,4,9,18,12,8,73,20,94,159,409,151,53,77,24,12,4,20,28,41,8,12,24,32
2016,4,9,19,41,8,65,32,61,86,332,282,24,49,155,8,16,12,12,65,24,20,8,45
2016,4,9,20,20,32,86,82,82,82,237,110,28,159,118,12,16,16,8,28,12,32,24,266
2016,4,9,21,12,20,106,32,77,77,225,69,41,172,69,20,16,4,20,73,28,32,24,389
2016,4,9,22,20,41,135,49,122,32,196,102,61,237,57,8,24,45,28,65,49,45,61,295
2016,4,9,23,12,77,45,32,69,24,86,77,98,385,82,24,32,41,69,73,32,32,69,98
2016,4,9,24,0,82,49,36,41,24,106,258,188,352,20,12,61,53,36,159,16,36,73,82
2016,4,10,1,8,49,8,49,57,57,274,282,24,278,41,4,36,41,57,28,20,57,180,36
2016,4,10,2,32,49,24,24,36,94,360,340,16,381,41,24,24,16,86,24,24,98,188,24
2016,4,10,3,8,53,20,49,94,102,282,561,57,303,61,53,118,12,73,77,65,73,102,0
2016,4,10,4,73,73,20,127,90,94,409,992,82,221,106,90,184,24,28,155,237,73,176,8
2016,4,10,5,65,86,12,270,127,241,479,533,118,500,217,41,291,16,4,266,426,73,311,12
2016,4,10,6,114,135,36,254,139,114,311,344,106,660,151,90,409,20,0,360,373,94,471,8
2016,4,10,7,430,118,114,381,508,45,586,426,176,791,336,225,791,36,8,393,122,98,430,16
2016,4,10,8,541,233,762,524,1250,69,676,619,250,1328,287,405,787,348,53,323,245,184,446,319
2016,4,10,9,422,340,1148,418,2328,65,533,856,385,1102,377,262,1791,684,110,418,274,164,951,815
2016,4,10,10,606,254,2779,245,1922,86,418,1590,213,860,414,315,217,582,168,319,204,82,766,516
2016,4,10,11,533,217,1652,168,688,53,660,520,172,524,467,237,139,487,131,352,122,49,241,270
2016,4,10,12,254,94,676,127,705,45,401,241,188,188,348,159,73,418,61,102,127,28,102,221
2016,4,10,13,143,90,803,258,549,49,340,274,164,176,266,61,53,446,82,233,41,12,61,237
2016,4,10,14,82,36,545,90,516,241,287,122,139,49,102,86,20,213,41,90,65,12,147,90
2016,4,10,15,53,73,217,188,344,180,368,176,110,114,77,86,53,102,32,24,98,20,204,122
2016,4,10,16,106,106,975,106,295,192,491,114,86,127,176,28,20,69,12,82,32,20,98,118
2016,4,10,17,49,106,1726,139,237,221,696,287,151,151,98,28,32,114,20,61,57,53,77,229
2016,4,10,18,69,53,397,233,217,274,516,1631,73,172,356,20,32,45,36,65,69,28,57,266
2016,4,10,19,41,28,209,184,1025,368,455,578,151,106,541,12,36,102,102,114,45,53,98,192
2016,4,10,20,49,28,118,118,467,377,291,328,184,192,254,16,45,45,49,127,36,8,73,82
2016,4,10,21,32,20,122,69,233,348,291,311,28,254,172,0,180,12,77,32,45,16,61,57
2016,4,10,22,61,0,82,118,188,221,139,184,20,237,36,4,114,12,53,20,41,4,32,106
2016,4,10,23,32,16,82,102,139,69,73,131,36,90,8,16,24,0,28,4,12,20,24,65
2016,4,10,24,57,4,139,28,110,57,82,159,8,180,24,0,45,8,8,20,57,8,24,86
2016,4,11,1,90,4,98,36,122,57,65,73,12,90,65,0,32,4,16,16,16,20,32,24
2016,4,11,2,147,24,159,82,131,28,147,114,12,168,180,8,12,4,8,4,32,4,36,20
2016,4,11,3,118,16,209,69,86,57,122,295,24,233,41,0,45,8,8,16,73,4,53,20
2016,4,11,4,69,4,192,57,241,20,245,901,102,315,28,8,32,12,4,32,69,8,57,8
2016,4,11,5,180,0,180,135,889,0,491,656,45,188,45,41,86,4,8,12,53,16,24,0
2016,4,11,6,180,0,307,348,1074,4,623,,49,332,332,8,77,8,45,32,28,20,73,8
2016,4,11,7,762,32,3817,377,770,45,426,725,16,1738,389,0,98,4,49,32,69,4,53,352
2016,4,11,8,397,69,5379,245,127,65,217,319,20,2595,356,4,73,12,36,110,446,8,57,553
2016,4,11,9,65,533,1234,118,426,4,438,282,77,692,188,8,110,4,12,49,651,20,61,1057
2016,4,11,10,368,434,1402,356,590,20,274,200,159,930,192,41,155,57,0,36,393,24,151,1885
2016,4,11,11,504,565,1098,631,533,24,397,143,77,1123,122,180,295,225,16,45,467,73,135,1623
2016,4,11,12,459,270,819,500,135,16,475,131,98,889,106,151,799,192,41,45,828,65,287,1717
2016,4,11,13,241,180,803,106,69,12,450,168,114,914,102,131,770,184,225,45,389,36,582,1377
2016,4,11,14,131,82,479,65,32,0,737,159,164,557,102,32,586,291,188,102,180,41,819,1053
2016,4,11,15,151,53,311,73,65,4,992,49,122,373,114,16,348,422,73,106,135,32,656,1057
2016,4,11,16,135,65,360,110,49,4,1541,41,270,442,180,49,106,151,94,106,127,32,450,881
2016,4,11,17,110,28,295,41,53,53,1410,53,122,233,151,20,147,168,118,49,61,53,373,537
2016,4,11,18,69,53,221,8,24,200,254,20,90,184,110,8,106,295,61,45,41,28,233,479
2016,4,11,19,49,53,135,4,12,131,49,24,53,110,86,49,77,409,118,24,45,45,209,385
2016,4,11,20,45,32,57,24,12,196,20,61,28,127,32,57,82,528,65,4,110,41,106,245
2016,4,11,21,20,12,61,8,8,155,53,69,24,20,8,28,65,405,45,4,49,8,65,110
2016,4,11,22,32,0,49,8,12,24,20,8,24,12,16,16,24,151,8,4,20,4,57,77
2016,4,11,23,53,4,98,0,8,65,12,12,16,69,41,4,16,69,12,12,41,0,94,127
2016,4,11,24,4,16,36,4,4,233,32,561,4,159,20,8,24,28,16,0,36,4,28,57
2016,4,12,1,16,8,41,8,12,164,28,131,4,61,8,4,32,45,20,8,12,8,16,82
2016,4,12,2,16,16,127,12,8,32,8,12,12,41,4,4,4,12,12,0,4,4,16,77
2016,4,12,3,8,12,36,12,20,20,4,94,8,24,0,4,36,16,12,4,16,0,8,102
2016,4,12,4,0,12,53,12,4,32,24,4,0,24,4,0,24,12,12,0,12,4,4,94
2016,4,12,5,4,20,28,4,12,0,4,12,0,8,12,0,24,12,16,0,12,4,16,49
2016,4,12,6,12,12,36,4,61,0,0,8,4,4,8,0,16,12,0,0,8,8,4,49
2016,4,12,7,8,12,12,16,49,0,24,20,0,24,4,8,4,32,4,8,36,0,12,77
2016,4,12,8,16,32,36,24,20,0,16,20,8,41,12,4,16,49,4,0,12,4,20,69
2016,4,12,9,8,12,57,24,20,12,24,28,20,24,0,4,57,20,0,28,20,0,45,69
2016,4,12,10,24,0,61,16,20,8,520,20,36,24,12,0,69,8,20,8,16,20,20,49
2016,4,12,11,8,16,61,4,24,12,73,24,24,41,12,8,180,8,16,4,12,8,24,118
2016,4,12,12,8,8,131,32,16,28,41,45,28,53,8,20,106,45,36,20,36,12,57,110
2016,4,12,13,12,8,114,20,36,24,16,8,32,32,8,20,49,12,12,4,61,12,32,94
2016,4,12,14,20,16,49,41,20,12,20,24,28,41,12,24,41,32,16,20,61,16,90,69
2016,4,12,15,28,8,73,45,20,41,69,20,61,32,12,12,16,32,12,12,32,12,57,98
2016,4,12,16,16,36,356,28,28,90,41,24,45,69,28,16,16,16,45,16,45,12,90,168
2016,4,12,17,32,16,32,24,45,8,147,12,28,61,16,24,16,20,20,16,57,49,77,315
2016,4,12,18,24,16,45,49,45,41,139,32,32,20,12,16,12,4,0,8,16,16,20,57
2016,4,12,19,28,8,98,0,77,32,94,28,8,57,4,0,24,20,20,12,16,8,28,49
2016,4,12,20,24,4,41,20,36,16,110,110,4,57,90,8,8,20,4,4,24,8,16,53
2016,4,12,21,36,8,53,8,36,28,159,73,12,73,106,4,4,0,4,12,24,4,8,24
2016,4,12,22,0,8,24,36,24,16,184,94,8,82,53,0,4,12,0,4,12,20,24,24
2016,4,12,23,0,8,16,24,20,20,200,106,8,127,32,4,12,16,0,0,12,12,12,41
2016,4,12,24,12,12,16,8,41,12,86,65,24,110,8,8,0,0,16,0,4,4,8,73
2016,4,13,1,8,8,20,28,45,20,110,94,32,127,45,8,0,16,20,12,12,16,8,36
2016,4,13,2,4,8,20,0,49,12,94,77,61,127,36,4,12,16,12,36,4,0,12,45
2016,4,13,3,4,4,24,12,36,20,49,61,45,139,20,0,8,4,4,20,0,4,8,36
2016,4,13,4,8,4,28,24,57,16,131,32,61,135,32,12,20,20,12,16,4,8,12,53
2016,4,13,5,20,0,32,12,53,12,106,32,49,159,53,0,16,12,16,45,24,4,20,28
2016,4,13,6,4,8,8,8,32,20,73,49,49,106,53,0,159,12,32,32,8,4,4,16
2016,4,13,7,0,16,20,16,114,16,61,28,57,114,57,8,94,57,12,61,32,4,0,20
2016,4,13,8,24,0,12,16,147,12,102,41,209,168,90,0,53,24,16,16,32,0,0,36
2016,4,13,9,41,0,24,20,143,8,65,32,262,200,73,8,303,82,36,45,36,0,12,49
2016,4,13,10,8,12,41,32,77,0,86,28,180,122,53,8,61,118,53,49,36,12,12,61
2016,4,13,11,45,,159,0,53,8,49,49,196,82,82,8,49,118,41,36,57,16,8,110
2016,4,13,12,73,41,155,8,24,8,45,20,98,57,36,151,16,176,32,28,41,36,12,164
2016,4,13,13,61,53,94,20,12,12,53,16,45,82,28,41,4,41,16,53,20,32,20,114
2016,4,13,14,102,41,49,65,69,16,106,8,77,69,24,12,8,57,4,16,32,0,41,77
2016,4,13,15,69,90,61,61,65,16,94,8,135,49,28,20,8,45,12,4,20,12,41,77
2016,4,13,16,32,53,590,53,41,4,98,41,61,36,28,36,8,53,12,0,12,16,16,16
2016,4,13,17,86,41,49,86,98,0,164,98,41,8,32,12,8,16,0,4,12,0,20,57
2016,4,13,18,49,28,893,430,53,0,82,57,73,12,57,0,12,45,8,12,8,20,12,41
2016,4,13,19,20,45,209,57,45,12,73,32,49,24,49,4,8,36,20,0,16,4,4,24
2016,4,13,20,16,24,24,12,16,4,12,,8,32,127,8,0,4,4,0,24,0,8,36
2016,4,13,21,8,16,32,12,16,4,0,,0,4,57,0,0,4,0,8,16,0,4,114
2016,4,13,22,8,12,368,0,4,0,8,,4,12,53,0,0,4,0,0,12,0,4,16
2016,4,13,23,0,0,118,0,0,0,0,,4,12,41,4,0,4,0,0,8,0,0,4
2016,4,13,24,0,0,4,0,0,0,8,4,0,8,41,0,0,0,0,0,0,4,4,8
2016,4,14,1,0,0,0,4,0,0,24,,0,4,12,0,0,0,0,0,4,0,0,4
2016,4,14,2,4,0,225,0,0,0,4,,0,0,8,4,0,0,0,0,0,0,0,4
2016,4,14,3,0,0,4,0,0,0,0,,0,4,8,0,0,0,0,0,0,0,0,4
2016,4,14,4,0,0,106,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,4
2016,4,14,5,0,0,8,0,0,0,0,,0,4,4,0,8,4,0,0,0,0,0,0
2016,4,14,6,0,0,4,4,4,0,0,,0,0,0,0,4,0,0,0,0,0,0,4
2016,4,14,7,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,24,4,0,0
2016,4,14,8,4,0,0,4,4,0,4,,0,0,0,0,0,0,0,4,0,0,0,0
2016,4,14,9,0,4,8,0,8,4,8,,4,0,0,0,0,0,0,0,12,0,0,0
2016,4,14,10,12,4,32,12,20,0,16,12,0,4,8,0,4,0,0,0,0,4,0,12
2016,4,14,11,8,0,61,20,73,8,57,16,0,4,16,0,8,0,0,4,0,0,0,86
2016,4,14,12,24,0,12,41,184,16,49,77,16,12,90,8,20,0,0,8,0,4,0,65
2016,4,14,13,45,0,660,24,164,12,20,73,0,106,49,16,49,0,4,4,4,12,4,188
2016,4,14,14,12,8,135,8,131,8,16,57,41,53,73,4,184,0,4,8,12,8,4,151
2016,4,14,15,32,28,110,8,77,8,73,73,41,61,41,12,385,4,0,12,32,8,12,299
2016,4,14,16,45,,590,102,57,36,61,49,45,168,69,28,549,16,8,8,32,4,36,299
2016,4,14,17,57,77,471,53,28,20,49,172,49,86,20,8,758,28,12,8,90,8,53,250
2016,4,14,18,36,57,352,90,118,16,61,118,20,41,20,8,766,16,41,24,143,16,65,270
2016,4,14,19,53,20,94,28,53,28,287,73,8,45,32,8,332,4,20,12,49,16,32,90
2016,4,14,20,102,32,94,20,32,8,127,24,12,12,32,0,65,241,12,16,8,20,12,102
2016,4,14,21,77,20,118,24,4,0,61,45,28,24,20,12,28,4,4,0,61,8,8,32
2016,4,14,22,65,28,164,12,8,4,82,45,0,28,69,12,16,12,16,28,12,12,45,49
2016,4,14,23,61,32,98,20,12,0,114,53,20,135,172,8,36,0,0,20,0,12,49,24
2016,4,14,24,57,32,32,8,12,4,98,204,16,287,184,4,0,4,0,32,0,12,57,8
2016,4,15,1,61,12,12,24,4,0,204,332,20,209,143,16,4,8,0,114,8,12,82,24
2016,4,15,2,32,24,0,28,8,4,209,807,65,1894,155,8,8,0,0,77,8,8,69,20
2016,4,15,3,28,36,0,20,110,0,122,578,57,2041,69,20,16,0,0,143,16,4,143,4
2016,4,15,4,32,172,0,16,1939,0,258,245,65,1410,180,57,574,0,0,131,12,0,352,20
2016,4,15,5,192,241,176,356,4788,8,127,176,77,1156,196,53,483,0,0,164,4,8,463,8
2016,4,15,6,602,196,364,1365,3025,4,168,164,24,1512,159,45,180,373,49,110,16,41,377,4
2016,4,15,7,463,49,942,947,1680,65,196,184,20,656,65,28,98,860,192,86,168,49,360,98
2016,4,15,8,352,41,5272,860,586,16,155,143,49,401,53,32,65,778,98,77,397,49,336,1131
2016,4,15,9,344,24,1041,541,635,36,217,204,36,401,110,4,82,377,49,28,328,12,282,1209
2016,4,15,10,254,41,553,303,180,0,315,,53,274,118,24,143,196,16,36,192,16,311,1734
2016,4,15,11,94,12,307,122,94,0,352,102,69,143,147,12,61,192,32,20,102,24,258,1057
2016,4,15,12,61,32,176,73,57,0,434,61,45,77,90,16,45,151,20,20,45,16,168,512
2016,4,15,13,73,8,86,24,65,20,565,,36,106,69,0,36,192,8,16,73,28,250,319
2016,4,15,14,28,20,127,20,28,4,975,57,49,106,98,16,32,176,0,16,49,4,307,250
2016,4,15,15,73,12,41,36,45,16,414,57,49,110,86,20,73,147,69,24,45,8,237,274
2016,4,15,16,24,8,110,12,24,8,86,24,41,110,90,8,36,110,24,0,53,16,278,323
2016,4,15,17,24,32,57,36,8,4,180,32,49,139,45,12,28,94,24,16,94,4,237,414
2016,4,15,18,16,12,32,8,8,8,98,4,24,118,20,24,41,110,49,8,86,16,159,409
2016,4,15,19,0,20,57,4,12,4,24,16,0,49,32,8,61,110,213,20,57,8,77,209
2016,4,15,20,65,32,61,32,20,0,12,12,28,41,32,20,12,45,106,24,61,8,102,135
2016,4,15,21,49,28,82,8,20,8,20,8,12,73,20,16,49,53,73,12,24,8,122,139
2016,4,15,22,24,53,61,24,20,8,0,4,12,69,45,16,24,45,69,8,20,8,65,155
2016,4,15,23,32,41,49,24,8,4,20,16,41,45,20,28,73,36,36,24,20,16,69,90
2016,4,15,24,20,28,36,24,12,12,24,28,12,110,20,20,311,41,32,16,8,8,41,90
2016,4,16,1,20,8,16,28,8,4,4,4,20,110,20,57,94,32,24,24,12,12,36,118
2016,4,16,2,4,16,8,12,8,4,24,20,49,73,24,16,65,36,16,36,16,8,106,200
2016,4,16,3,12,8,4,12,24,0,61,8,36,110,24,8,65,16,16,73,24,20,77,311
2016,4,16,4,16,24,16,20,4,4,28,12,16,262,20,8,36,12,4,110,24,4,73,114
2016,4,16,5,4,4,16,8,0,0,20,12,8,122,32,16,45,20,8,41,45,0,41,172
2016,4,16,6,0,4,20,8,24,0,28,8,24,98,20,0,20,45,28,4,28,12,36,102
2016,4,16,7,8,24,8,8,36,0,49,8,49,209,69,4,49,122,86,16,16,8,36,467
2016,4,16,8,28,8,77,4,32,4,32,8,57,155,61,36,131,65,41,28,24,8,45,463
2016,4,16,9,57,20,90,20,61,20,41,16,36,118,94,24,184,98,102,36,49,8,53,291
2016,4,16,10,73,28,590,28,90,32,77,12,65,106,106,28,65,49,65,41,61,28,69,204
2016,4,16,11,24,65,368,61,77,12,127,41,45,98,143,20,24,36,90,28,114,12,114,217
2016,4,16,12,73,45,151,94,57,41,90,,32,102,176,12,20,36,69,32,82,24,110,151
2016,4,16,13,73,32,110,82,53,36,73,41,41,98,73,20,12,69,69,32,69,28,172,188
2016,4,16,14,57,12,90,82,53,86,287,57,86,114,24,20,28,49,28,8,41,20,135,57
2016,4,16,15,57,24,82,65,61,28,303,69,28,24,12,4,16,45,20,4,32,16,102,98
2016,4,16,16,69,36,65,61,82,28,245,106,24,110,65,12,32,41,45,24,45,36,77,106
2016,4,16,17,49,4,172,57,94,61,250,147,24,53,69,12,8,49,20,24,61,12,36,131
2016,4,16,18,69,28,204,86,135,151,274,266,28,57,69,4,4,73,20,20,69,12,45,139
2016,4,16,19,53,24,110,45,73,94,574,147,86,77,114,4,4,41,20,16,94,12,98,229
2016,4,16,20,57,12,82,53,94,90,319,122,36,159,41,20,4,8,0,28,36,4,57,418
2016,4,16,21,65,24,41,73,53,57,225,114,45,114,57,4,4,0,12,36,16,36,41,705
2016,4,16,22,32,0,24,65,57,16,151,98,77,45,90,0,16,4,24,24,32,45,53,204
2016,4,16,23,36,24,53,32,49,41,168,32,32,57,69,0,8,8,12,28,143,36,90,204
2016,4,16,24,28,36,57,8,32,4,155,86,16,49,61,4,16,8,8,12,225,24,77,241
2016,4,17,1,20,24,24,28,20,28,127,24,20,114,12,0,0,0,45,24,131,4,36,147
2016,4,17,2,4,8,16,45,16,41,110,82,24,250,45,0,12,0,28,8,102,16,36,110
2016,4,17,3,28,4,20,86,32,20,110,69,32,217,20,0,16,8,41,8,122,4,16,151
2016,4,17,4,49,20,36,69,53,82,122,36,24,57,49,8,16,16,36,16,221,4,69,209
2016,4,17,5,61,12,24,118,65,147,151,73,8,49,102,12,16,12,12,8,127,4,53,61
2016,4,17,6,94,16,28,110,139,127,184,98,12,90,151,12,4,57,28,4,86,8,32,118
2016,4,17,7,57,16,4,45,180,86,135,159,4,77,98,12,16,65,16,8,86,4,8,57
2016,4,17,8,24,28,36,20,155,82,135,41,24,69,438,28,20,24,20,0,73,45,16,49
2016,4,17,9,57,65,57,28,69,82,155,45,12,131,553,8,16,61,12,16,102,65,24,102
2016,4,17,10,53,65,28,41,28,65,348,65,41,77,204,28,65,122,4,16,32,36,65,90
2016,4,17,11,151,102,53,65,45,8,229,36,28,69,73,16,41,49,24,0,16,16,20,16
2016,4,17,12,61,98,20,49,45,4,278,32,12,57,32,0,16,24,0,8,4,0,0,8
2016,4,17,13,32,49,20,41,53,4,475,,12,4,155,24,4,12,0,0,0,8,0,0
2016,4,17,14,4,8,0,16,20,0,204,69,0,0,102,12,20,0,4,4,4,4,8,12
2016,4,17,15,12,16,16,61,32,16,348,139,41,41,217,4,20,24,8,0,82,4,65,4
2016,4,17,16,53,8,184,32,24,16,278,73,213,69,200,8,24,102,4,4,53,4,32,49
2016,4,17,17,45,8,24,28,28,49,418,180,139,32,291,8,4,49,0,20,49,0,28,77
2016,4,17,18,20,41,20,82,114,86,405,155,147,53,131,8,0,8,0,0,45,4,12,36
