年,月,日,時,水戸石川一般環境大気測定局,独立行政法人国立環境研究所,日立市消防本部,宇都宮市中央生涯学習センター,栃木県庁那須庁舎,日光特別地域気象観測所,群馬県衛生環境研究所,館林保健福祉事務所,さいたま市役所,飯能市役所,寄居町役場,東邦大学,千葉県環境研究センター,千葉県森林研究センター,君津市糠田測定局,東京都多摩小平保健所,独立行政法人森林総研多摩森林科学園,神奈川県庁第二分庁舎,川崎生命科学・環境研究センター,神奈川県環境科学センター
2017,4,5,15,28,82,98,57,4,12,32,73,20,24,0,8,4,73,4,32,24,16,4,12
2017,4,5,16,8,53,61,45,16,24,57,4,24,36,4,12,0,127,8,12,28,12,8,32
2017,4,5,17,4,28,86,41,24,20,65,8,8,4,0,4,20,53,8,28,49,24,4,8
2017,4,5,18,20,32,114,20,53,41,82,16,8,32,4,0,4,20,0,24,28,12,4,8
2017,4,5,19,28,32,282,49,49,12,73,12,24,24,24,4,4,57,12,12,282,0,4,12
2017,4,5,20,12,8,258,36,20,20,65,20,16,41,28,0,0,4,12,8,135,4,8,0
2017,4,5,21,20,20,250,53,41,4,90,12,12,139,90,0,0,24,0,12,86,0,4,12
2017,4,5,22,16,12,139,28,20,0,114,12,24,90,45,0,0,28,16,20,49,0,12,4
2017,4,5,23,16,4,168,41,45,4,65,0,20,49,28,8,8,49,8,20,36,0,0,4
2017,4,5,24,16,20,65,24,8,0,131,16,24,65,41,0,4,356,12,32,565,8,8,20
2017,4,6,1,8,20,53,8,41,4,94,24,24,41,45,0,0,713,45,28,463,4,0,12
2017,4,6,2,4,8,69,28,28,0,90,24,12,45,61,8,8,1004,28,36,57,0,4,36
2017,4,6,3,12,16,65,16,45,0,94,12,8,45,32,4,8,393,20,8,364,0,0,16
2017,4,6,4,0,65,110,36,61,0,127,20,16,20,36,0,8,594,69,41,73,0,0,12
2017,4,6,5,0,49,49,16,36,0,86,32,4,28,57,0,4,180,49,28,237,0,0,24
2017,4,6,6,0,24,45,36,4,0,102,28,16,20,28,0,12,94,36,28,143,0,0,4
2017,4,6,7,24,24,135,36,57,0,110,41,12,53,131,0,8,1156,8,32,303,0,8,4
2017,4,6,8,57,192,258,151,90,4,86,57,28,61,213,0,16,1713,20,49,168,28,12,36
2017,4,6,9,237,500,213,98,168,0,61,24,41,467,381,0,28,541,12,20,159,24,8,12
2017,4,6,10,446,127,1262,77,245,0,65,32,41,455,122,0,12,135,8,28,147,16,4,24
2017,4,6,11,53,139,1459,139,143,102,45,65,12,254,237,0,4,143,24,24,65,4,20,45
2017,4,6,12,49,135,311,90,90,36,53,69,32,82,151,0,4,94,24,12,73,24,49,69
2017,4,6,13,20,135,368,106,49,98,98,20,36,45,229,16,0,77,4,12,41,8,32,12
2017,4,6,14,20,237,233,176,49,12,217,4,49,28,159,4,4,114,8,16,61,12,20,32
2017,4,6,15,20,139,229,188,65,32,295,0,45,86,147,12,12,77,4,4,49,4,8,36
2017,4,6,16,12,204,213,114,41,12,204,12,49,45,192,0,36,122,4,8,20,4,20,12
2017,4,6,17,4,122,164,254,32,82,319,4,16,16,159,8,8,57,4,8,28,20,8,12
2017,4,6,18,16,57,221,131,20,24,250,4,8,8,65,4,4,24,8,8,90,8,4,4
2017,4,6,19,8,8,135,73,49,41,200,4,4,4,82,0,0,24,8,0,4,0,0,0
2017,4,6,20,8,8,86,61,12,20,122,0,8,4,32,0,4,16,0,0,69,0,4,8
2017,4,6,21,0,12,12,4,4,0,32,8,4,4,41,0,0,20,8,0,90,0,0,4
2017,4,6,22,0,20,8,12,0,0,20,0,8,0,77,0,0,20,0,0,32,4,8,4
2017,4,6,23,16,8,24,12,4,0,12,0,4,4,41,0,4,53,8,0,28,0,0,0
2017,4,6,24,12,4,57,24,4,0,53,0,4,28,168,4,0,106,16,0,24,0,0,4
2017,4,7,1,20,4,24,20,32,0,49,20,4,32,180,0,0,164,8,0,16,0,12,4
2017,4,7,2,0,8,8,49,16,0,61,86,0,49,164,0,8,348,8,0,86,0,4,0
2017,4,7,3,0,36,16,24,32,0,94,114,8,32,86,0,0,282,4,8,57,4,0,0
2017,4,7,4,0,4,45,36,28,0,61,131,0,45,86,0,4,291,4,4,98,0,0,0
2017,4,7,5,4,12,12,49,16,4,61,98,0,41,61,0,0,65,8,0,53,0,0,0
2017,4,7,6,8,12,41,8,8,0,41,82,8,57,122,0,8,49,0,4,57,0,0,12
2017,4,7,7,4,32,28,8,4,0,41,32,0,36,159,0,0,8,0,0,53,0,0,8
2017,4,7,8,12,20,0,155,8,0,20,82,12,32,155,0,12,32,0,4,28,0,4,0
2017,4,7,9,0,0,4,8,0,0,20,45,4,73,122,4,4,200,0,4,28,4,0,8
2017,4,7,10,0,0,0,16,0,0,8,32,8,69,65,0,4,122,4,4,61,0,0,8
2017,4,7,11,4,8,0,16,0,0,36,36,8,94,86,0,0,86,0,8,28,4,0,4
2017,4,7,12,0,32,0,155,32,0,20,24,16,102,65,0,4,53,0,69,16,0,0,0
2017,4,7,13,4,45,24,168,204,0,12,28,69,53,73,0,4,36,0,45,24,4,0,8
2017,4,7,14,57,8,180,49,90,0,12,16,49,8,114,8,8,65,4,57,4,49,4,12
2017,4,7,15,8,41,266,57,98,4,20,16,102,0,73,0,41,36,4,65,41,45,24,53
2017,4,7,16,4,41,209,69,90,4,36,0,36,0,28,4,32,28,0,151,36,0,0,20
2017,4,7,17,4,24,98,49,164,20,36,8,12,4,24,0,8,24,0,24,49,4,16,32
2017,4,7,18,4,28,57,28,90,32,82,4,45,20,12,0,12,8,0,139,32,8,4,0
2017,4,7,19,4,20,49,4,36,32,69,8,4,4,16,0,12,4,0,0,8,0,0,0
2017,4,7,20,4,0,12,32,86,4,41,8,16,36,53,0,0,0,4,0,184,0,0,0
2017,4,7,21,4,0,28,8,41,0,36,4,0,8,32,0,0,4,0,0,20,0,0,0
2017,4,7,22,16,0,65,24,20,0,41,0,0,4,24,0,4,12,0,0,12,0,0,0
2017,4,7,23,0,0,61,82,8,0,20,24,0,8,36,0,0,0,0,4,16,0,0,0
2017,4,7,24,4,0,32,24,24,0,24,8,4,16,16,0,4,8,0,4,139,0,0,0
2017,4,8,1,0,0,164,24,24,8,77,4,16,28,20,0,4,4,0,0,24,0,0,0
2017,4,8,2,0,12,98,53,32,0,82,12,4,41,65,0,4,16,0,8,110,0,0,0
2017,4,8,3,24,4,204,12,41,0,241,20,8,4,57,0,0,0,0,16,49,0,0,0
2017,4,8,4,24,8,344,41,143,0,168,12,4,0,65,0,0,8,0,4,102,0,0,0
2017,4,8,5,32,4,221,225,73,0,106,24,0,0,24,0,0,8,0,4,307,0,0,0
2017,4,8,6,0,0,106,36,127,0,77,4,0,0,4,0,4,0,0,4,164,0,0,0
2017,4,8,7,0,0,57,12,36,0,8,4,0,0,0,0,0,0,4,0,12,0,0,0
2017,4,8,8,0,0,4,16,28,0,20,0,0,0,12,12,4,8,4,0,16,0,0,0
2017,4,8,9,0,0,0,0,16,4,36,16,0,0,4,0,0,0,0,0,0,0,0,0
2017,4,8,10,4,0,4,4,16,4,4,4,4,0,0,4,0,0,0,0,4,0,0,0
2017,4,8,11,0,0,0,20,4,0,0,0,0,0,0,0,8,0,0,8,0,0,0,4
2017,4,8,12,0,0,8,65,65,8,4,0,0,8,4,0,8,0,0,8,8,4,0,0
2017,4,8,13,4,0,16,94,69,4,4,4,0,4,4,0,4,0,0,12,8,0,0,4
2017,4,8,14,4,0,4,86,86,0,127,4,0,4,0,0,0,0,0,0,8,4,4,0
2017,4,8,15,0,4,4,32,86,4,4,4,4,16,8,0,0,0,0,4,4,0,0,8
2017,4,8,16,0,0,4,28,57,4,8,0,4,20,12,0,0,4,0,24,4,0,0,0
2017,4,8,17,0,4,4,8,12,8,12,4,0,20,12,0,0,20,0,24,24,0,0,0
2017,4,8,18,0,0,0,4,16,4,0,0,0,24,8,0,0,45,0,12,8,0,0,0
2017,4,8,19,0,0,0,0,28,0,16,4,4,28,8,0,4,110,0,12,82,0,0,0
2017,4,8,20,0,4,0,4,0,0,8,0,4,24,12,0,4,61,0,8,36,0,0,4
2017,4,8,21,0,4,0,0,4,4,16,12,8,24,41,0,0,82,12,4,8,4,0,4
2017,4,8,22,0,0,0,0,36,0,16,12,0,4,4,0,8,118,0,0,16,0,4,0
2017,4,8,23,0,0,0,0,245,0,4,8,0,20,0,0,4,250,0,28,20,0,0,8
2017,4,8,24,0,0,0,0,28,0,16,8,0,8,8,0,0,98,0,8,16,8,4,0
2017,4,9,1,0,0,0,8,36,0,57,4,0,8,20,0,0,53,0,8,8,0,4,4
2017,4,9,2,0,0,0,12,32,0,53,0,0,16,8,0,8,36,0,8,41,0,0,4
2017,4,9,3,0,0,0,0,4,0,57,12,0,12,8,0,0,118,0,8,12,4,0,0
2017,4,9,4,0,0,0,8,4,0,65,4,0,8,24,0,0,12,0,4,139,4,0,0
2017,4,9,5,0,0,0,0,28,0,77,4,0,0,4,0,4,4,0,0,0,4,0,0
2017,4,9,6,0,0,0,4,12,0,192,12,0,4,4,0,4,4,0,0,94,0,0,0
2017,4,9,7,0,0,0,0,8,0,151,0,0,4,4,0,0,0,0,0,0,0,0,0
2017,4,9,8,0,4,4,4,0,0,90,0,0,20,20,0,0,0,0,4,4,0,0,0
2017,4,9,9,0,0,8,4,65,4,131,0,0,20,8,0,4,0,0,0,0,0,0,0
2017,4,9,10,4,0,0,0,98,0,0,4,0,762,65,0,8,0,0,0,8,0,0,0
2017,4,9,11,0,0,0,4,4,0,0,0,0,545,4,0,4,8,0,36,53,20,4,0
2017,4,9,12,0,0,0,0,16,4,16,0,4,24,8,0,0,0,0,0,4,16,0,73
2017,4,9,13,0,0,0,0,28,0,32,0,4,12,12,0,0,0,0,0,8,0,0,0
2017,4,9,14,0,0,0,0,4,4,82,0,0,8,110,0,0,0,4,0,4,0,4,4
2017,4,9,15,0,0,0,4,53,0,180,0,0,16,131,0,4,4,4,0,0,4,0,0
2017,4,9,16,0,0,4,28,49,0,147,0,4,16,12,0,16,0,0,4,8,0,0,4
2017,4,9,17,0,8,0,16,57,0,20,16,8,8,65,0,0,4,0,0,0,0,0,4
2017,4,9,18,4,8,41,65,16,4,20,8,4,12,36,0,4,0,0,0,12,12,0,0
2017,4,9,19,4,20,49,155,16,0,24,16,4,28,53,0,0,16,0,0,28,4,0,4
2017,4,9,20,41,24,291,143,24,0,20,8,16,209,12,0,4,4,0,0,16,0,8,0
2017,4,9,21,36,4,1029,287,12,0,65,24,32,168,45,0,36,32,4,4,69,16,8,8
2017,4,9,22,8,24,828,377,45,4,32,135,16,200,41,8,12,53,0,28,233,12,20,12
2017,4,9,23,12,53,680,213,41,28,45,94,16,122,77,0,41,82,8,16,373,49,32,12
2017,4,9,24,49,172,455,131,36,8,45,69,20,143,36,4,143,168,16,12,225,28,16,20
2017,4,10,1,102,233,360,143,41,0,49,209,32,213,49,16,135,295,4,12,41,69,36,45
2017,4,10,2,45,155,430,82,24,4,20,49,49,127,53,20,241,422,24,8,106,32,28,36
2017,4,10,3,24,98,319,61,94,8,20,24,86,213,102,28,184,299,24,16,86,32,45,36
2017,4,10,4,24,86,344,49,32,8,16,16,69,352,221,32,118,270,28,41,24,77,45,41
2017,4,10,5,69,53,209,110,57,8,82,12,102,315,241,8,135,356,32,61,53,41,28,65
2017,4,10,6,45,82,180,196,69,4,233,28,110,69,245,12,131,287,53,168,45,61,28,45
2017,4,10,7,20,73,139,172,184,0,176,36,106,86,250,12,90,204,90,196,69,45,36,53
2017,4,10,8,32,73,147,192,106,0,143,86,65,139,164,20,122,155,12,36,139,57,32,41
2017,4,10,9,24,73,110,127,168,8,209,82,57,135,200,24,143,225,12,28,73,49,57,49
2017,4,10,10,24,82,110,122,86,16,36,41,86,82,82,20,86,102,20,32,73,53,49,20
2017,4,10,11,32,209,77,122,90,20,114,32,82,110,151,12,127,118,41,49,36,77,65,73
2017,4,10,12,16,131,61,86,94,32,32,24,45,36,86,12,114,82,57,24,49,57,36,65
2017,4,10,13,20,102,41,57,114,45,41,20,82,45,41,8,69,12,24,32,82,118,24,28
2017,4,10,14,16,32,41,53,53,32,45,12,57,16,16,20,24,12,45,24,77,82,69,73
2017,4,10,15,4,53,49,41,65,16,24,32,69,20,12,12,20,57,16,16,94,20,49,41
2017,4,10,16,16,8,77,57,20,32,36,12,32,12,12,8,32,36,8,24,110,12,12,61
2017,4,10,17,8,16,53,135,24,61,61,8,41,24,32,4,12,32,4,16,53,28,20,57
2017,4,10,18,16,28,20,73,24,24,45,4,24,28,12,8,8,20,41,8,41,8,16,49
2017,4,10,19,8,36,28,36,20,36,65,16,8,8,16,8,24,8,8,12,32,0,12,45
2017,4,10,20,20,16,24,32,32,12,28,4,12,24,45,12,8,28,8,8,45,20,4,8
2017,4,10,21,24,12,8,24,65,12,82,12,28,20,32,8,12,4,12,12,28,12,4,36
2017,4,10,22,12,8,24,24,57,4,8,20,24,16,49,8,16,4,0,28,16,16,0,20
2017,4,10,23,16,12,8,16,20,12,32,8,16,4,20,12,12,4,0,8,8,4,4,4
2017,4,10,24,8,0,20,41,20,8,24,0,20,12,24,12,16,0,0,16,0,8,4,16
2017,4,11,1,0,8,16,8,651,8,28,12,16,8,4,0,4,8,0,16,12,12,4,8
2017,4,11,2,4,4,20,8,8,0,16,0,16,0,0,0,8,8,0,4,16,4,4,4
2017,4,11,3,0,0,24,24,24,0,8,0,4,20,0,0,8,4,0,8,4,12,4,4
2017,4,11,4,0,12,102,4,12,0,8,8,0,4,8,0,0,8,0,12,12,4,4,0
2017,4,11,5,12,8,57,12,8,0,16,4,8,12,8,0,8,8,4,4,41,8,4,12
2017,4,11,6,8,16,36,4,8,8,12,8,8,8,12,4,8,16,4,8,98,4,0,8
2017,4,11,7,4,12,12,20,24,4,16,20,4,0,20,0,0,4,0,4,24,8,8,0
2017,4,11,8,4,28,28,41,32,0,0,4,12,0,4,4,16,250,4,4,0,4,8,8
2017,4,11,9,4,57,28,57,73,-9998,4,0,4,0,0,4,8,147,0,0,4,4,0,0
2017,4,11,10,4,4,24,0,69,-9998,0,0,0,0,0,4,8,12,0,0,0,0,8,0
2017,4,11,11,0,0,8,0,746,-9998,0,0,8,0,0,0,8,4,0,0,4,0,0,0
2017,4,11,12,0,8,4,0,4,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2017,4,11,13,0,4,0,0,0,-9998,0,0,4,0,0,0,0,0,0,0,4,0,0,0
2017,4,11,14,0,0,0,0,0,-9998,0,0,4,0,0,0,0,0,0,0,0,0,4,4
2017,4,11,15,0,0,0,0,4,-9998,4,0,0,0,0,0,0,0,0,0,0,0,0,4
2017,4,11,16,0,0,0,0,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2017,4,11,17,0,0,0,0,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,4,11,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
2017,4,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2017,4,11,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2017,4,11,21,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4
2017,4,11,22,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,4,8,0,0,8
2017,4,11,23,0,0,0,4,0,0,8,0,0,12,0,0,4,0,0,0,8,0,0,0
2017,4,11,24,0,12,8,16,57,0,4,0,0,8,0,0,0,4,0,0,0,8,0,0
2017,4,12,1,0,0,12,0,102,0,0,0,0,20,0,0,0,0,4,0,4,0,0,4
2017,4,12,2,0,16,8,0,16,0,4,8,8,36,0,0,4,0,4,0,12,0,4,0
2017,4,12,3,0,12,20,0,41,0,8,4,0,12,69,0,4,0,0,0,0,0,0,0
2017,4,12,4,0,4,16,0,61,0,24,0,0,4,73,0,4,4,0,0,8,4,0,0
2017,4,12,5,0,0,28,0,12,0,12,20,4,8,49,0,0,0,0,4,0,4,0,4
2017,4,12,6,4,12,32,0,8,0,49,4,32,8,32,0,0,4,0,0,0,0,0,8
2017,4,12,7,0,106,106,168,24,0,36,4,12,49,28,8,8,16,8,0,12,0,0,8
2017,4,12,8,57,176,57,24,4,0,28,16,12,135,57,8,16,299,8,28,12,12,8,8
2017,4,12,9,77,12,98,61,12,0,53,8,0,209,28,8,20,430,8,49,20,0,24,8
2017,4,12,10,61,24,77,196,8,0,24,0,8,114,16,0,24,455,12,12,90,0,20,8
2017,4,12,11,28,36,82,168,0,0,12,0,0,98,24,0,24,188,8,16,77,217,12,8
2017,4,12,12,20,65,98,86,8,4,36,0,0,36,36,4,41,73,4,20,28,36,4,12
2017,4,12,13,8,32,53,127,8,0,49,8,8,49,8,4,28,73,4,8,41,28,24,8
2017,4,12,14,8,20,32,102,16,4,45,12,20,24,20,8,20,45,4,4,20,24,16,16
2017,4,12,15,4,28,36,98,4,0,250,12,16,53,16,8,69,57,16,16,65,36,20,0
2017,4,12,16,8,8,20,36,20,0,348,8,20,45,41,4,41,8,24,28,53,4,32,0
2017,4,12,17,4,32,41,57,4,0,393,4,12,98,90,12,36,49,20,32,49,0,32,20
2017,4,12,18,8,36,32,49,16,0,159,8,45,41,53,0,28,65,8,41,98,12,32,24
2017,4,12,19,0,4,36,57,12,0,57,8,20,41,41,4,16,24,16,28,155,45,61,36
2017,4,12,20,0,41,24,32,8,0,24,24,16,49,16,0,45,28,12,24,94,41,28,41
2017,4,12,21,4,41,45,53,24,0,45,12,16,61,32,4,61,12,24,8,86,36,24,12
2017,4,12,22,0,32,86,24,32,8,28,20,24,49,16,8,28,20,12,8,8,36,4,0
2017,4,12,23,12,65,164,73,32,0,16,20,32,122,20,8,8,12,4,12,8,28,24,20
2017,4,12,24,45,53,221,127,28,0,12,28,20,188,49,8,20,8,12,12,8,20,4,20
2017,4,13,1,61,57,295,356,16,8,16,12,20,524,98,0,24,12,4,8,20,20,28,36
2017,4,13,2,28,139,430,295,20,8,8,32,61,709,135,0,16,49,16,16,77,28,8,20
2017,4,13,3,53,45,491,184,41,16,4,28,16,332,164,12,28,49,4,8,106,28,16,32
2017,4,13,4,131,106,450,151,53,32,0,65,28,496,102,16,32,45,41,16,82,16,0,20
2017,4,13,5,82,86,397,135,53,24,16,82,28,389,45,4,53,73,28,12,61,24,12,16
2017,4,13,6,53,69,295,69,86,8,0,61,53,139,57,4,28,36,53,36,172,12,24,12
2017,4,13,7,20,16,278,176,77,8,16,24,57,127,90,12,24,254,61,57,213,16,12,28
2017,4,13,8,41,114,106,69,61,0,12,36,45,122,110,12,4,1352,45,49,122,24,4,49
2017,4,13,9,53,65,143,94,110,0,53,24,28,73,102,20,20,1098,57,41,86,8,28,16
2017,4,13,10,73,73,155,94,102,0,77,16,86,57,69,24,20,545,57,36,61,20,8,24
2017,4,13,11,57,61,311,57,86,0,82,45,32,69,41,24,41,159,36,49,106,24,20,12
2017,4,13,12,53,49,143,69,143,0,49,12,73,98,57,12,20,53,41,65,245,28,16,12
2017,4,13,13,57,61,221,98,28,4,73,0,106,172,49,4,114,98,16,77,61,8,12,16
2017,4,13,14,16,41,131,65,20,0,61,16,217,131,45,12,53,110,32,57,122,0,8,36
2017,4,13,15,20,61,127,28,32,0,143,36,122,192,28,20,16,45,36,53,106,8,16,209
2017,4,13,16,8,36,77,8,28,4,77,12,53,135,16,8,12,94,61,57,159,86,49,295
2017,4,13,17,4,143,36,45,16,4,45,8,114,77,32,41,36,90,221,217,155,118,69,377
2017,4,13,18,0,110,77,12,8,0,16,24,159,122,36,57,204,45,336,209,106,143,106,307
2017,4,13,19,24,180,57,41,24,0,12,12,69,61,12,315,307,155,340,213,28,135,188,397
2017,4,13,20,16,69,86,45,12,4,16,49,86,32,8,299,537,418,176,49,28,118,184,356
2017,4,13,21,20,16,69,24,20,8,4,41,53,20,20,278,467,750,135,36,28,155,340,143
2017,4,13,22,45,8,53,36,20,4,4,36,65,28,16,49,487,623,86,16,8,57,82,77
2017,4,13,23,24,12,32,16,28,8,20,8,41,45,20,8,168,106,20,36,16,41,57,69
2017,4,13,24,4,12,57,45,24,0,28,12,57,20,53,4,82,57,102,61,24,32,20,53
2017,4,14,1,12,28,24,12,36,0,36,32,61,45,41,0,61,98,118,86,8,24,53,28
2017,4,14,2,8,36,28,32,4,0,28,41,49,20,8,36,94,69,16,65,12,16,49,61
2017,4,14,3,8,45,45,20,41,0,41,36,36,32,53,12,155,53,77,32,8,45,49,90
2017,4,14,4,4,45,57,57,36,0,32,20,41,8,118,16,102,65,12,110,12,12,28,106
2017,4,14,5,8,49,24,65,53,0,12,32,32,20,41,16,86,41,24,98,12,24,57,82
2017,4,14,6,4,61,45,86,73,12,28,77,61,20,45,8,90,98,12,57,0,8,32,106
2017,4,14,7,4,53,151,118,82,12,16,57,57,16,86,41,164,188,32,143,57,57,73,147
2017,4,14,8,24,82,254,139,94,12,28,61,94,118,53,41,106,213,229,245,176,57,90,213
2017,4,14,9,106,135,204,184,69,4,41,90,159,106,65,86,151,278,262,114,127,114,90,168
2017,4,14,10,20,127,159,90,49,0,69,45,127,86,61,49,164,192,200,53,106,61,82,155
2017,4,14,11,41,127,118,45,32,12,36,41,94,36,98,20,118,77,53,32,45,28,57,73
2017,4,14,12,41,102,110,32,49,4,41,41,32,28,69,28,61,82,32,28,77,20,57,45
2017,4,14,13,24,41,90,49,20,0,28,20,24,41,12,8,24,98,16,12,69,8,12,36
2017,4,14,14,24,53,114,32,8,0,57,20,36,20,16,16,41,110,8,8,41,8,16,53
2017,4,14,15,12,73,65,57,16,0,69,8,53,28,12,8,12,45,28,28,32,4,41,57
2017,4,14,16,8,61,65,53,45,8,53,8,20,32,16,20,24,45,12,16,41,8,16,61
2017,4,14,17,0,61,45,41,8,12,24,4,32,32,4,28,24,69,12,28,94,4,4,24
2017,4,14,18,12,45,32,24,28,20,90,24,90,53,24,0,32,73,20,36,73,8,16,20
2017,4,14,19,12,49,61,49,20,12,69,86,53,69,32,4,24,53,28,24,164,4,8,16
2017,4,14,20,53,49,69,57,69,4,98,32,82,36,41,8,12,41,16,69,151,4,4,16
2017,4,14,21,49,28,131,127,61,0,86,61,61,24,69,8,8,45,20,98,73,20,24,12
2017,4,14,22,45,28,114,73,102,0,53,24,82,20,69,20,32,24,12,110,90,8,49,41
2017,4,14,23,36,82,102,57,45,0,73,36,57,24,36,8,16,90,28,69,61,8,20,28
2017,4,14,24,49,114,102,135,61,4,69,86,94,12,49,0,24,118,4,110,41,8,24,8
2017,4,15,1,32,73,143,77,98,0,102,49,135,45,36,8,4,110,16,110,213,4,16,4
2017,4,15,2,57,102,278,98,69,0,106,69,82,20,32,8,24,90,24,36,192,8,4,4
2017,4,15,3,86,94,278,94,118,16,127,90,147,57,164,0,20,131,4,110,77,8,8,4
2017,4,15,4,49,90,414,73,118,20,102,106,69,86,168,0,20,94,16,24,77,8,16,28
2017,4,15,5,61,36,200,106,118,12,122,16,45,139,98,4,12,90,24,20,53,0,4,36
2017,4,15,6,57,28,352,151,135,8,94,41,86,200,102,4,16,98,8,41,49,4,0,49
2017,4,15,7,82,86,241,192,180,4,45,106,164,147,159,12,8,110,8,45,127,4,8,41
2017,4,15,8,94,135,332,143,110,12,135,118,90,143,127,16,24,114,8,28,213,16,16,12
2017,4,15,9,77,135,328,172,106,0,65,69,61,65,131,8,28,110,8,41,122,0,16,53
2017,4,15,10,28,98,471,122,82,0,61,65,28,24,61,4,28,69,16,28,147,0,12,45
2017,4,15,11,4,24,278,61,57,4,73,24,45,53,94,8,24,102,4,49,122,4,16,16
2017,4,15,12,12,49,135,82,36,4,41,12,45,45,77,16,20,61,8,16,69,8,20,8
2017,4,15,13,24,82,192,61,28,8,73,12,53,61,98,12,41,53,16,20,57,8,20,16
2017,4,15,14,20,49,102,127,49,0,0,32,82,57,53,4,16,65,8,16,147,0,12,8
2017,4,15,15,8,53,98,32,36,4,4,16,32,110,41,0,8,73,0,28,118,8,12,57
2017,4,15,16,16,36,135,24,32,4,4,0,69,90,28,4,12,73,4,28,122,0,36,28
2017,4,15,17,0,16,82,28,24,4,4,24,57,61,36,0,16,73,4,77,106,0,16,8
2017,4,15,18,0,16,90,53,53,8,8,12,57,49,36,0,16,106,4,41,61,0,8,8
2017,4,15,19,28,28,73,114,53,8,49,45,77,36,8,0,16,114,0,61,32,0,12,20
2017,4,15,20,12,41,65,483,86,0,4,32,28,24,8,4,0,61,16,164,16,0,24,20
2017,4,15,21,20,32,73,45,32,0,28,16,20,16,16,20,0,12,16,86,12,4,16,0
2017,4,15,22,12,28,45,45,28,0,32,28,94,8,12,0,12,45,32,77,8,4,16,32
2017,4,15,23,8,8,57,41,36,4,0,28,82,0,16,0,12,32,16,16,49,4,12,4
2017,4,15,24,0,4,41,24,32,0,12,20,49,4,0,12,8,32,20,45,295,4,20,8
2017,4,16,1,0,0,106,41,8,0,12,12,45,4,4,0,12,41,28,32,86,12,16,36
2017,4,16,2,0,20,98,24,20,4,12,12,12,8,16,12,8,65,8,16,241,8,12,41
2017,4,16,3,8,12,122,28,36,0,20,12,4,28,12,4,45,61,32,49,8,4,12,53
2017,4,16,4,0,8,69,32,36,4,57,16,20,24,20,0,12,69,45,12,36,16,4,73
2017,4,16,5,0,0,49,20,49,8,24,8,12,16,36,4,41,24,16,28,41,8,12,24
2017,4,16,6,4,8,114,12,291,4,36,12,20,41,106,0,4,16,8,36,49,8,0,12
2017,4,16,7,16,36,57,65,73,0,77,16,16,36,184,4,28,41,41,41,147,0,16,127
2017,4,16,8,12,24,127,57,16,0,24,20,41,57,94,24,106,127,65,176,86,28,20,98
2017,4,16,9,41,90,73,49,24,4,16,41,32,41,114,53,94,90,20,274,65,16,8,102
2017,4,16,10,45,94,106,53,73,0,41,24,61,8,73,12,41,135,12,127,73,16,16,12
2017,4,16,11,28,41,176,36,32,8,20,8,41,4,41,12,61,45,8,61,106,16,8,20
2017,4,16,12,8,57,147,28,114,0,28,8,49,12,16,0,12,65,4,49,73,16,28,32
2017,4,16,13,8,20,45,53,16,0,32,8,49,12,41,4,12,53,8,36,73,0,4,41
2017,4,16,14,12,16,24,73,49,0,45,12,49,16,28,12,16,28,8,20,86,8,12,77
2017,4,16,15,12,24,77,45,32,0,49,24,32,12,12,4,8,49,20,20,77,8,4,20
2017,4,16,16,8,24,61,77,24,8,45,20,36,20,16,8,28,102,8,20,98,12,4,16
2017,4,16,17,24,45,41,77,41,0,32,20,53,12,57,4,24,73,8,41,291,16,32,57
2017,4,16,18,41,12,73,98,16,0,28,24,57,69,69,16,28,77,28,61,237,0,4,53
2017,4,16,19,36,65,94,204,20,8,90,73,82,98,41,8,16,106,49,139,77,0,12,82
2017,4,16,20,8,49,65,114,32,0,45,94,69,45,45,20,28,110,82,155,61,16,24,69
2017,4,16,21,20,53,172,131,53,0,36,106,77,12,28,16,24,143,69,106,643,8,12,69
2017,4,16,22,12,65,110,90,61,4,16,143,57,4,221,20,49,77,57,28,918,12,24,16
2017,4,16,23,94,73,122,73,94,0,12,110,65,16,77,8,24,94,135,143,180,4,41,98
2017,4,16,24,82,82,122,139,57,4,32,90,28,28,45,4,73,102,45,151,127,4,32,73
2017,4,17,1,12,49,172,65,20,4,12,65,77,24,57,4,65,65,12,291,155,20,41,118
2017,4,17,2,53,28,143,53,73,0,41,69,61,8,82,12,45,65,41,82,176,28,57,45
2017,4,17,3,36,12,233,41,77,12,49,28,61,20,102,4,53,61,28,127,188,8,8,73
2017,4,17,4,28,24,192,61,36,8,57,20,57,28,90,4,65,73,12,368,196,20,12,94
2017,4,17,5,20,8,299,36,41,8,32,45,73,57,65,0,49,127,8,86,135,16,45,69
2017,4,17,6,49,16,147,73,82,12,45,32,110,28,49,0,41,49,4,82,53,0,32,69
