年,月,日,時,水戸,つくば,笠間,宇都宮,栃木林業,日光,前橋,子持,さいたま,飯能,寄居,船橋,市原,山武,君津,小平,高尾,横浜,川崎,厚木
2014,4,12,24,32,36,20,53,12,12,12,12,32,8,20,24,102,12,0,69,8,12,16,16
2014,4,13,1,53,16,0,24,28,4,12,20,45,4,12,36,77,4,0,49,24,24,45,32
2014,4,13,2,20,24,8,16,20,16,8,8,28,8,12,28,28,8,0,45,24,8,32,32
2014,4,13,3,12,36,4,32,0,16,12,32,41,8,0,20,4,20,0,20,41,8,36,12
2014,4,13,4,8,16,12,20,0,16,8,41,12,28,20,24,12,12,0,28,36,16,36,20
2014,4,13,5,32,8,20,20,4,8,20,24,36,20,28,20,8,8,0,28,28,20,20,20
2014,4,13,6,20,16,4,24,16,0,8,77,32,36,12,16,12,12,0,49,73,36,12,20
2014,4,13,7,49,41,20,4,32,12,20,221,20,24,4,12,24,57,4,20,147,16,24,49
2014,4,13,8,28,16,24,20,45,12,12,274,32,20,36,36,69,94,32,32,82,12,53,73
2014,4,13,9,45,12,53,53,86,16,28,135,24,82,28,41,180,90,28,45,20,16,53,139
2014,4,13,10,57,4,20,45,90,16,24,122,53,57,16,20,192,86,36,16,28,12,45,98
2014,4,13,11,41,12,24,32,49,20,122,73,32,65,32,32,131,53,28,20,45,24,28,86
2014,4,13,12,16,28,61,28,53,20,24,143,41,28,16,77,12,69,41,41,41,20,41,69
2014,4,13,13,28,20,53,41,32,20,61,69,45,36,20,61,45,41,45,36,65,24,16,36
2014,4,13,14,20,4,61,16,61,12,45,53,82,36,4,77,41,20,49,41,41,32,36,24
2014,4,13,15,20,16,16,41,28,12,41,16,41,32,8,36,16,24,57,16,32,24,28,36
2014,4,13,16,20,8,8,24,53,8,32,28,36,77,12,0,24,12,16,45,41,28,20,24
2014,4,13,17,12,0,20,4,106,8,32,12,49,49,16,12,12,16,61,16,53,36,57,32
2014,4,13,18,12,8,4,4,61,28,61,0,45,12,12,4,20,32,28,36,45,86,24,28
2014,4,13,19,24,8,12,20,28,28,102,8,8,8,12,12,16,16,12,24,28,20,24,8
2014,4,13,20,32,12,16,8,0,57,65,73,8,12,12,16,0,28,32,16,12,12,20,32
2014,4,13,21,32,0,12,28,16,41,45,61,24,0,8,16,20,20,12,16,16,12,24,65
2014,4,13,22,12,4,8,16,20,8,41,32,4,8,12,16,20,24,4,28,4,12,16,28
2014,4,13,23,4,4,0,20,32,4,28,45,12,24,8,12,8,20,4,32,8,28,12,24
2014,4,13,24,0,4,0,4,12,0,12,41,12,16,4,16,12,12,4,20,12,8,12,4
2014,4,14,1,12,8,8,4,4,0,12,114,12,12,0,4,4,36,0,16,24,12,20,36
2014,4,14,2,4,4,4,16,16,0,32,139,8,8,8,12,4,20,0,12,12,8,16,86
2014,4,14,3,0,12,20,12,16,0,28,98,16,8,4,0,12,24,0,0,16,8,24,53
2014,4,14,4,4,4,8,8,16,0,49,118,4,16,8,12,4,8,0,8,20,12,36,61
2014,4,14,5,4,12,16,0,4,0,16,176,8,36,4,4,4,0,4,12,20,0,12,147
2014,4,14,6,0,12,12,8,8,4,36,94,20,24,53,12,20,4,4,0,24,8,16,86
2014,4,14,7,61,8,0,8,28,0,24,225,16,53,16,16,4,4,8,12,49,16,20,57
2014,4,14,8,41,16,12,24,28,4,36,672,28,73,12,8,16,12,4,28,98,4,16,164
2014,4,14,9,61,20,28,16,8,20,24,143,24,53,16,12,32,8,4,20,32,12,41,217
2014,4,14,10,20,28,20,24,57,61,24,127,28,61,16,0,45,24,12,12,45,28,24,106
2014,4,14,11,24,4,24,36,16,53,53,131,32,36,20,4,8,77,8,20,28,8,4,24
2014,4,14,12,4,4,45,32,16,49,20,32,28,24,20,20,4,12,4,12,77,16,12,57
2014,4,14,13,16,20,82,41,36,41,32,57,32,28,12,36,12,12,16,8,41,8,4,118
2014,4,14,14,8,8,258,16,28,20,49,41,8,36,49,36,4,16,12,0,53,8,32,65
2014,4,14,15,12,16,241,24,8,36,41,36,20,8,12,20,16,20,12,16,24,0,12,41
2014,4,14,16,16,16,12,24,41,28,45,28,24,8,16,45,8,32,28,4,20,24,12,12
2014,4,14,17,4,16,16,28,41,20,69,24,20,20,4,4,0,12,12,4,32,12,16,16
2014,4,14,18,8,12,4,53,16,36,405,49,32,4,28,28,4,16,20,16,16,20,12,12
2014,4,14,19,8,4,36,28,16,28,49,41,4,8,4,4,0,12,8,4,12,20,8,0
2014,4,14,20,57,8,45,41,28,49,45,57,24,0,12,16,16,8,12,0,12,16,16,12
2014,4,14,21,16,12,8,28,45,41,24,16,0,16,28,4,4,12,0,4,20,65,4,77
2014,4,14,22,24,12,12,24,16,32,24,8,12,16,8,4,12,0,0,0,16,8,4,36
2014,4,14,23,8,20,0,16,8,4,24,12,0,28,12,0,0,8,0,4,32,8,0,0
2014,4,14,24,8,8,8,12,45,12,28,16,4,8,8,0,0,0,0,8,32,0,0,4
2014,4,15,1,4,4,16,4,20,4,16,20,16,16,0,4,0,4,0,8,16,8,8,16
2014,4,15,2,4,0,12,12,12,4,4,24,20,4,12,0,12,0,0,20,16,16,4,20
2014,4,15,3,8,0,0,4,0,0,8,24,4,12,12,4,0,0,0,49,12,0,0,0
2014,4,15,4,4,4,0,4,0,0,49,49,41,8,4,4,0,0,0,12,0,16,8,8
2014,4,15,5,0,4,4,8,16,0,12,36,16,12,4,8,0,4,0,8,16,4,4,24
2014,4,15,6,0,4,0,4,12,0,24,245,45,28,0,4,4,0,0,20,28,12,20,16
2014,4,15,7,28,32,12,16,12,0,24,139,36,16,8,12,8,4,0,32,90,151,16,65
2014,4,15,8,45,24,24,24,65,0,73,168,77,36,53,20,8,16,8,16,73,98,41,90
2014,4,15,9,36,20,45,41,28,12,102,455,61,45,36,28,4,61,4,49,82,114,45,131
2014,4,15,10,12,16,41,57,32,12,69,131,65,53,41,36,28,57,16,32,49,82,61,82
2014,4,15,11,12,24,24,94,53,53,114,65,53,53,20,12,8,69,20,16,57,61,36,49
2014,4,15,12,8,28,16,41,41,49,53,49,49,36,61,28,12,65,4,28,53,57,45,65
2014,4,15,13,28,12,24,16,36,65,65,49,49,28,16,20,4,45,8,8,86,20,28,45
2014,4,15,14,36,36,8,94,36,32,65,45,24,32,20,20,12,36,4,24,65,57,12,53
2014,4,15,15,45,28,12,49,24,20,61,45,45,20,0,24,16,53,4,24,32,69,28,61
2014,4,15,16,41,16,28,61,49,8,200,41,49,32,32,20,12,32,8,20,57,41,20,94
2014,4,15,17,20,41,12,61,28,12,73,57,28,24,8,12,12,53,28,32,98,77,32,110
2014,4,15,18,32,32,4,98,57,12,135,102,45,65,49,28,8,53,36,32,147,86,24,168
2014,4,15,19,36,36,45,82,65,4,213,377,86,135,41,20,20,77,36,65,176,143,53,159
2014,4,15,20,20,45,69,61,57,0,192,114,86,73,24,36,12,49,77,82,172,131,82,114
2014,4,15,21,24,139,73,106,90,0,262,164,61,77,69,57,20,114,69,65,53,122,69,65
2014,4,15,22,188,143,49,139,82,0,98,69,168,49,53,61,41,155,24,159,49,53,110,86
2014,4,15,23,176,188,82,159,102,0,41,41,278,98,53,57,49,196,102,147,41,73,172,217
2014,4,15,24,106,77,65,118,98,0,45,122,245,122,16,196,106,233,73,176,24,82,229,127
2014,4,16,1,86,102,57,106,45,32,16,172,229,94,8,221,118,196,,118,28,49,147,77
2014,4,16,2,131,82,114,147,61,12,82,336,90,159,4,110,90,147,4,102,32,45,102,77
2014,4,16,3,90,49,73,135,102,4,61,434,86,168,4,53,53,53,0,164,86,28,69,106
2014,4,16,4,49,45,73,135,32,12,45,684,114,110,32,82,20,45,0,118,209,36,61,94
2014,4,16,5,82,65,65,98,90,32,53,434,86,143,36,127,45,94,0,77,151,82,65,114
2014,4,16,6,73,90,16,82,82,57,49,245,53,147,69,65,57,131,0,336,131,45,164,172
2014,4,16,7,155,127,77,69,151,57,102,176,127,245,45,164,245,217,57,209,418,266,209,434
2014,4,16,8,118,188,82,106,82,61,196,500,94,295,82,,299,336,164,266,360,225,303,725
2014,4,16,9,204,143,57,131,53,49,147,352,168,245,106,184,209,463,241,315,537,213,127,401
2014,4,16,10,90,245,45,176,102,73,192,237,127,200,143,143,82,430,217,184,315,213,155,192
2014,4,16,11,98,200,98,184,94,82,176,164,241,217,180,90,122,364,131,184,356,229,168,82
2014,4,16,12,98,245,147,172,139,41,188,241,204,184,200,73,94,98,94,98,295,159,155,69
2014,4,16,13,102,147,250,352,122,57,209,192,69,143,139,86,65,69,102,45,192,143,57,69
2014,4,16,14,73,102,118,405,147,36,151,385,65,110,114,41,20,102,82,32,53,164,45,73
2014,4,16,15,32,77,151,336,213,4,135,364,98,41,90,32,24,98,45,41,65,135,110,36
2014,4,16,16,102,57,90,319,94,4,98,106,65,32,82,41,28,98,16,24,49,49,36,32
2014,4,16,17,151,32,102,323,57,4,106,94,65,41,36,45,8,45,94,20,57,61,16,69
2014,4,16,18,127,65,69,250,69,12,86,69,65,53,49,20,32,45,61,45,49,73,20,86
2014,4,16,19,151,49,102,110,106,0,69,32,86,53,86,28,24,57,20,20,45,12,16,86
2014,4,16,20,94,41,57,82,94,0,61,20,41,90,159,28,16,41,24,20,41,32,77,36
2014,4,16,21,86,32,106,118,131,4,69,20,73,49,24,41,32,53,32,61,16,24,110,32
2014,4,16,22,57,36,53,98,110,4,77,12,77,57,69,16,90,77,12,131,32,20,86,41
2014,4,16,23,45,8,36,57,32,8,77,36,114,49,41,49,77,82,8,102,69,20,32,65
2014,4,16,24,49,28,57,82,36,8,135,20,94,28,28,98,73,98,8,184,77,36,36,90
2014,4,17,1,53,16,49,98,28,4,65,65,86,16,65,20,65,69,4,110,20,24,69,61
2014,4,17,2,118,36,41,102,20,0,45,77,41,168,28,16,41,24,0,73,36,16,32,151
2014,4,17,3,200,57,28,106,20,4,143,102,73,32,28,57,20,20,0,69,82,16,36,209
2014,4,17,4,143,41,32,82,32,0,77,90,118,28,16,36,53,20,0,184,61,24,118,418
2014,4,17,5,143,24,24,122,32,0,57,98,131,32,12,24,73,28,0,159,24,65,41,118
2014,4,17,6,127,28,41,118,12,8,49,69,110,8,28,20,49,32,0,131,8,8,24,114
2014,4,17,7,172,41,28,143,49,16,53,69,49,49,49,20,36,77,24,61,45,20,36,258
2014,4,17,8,155,45,65,86,110,57,118,57,73,57,65,41,69,135,82,57,127,36,45,184
2014,4,17,9,127,45,82,131,122,86,82,102,106,41,28,36,106,106,36,57,114,28,90,151
2014,4,17,10,98,36,65,122,131,164,422,82,143,90,28,127,122,102,24,73,77,45,73,168
2014,4,17,11,106,61,69,102,110,110,159,106,102,106,32,86,77,41,24,41,77,61,69,102
2014,4,17,12,102,57,90,131,143,69,118,65,106,61,20,86,8,41,36,45,147,61,,114
2014,4,17,13,36,28,102,180,94,61,73,82,110,65,20,77,24,61,57,20,118,98,61,77
2014,4,17,14,90,36,82,155,82,45,82,102,90,69,12,45,16,69,16,41,118,49,57,61
2014,4,17,15,41,49,73,61,57,20,49,86,77,65,28,65,24,28,24,32,61,61,57,61
2014,4,17,16,24,24,90,82,86,12,98,65,77,73,20,32,41,49,65,24,36,73,45,61
2014,4,17,17,57,28,53,57,77,20,139,77,57,73,36,16,36,69,73,28,45,49,36,32
2014,4,17,18,45,24,61,57,73,49,184,73,82,45,12,16,24,73,32,28,32,41,32,45
2014,4,17,19,122,28,57,8,90,49,164,94,65,20,45,12,28,61,20,20,41,41,20,57
2014,4,17,20,118,12,53,28,36,20,139,90,65,16,102,41,16,28,12,32,12,8,0,45
2014,4,17,21,106,28,41,57,49,12,122,65,53,82,73,41,20,45,12,61,36,4,12,45
2014,4,17,22,86,16,49,36,77,0,143,57,65,106,90,16,12,36,4,82,4,36,57,73
2014,4,17,23,57,4,36,36,45,4,86,73,65,73,57,41,24,77,8,98,24,4,12,45
2014,4,17,24,65,20,28,65,49,12,127,69,41,118,73,36,28,65,0,65,16,12,16,77
2014,4,18,1,16,12,94,49,32,20,114,,36,155,28,24,20,57,4,53,8,12,16,61
2014,4,18,2,77,0,147,53,24,4,86,41,49,110,49,24,16,53,0,45,4,12,16,65
2014,4,18,3,77,8,270,57,24,4,-9992,118,53,77,41,24,41,82,0,20,8,8,41,61
2014,4,18,4,114,4,143,65,61,12,-9992,122,77,57,32,32,12,98,4,36,20,20,28,151
2014,4,18,5,209,28,73,49,73,0,-9992,36,86,114,106,8,32,12,0,41,41,12,24,176
2014,4,18,6,131,49,131,28,49,8,-9992,57,12,16,57,16,28,32,4,45,41,49,36,266
2014,4,18,7,73,24,86,0,28,0,-9992,28,61,16,53,8,65,28,0,28,4,28,49,32
2014,4,18,8,32,4,41,4,12,0,-9992,12,41,8,12,4,24,8,4,8,0,0,8,12
2014,4,18,9,16,8,73,0,8,4,-9992,20,49,49,12,4,0,8,0,4,0,4,0,4
2014,4,18,10,20,8,0,8,4,8,-9992,12,24,32,8,0,8,8,0,8,4,12,8,4
2014,4,18,11,28,4,4,4,4,0,-9992,16,8,12,0,4,8,8,0,0,16,12,16,0
2014,4,18,12,61,0,0,4,12,0,-9992,57,28,49,4,16,32,8,0,0,8,8,4,4
2014,4,18,13,61,4,0,0,4,4,-9992,0,12,8,0,4,12,16,0,0,0,0,0,0
2014,4,18,14,28,0,16,0,4,0,-9992,0,4,8,0,4,8,12,0,8,0,8,4,0
2014,4,18,15,41,0,32,12,4,0,-9992,12,4,0,0,4,12,0,4,0,4,8,12,4
2014,4,18,16,8,4,16,4,0,12,-9992,0,0,4,0,8,12,20,0,0,4,8,8,4
2014,4,18,17,28,12,20,0,8,4,-9992,0,0,0,12,4,4,0,4,28,0,4,16,0
2014,4,18,18,0,0,4,4,0,0,-9992,0,0,4,0,4,4,0,4,0,0,4,0,0
2014,4,18,19,8,0,8,4,0,4,-9992,0,0,0,0,4,4,0,4,4,0,0,4,0
2014,4,18,20,4,0,4,4,0,0,-9992,0,4,0,0,0,0,4,0,4,0,0,0,4
2014,4,18,21,4,0,0,4,0,0,-9992,0,0,0,0,4,0,0,0,4,0,0,0,0
2014,4,18,22,0,0,0,4,0,0,-9992,0,0,0,4,0,0,0,0,0,0,4,0,4
2014,4,18,23,8,8,4,0,4,4,-9992,4,0,0,0,4,0,0,0,0,0,0,0,8
2014,4,18,24,0,0,8,4,0,0,-9992,0,0,0,4,0,0,0,0,0,0,0,0,8
2014,4,19,1,8,4,0,0,0,0,-9992,0,0,20,0,0,4,0,0,0,0,0,0,8
2014,4,19,2,4,0,0,0,0,0,-9992,4,0,0,0,4,0,0,0,0,0,0,4,0
2014,4,19,3,0,0,0,4,8,0,-9992,8,0,0,0,0,12,0,0,4,0,0,8,8
2014,4,19,4,0,0,0,8,0,0,-9992,20,4,0,4,0,4,0,0,0,0,4,0,4
2014,4,19,5,0,0,4,8,0,8,-9992,344,0,4,0,0,4,0,0,0,0,0,,16
2014,4,19,6,0,0,4,57,8,0,-9992,204,0,0,0,8,0,8,0,0,0,0,4,32
2014,4,19,7,16,4,12,49,8,4,-9992,102,0,0,4,4,0,0,0,4,0,0,8,41
2014,4,19,8,20,4,53,28,32,0,-9992,110,8,12,0,0,16,16,0,4,20,16,12,53
2014,4,19,9,32,16,65,61,57,0,-9992,69,41,36,61,28,16,8,0,16,4,20,8,77
2014,4,19,10,41,8,41,65,61,0,65,45,49,135,65,12,28,8,4,16,36,24,12,61
2014,4,19,11,53,8,24,24,69,4,-9992,32,24,114,24,24,24,16,32,32,73,20,28,77
2014,4,19,12,32,28,114,41,57,12,-9992,20,73,221,45,16,20,24,8,45,122,28,24,139
2014,4,19,13,61,12,49,49,28,41,-9992,32,41,57,20,12,28,8,12,32,94,36,57,172
2014,4,19,14,82,16,90,41,41,16,41,28,77,118,8,4,45,28,20,41,184,61,28,176
2014,4,19,15,86,4,82,32,73,4,53,12,110,377,28,12,12,4,4,16,82,36,16,86
2014,4,19,16,28,16,49,24,65,24,53,4,77,77,24,4,12,8,8,12,102,82,16,114
2014,4,19,17,12,12,32,12,73,28,41,8,61,110,8,4,8,0,0,4,32,8,8,90
2014,4,19,18,24,4,12,8,36,16,53,36,8,32,4,0,16,4,4,4,57,24,4,110
2014,4,19,19,8,0,12,12,28,24,24,32,12,12,0,4,4,4,8,8,8,32,0,0
2014,4,19,20,20,4,12,12,24,16,4,8,4,12,8,16,8,12,4,4,32,0,0,8
2014,4,19,21,4,8,12,8,28,12,16,8,8,4,12,8,8,4,0,8,0,16,8,12
2014,4,19,22,0,4,4,0,12,8,8,0,8,0,0,8,0,0,4,0,0,12,4,20
2014,4,19,23,12,4,12,0,12,12,16,0,0,12,0,8,12,0,0,4,0,4,4,4
2014,4,19,24,8,0,4,0,8,24,8,8,0,12,0,4,12,0,0,0,0,20,0,4
2014,4,20,1,0,0,28,4,8,-9998,0,0,12,12,0,0,0,8,0,4,0,8,8,0
2014,4,20,2,12,0,16,12,0,53,0,0,4,4,0,0,4,12,0,0,0,0,0,0
2014,4,20,3,0,0,4,16,-9998,0,4,0,8,0,4,0,8,0,0,4,0,8,0,0
2014,4,20,4,0,0,28,20,16,12,0,0,0,0,8,8,8,0,0,8,0,4,0,0
2014,4,20,5,4,4,4,28,8,0,0,0,4,4,8,0,4,0,0,4,0,0,4,0
2014,4,20,6,0,0,8,28,4,0,4,0,0,0,12,0,0,0,0,4,0,0,4,4
2014,4,20,7,4,16,49,4,8,0,4,4,0,0,4,4,12,12,0,4,0,0,20,8
2014,4,20,8,20,0,61,49,0,4,4,0,0,4,16,12,12,20,0,4,0,41,20,8
2014,4,20,9,4,20,20,82,4,16,16,0,16,16,20,12,12,12,12,8,4,20,24,12
2014,4,20,10,8,8,82,73,8,4,24,8,12,57,20,8,20,20,4,4,8,41,16,32
2014,4,20,11,20,4,24,12,12,4,45,12,41,16,4,0,147,16,12,16,12,36,24,41
2014,4,20,12,16,32,151,16,32,4,53,4,12,86,8,20,12,4,16,16,4,28,20,8
2014,4,20,13,4,20,237,24,12,0,4,0,20,49,28,12,12,12,4,20,16,41,24,53
2014,4,20,14,0,4,106,20,12,4,12,0,45,20,20,12,20,8,8,24,4,20,16,45
2014,4,20,15,12,32,184,82,69,8,20,8,32,36,77,4,16,0,0,12,16,36,24,49
2014,4,20,16,12,28,61,45,12,0,12,8,32,24,94,16,12,12,0,4,12,45,20,127
2014,4,20,17,41,8,98,69,41,0,36,12,16,24,90,12,4,12,4,16,16,16,12,82
2014,4,20,18,12,16,16,41,24,0,82,16,16,28,69,20,4,16,0,16,32,4,8,32
2014,4,20,19,4,16,262,65,53,0,61,16,32,8,61,16,12,4,4,12,16,24,4,41
2014,4,20,20,20,0,57,36,24,0,73,24,0,0,0,4,0,12,0,0,0,8,0,28
2014,4,20,21,8,12,102,86,32,0,20,28,20,12,0,4,0,20,0,8,8,16,0,24
2014,4,20,22,4,8,12,28,8,-9998,49,24,0,12,8,4,4,4,0,12,12,0,0,8
2014,4,20,23,0,0,4,41,8,0,24,16,8,0,4,8,8,8,0,8,0,28,8,4
2014,4,20,24,4,8,4,0,8,-9998,4,8,4,12,4,12,0,8,0,4,4,4,0,8
2014,4,21,1,4,4,0,8,4,-9998,4,0,4,8,0,0,4,8,0,0,0,0,4,0
2014,4,21,2,0,0,0,8,0,0,12,8,0,20,0,0,0,4,0,0,8,0,4,0
2014,4,21,3,4,0,0,4,0,-9998,0,0,0,4,8,8,0,0,0,0,0,4,8,8
2014,4,21,4,4,4,0,4,4,0,8,4,4,0,0,4,0,8,0,0,0,0,0,0
2014,4,21,5,0,0,0,4,0,0,0,0,4,16,0,0,0,4,0,0,0,0,0,0
2014,4,21,6,0,4,0,0,0,0,0,0,0,12,8,0,4,4,0,0,0,0,0,0
2014,4,21,7,4,8,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2014,4,21,8,0,0,0,4,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0
2014,4,21,9,0,4,0,0,0,0,4,0,0,8,45,0,8,82,0,4,8,0,0,0
2014,4,21,10,12,8,0,0,0,0,20,0,0,16,57,4,8,61,0,0,4,0,4,0
2014,4,21,11,8,4,4,0,0,0,135,0,4,24,65,8,0,20,0,0,4,0,0,0
2014,4,21,12,4,0,0,4,0,0,504,0,16,41,45,0,,32,12,24,28,8,4,16
2014,4,21,13,4,4,0,0,0,0,131,8,20,41,61,4,4,16,16,4,12,24,16,12
2014,4,21,14,16,16,57,4,0,0,61,4,8,24,86,4,20,36,16,12,16,45,4,32
2014,4,21,15,4,8,8,0,0,0,98,8,24,28,41,8,0,20,4,28,20,4,28,16
2014,4,21,16,4,0,16,24,41,0,110,0,8,41,49,0,0,8,0,8,28,4,0,4
2014,4,21,17,4,0,0,49,73,0,32,0,12,12,45,4,4,4,0,12,0,0,0,12
2014,4,21,18,12,12,282,24,12,0,36,8,0,86,127,0,4,0,0,0,4,16,0,0
2014,4,21,19,8,0,8,8,0,0,12,0,8,61,20,0,0,0,0,0,8,8,0,0
2014,4,21,20,8,0,4,4,0,0,4,0,4,65,41,0,4,0,0,0,0,4,0,0
2014,4,21,21,0,4,0,0,0,0,12,0,0,45,16,0,0,4,0,0,0,0,0,4
2014,4,21,22,4,0,0,0,0,0,0,0,0,28,8,0,0,0,0,0,16,0,0,0
2014,4,21,23,0,0,0,4,0,0,0,0,8,24,4,0,0,0,4,8,28,0,0,0
2014,4,21,24,0,4,0,0,0,0,0,0,0,16,4,0,0,0,0,12,20,0,0,4
2014,4,22,1,0,0,0,0,0,0,0,0,0,36,4,0,4,0,0,4,16,0,0,4
2014,4,22,2,0,0,0,0,0,0,0,0,0,32,20,0,4,0,0,16,8,0,4,4
2014,4,22,3,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,8,0,0,8,8
2014,4,22,4,0,0,0,0,0,0,0,4,4,16,4,0,8,0,0,8,0,0,0,12
2014,4,22,5,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,12,0
2014,4,22,6,0,0,0,0,0,8,4,8,0,4,24,0,0,0,0,4,0,0,41,12
2014,4,22,7,0,4,0,0,0,0,28,0,0,12,36,0,0,0,0,4,16,0,8,24
2014,4,22,8,8,4,12,12,8,0,135,16,20,102,77,0,0,4,0,16,36,4,8,176
2014,4,22,9,8,0,28,16,4,0,131,32,4,561,102,12,16,8,0,32,184,36,8,250
2014,4,22,10,8,16,16,12,20,4,24,28,20,266,53,4,4,36,0,32,287,41,8,254
2014,4,22,11,12,24,41,24,16,4,102,8,36,122,20,12,69,28,28,12,217,4,0,262
2014,4,22,12,8,24,45,45,36,0,69,16,69,122,49,24,69,32,32,53,196,28,28,250
2014,4,22,13,28,32,90,12,53,0,36,12,24,110,41,57,110,16,49,114,188,32,36,106
2014,4,22,14,12,8,28,8,82,0,,0,86,131,61,53,41,20,20,4,69,24,8,209
2014,4,22,15,0,12,520,28,20,0,65,24,45,32,98,28,8,24,4,4,0,0,8,0
2014,4,22,16,8,4,20,41,8,8,16,16,12,16,73,16,4,4,0,12,0,0,4,8
2014,4,22,17,24,12,16,20,0,24,24,20,32,0,86,8,4,8,8,4,8,8,8,4
2014,4,22,18,4,4,16,28,4,16,28,0,4,12,61,32,0,8,0,4,0,4,12,0
2014,4,22,19,32,8,24,32,4,16,45,12,4,12,98,0,4,4,0,0,0,0,0,0
2014,4,22,20,20,0,20,20,4,12,82,8,0,4,8,16,0,0,0,4,8,0,4,0
2014,4,22,21,4,8,8,20,8,20,16,4,12,4,4,4,0,0,0,0,0,4,4,0
2014,4,22,22,20,0,12,8,0,4,0,12,8,8,168,8,8,0,0,4,0,4,0,0
2014,4,22,23,4,8,32,20,0,12,24,0,8,0,0,4,0,0,0,8,0,0,4,4
2014,4,22,24,32,4,32,24,0,8,16,32,0,0,0,16,4,0,0,0,0,0,4,0
2014,4,23,1,8,16,0,4,0,8,24,41,4,0,0,0,4,0,0,0,0,0,0,0
2014,4,23,2,4,4,8,4,0,0,24,41,4,4,12,4,4,0,0,12,0,0,0,0
2014,4,23,3,12,20,8,0,0,0,28,135,0,0,16,0,4,4,0,0,0,0,4,0
2014,4,23,4,12,16,0,12,0,0,20,176,4,0,12,4,8,8,0,0,8,0,8,0
2014,4,23,5,8,12,4,4,4,0,8,241,4,4,36,8,4,8,0,8,0,0,12,12
2014,4,23,6,8,4,4,12,0,4,32,135,0,12,20,8,0,0,0,0,0,0,4,20
2014,4,23,7,12,24,8,36,16,4,28,188,20,53,4,16,12,0,0,12,8,0,4,20
2014,4,23,8,28,53,16,41,28,12,20,430,28,147,41,24,28,20,0,20,45,8,32,49
2014,4,23,9,20,41,36,28,45,122,12,172,16,463,61,28,24,,16,28,143,20,32,164
2014,4,23,10,16,16,151,53,57,94,36,110,41,340,8,28,41,,36,57,213,12,16,307
2014,4,23,11,20,28,209,8,41,102,32,32,16,172,12,41,20,,57,57,274,12,16,213
2014,4,23,12,24,8,49,45,53,65,16,45,16,77,49,24,8,49,82,16,172,16,16,139
2014,4,23,13,24,8,69,28,73,65,41,65,16,86,61,32,16,36,20,28,98,16,12,16
2014,4,23,14,16,20,24,49,86,36,16,16,24,41,20,45,41,36,45,65,118,28,41,61
2014,4,23,15,32,4,291,90,57,36,53,36,24,61,41,16,57,12,73,41,118,53,77,45
2014,4,23,16,41,36,1074,45,36,20,57,0,16,77,36,24,8,24,36,20,118,61,53,53
2014,4,23,17,41,49,53,49,151,8,65,4,53,82,69,61,12,36,53,20,159,28,65,28
2014,4,23,18,36,16,32,36,102,20,20,8,65,180,45,20,8,28,57,12,172,8,36,69
2014,4,23,19,49,12,16,49,45,0,20,24,45,209,20,24,16,32,32,8,143,20,8,77
2014,4,23,20,36,8,20,28,73,0,8,4,28,278,53,28,24,32,20,32,49,24,12,69
2014,4,23,21,24,28,28,12,24,8,24,8,20,233,28,0,57,12,8,32,49,16,8,32
2014,4,23,22,32,8,8,24,36,8,16,0,36,233,4,12,24,0,4,8,8,12,53,4
2014,4,23,23,12,4,12,36,8,0,8,4,82,319,20,16,32,4,0,20,73,4,24,16
2014,4,23,24,20,12,12,32,12,4,24,0,77,102,57,12,12,4,0,73,53,0,32,270
2014,4,24,1,20,20,20,8,8,0,0,24,139,176,57,24,8,4,0,8,20,8,28,143
2014,4,24,2,12,0,16,28,0,0,8,16,20,94,28,4,20,4,0,16,12,61,69,65
2014,4,24,3,8,0,8,12,8,0,12,8,16,69,20,4,32,0,0,12,16,16,45,98
2014,4,24,4,12,4,12,16,4,0,16,24,24,53,110,49,12,0,0,16,0,12,32,274
2014,4,24,5,0,4,4,61,24,0,16,36,8,180,45,20,32,4,0,20,20,8,12,245
2014,4,24,6,8,8,12,32,0,0,12,41,20,57,36,8,20,0,0,24,4,24,45,373
2014,4,24,7,4,20,12,32,16,0,36,127,16,110,135,28,4,16,28,16,69,41,41,237
2014,4,24,8,8,20,45,45,8,0,45,69,49,82,143,41,24,16,53,12,122,32,61,213
2014,4,24,9,36,41,77,16,20,32,61,49,20,102,98,24,36,49,41,12,258,36,53,106
2014,4,24,10,8,28,86,8,65,24,32,16,49,61,49,73,77,73,61,20,258,36,45,86
2014,4,24,11,16,28,4,32,20,49,12,24,8,61,32,20,49,69,53,28,90,77,57,61
2014,4,24,12,8,49,12,20,28,28,12,24,32,24,12,36,32,69,45,12,41,45,45,110
2014,4,24,13,16,8,24,8,8,20,16,12,32,24,12,45,28,53,28,8,45,4,12,28
2014,4,24,14,20,4,28,28,20,28,24,20,36,24,12,16,36,32,77,8,65,28,61,36
2014,4,24,15,16,16,82,12,4,32,4,20,45,45,28,16,36,20,45,28,73,28,41,36
2014,4,24,16,0,12,28,28,28,4,8,16,49,73,20,32,12,36,12,16,135,98,49,57
2014,4,24,17,8,16,12,45,65,53,16,12,53,139,4,16,12,12,12,0,127,28,45,49
