年,月,日,時,水戸,つくば,笠間,宇都宮,栃木林業,日光,前橋,子持,さいたま,飯能,寄居,船橋,市原,山武,君津,小平,高尾,横浜,川崎,厚木
2014,2,12,1,0,0,,0,4,4,,0,0,4,0,8,4,16,0,0,0,4,16,0
2014,2,12,2,0,0,,0,0,0,,0,0,0,8,0,4,8,4,4,4,0,28,0
2014,2,12,3,4,0,,12,0,0,,4,0,8,4,4,4,12,0,4,0,4,20,4
2014,2,12,4,0,0,,4,12,0,,4,0,0,12,0,0,4,0,0,4,0,28,0
2014,2,12,5,4,4,,16,8,0,,0,8,0,8,4,4,8,16,0,0,0,32,0
2014,2,12,6,4,4,,24,4,0,,0,0,0,4,4,0,8,0,4,0,8,24,0
2014,2,12,7,4,4,,4,8,0,,8,16,4,20,4,0,0,8,24,16,4,12,0
2014,2,12,8,4,4,,12,4,0,,12,20,4,12,8,0,16,4,8,4,0,20,0
2014,2,12,9,8,4,,12,16,16,,0,4,4,16,0,16,16,8,8,4,0,4,0
2014,2,12,10,4,4,,20,4,0,,8,28,8,12,16,4,12,8,12,0,12,20,0
2014,2,12,11,12,12,,4,16,8,,8,8,0,16,12,8,20,4,4,12,8,16,0
2014,2,12,12,28,4,,20,4,4,,,8,8,4,12,4,8,8,4,12,8,16,0
2014,2,12,13,8,12,,4,8,0,,4,8,0,8,4,8,4,0,16,8,8,8,0
2014,2,12,14,8,12,,0,4,0,,12,12,4,20,12,8,12,0,4,0,8,36,12
2014,2,12,15,4,4,,4,16,0,20,8,4,4,0,4,12,20,8,8,12,4,8,0
2014,2,12,16,4,4,,4,8,0,32,,8,12,8,12,12,20,8,4,12,0,8,0
2014,2,12,17,8,0,,4,4,8,36,12,16,16,12,8,0,12,4,0,4,4,12,0
2014,2,12,18,57,16,,12,0,4,16,8,16,4,53,0,0,4,12,32,8,12,24,12
2014,2,12,19,8,16,,4,4,8,94,0,45,0,12,0,4,0,0,16,0,8,8,0
2014,2,12,20,12,12,,4,16,8,28,0,45,12,4,8,4,0,4,36,0,8,8,4
2014,2,12,21,24,20,,0,8,4,4,,32,8,12,4,0,8,0,16,4,0,4,0
2014,2,12,22,8,0,,16,12,4,8,0,4,0,8,8,0,4,8,8,0,0,4,8
2014,2,12,23,12,8,,8,8,8,0,0,16,0,0,0,8,4,4,8,0,8,16,0
2014,2,12,24,0,0,,4,0,0,12,0,8,4,0,4,12,4,0,20,0,4,8,0
2014,2,13,1,12,4,,0,4,4,0,0,16,0,0,0,0,0,4,8,0,4,12,0
2014,2,13,2,20,8,,16,0,0,0,0,8,8,0,0,8,0,0,0,0,8,4,0
2014,2,13,3,16,4,,4,4,0,4,4,8,4,0,4,12,0,0,8,0,4,8,0
2014,2,13,4,0,4,,0,4,0,0,0,16,0,0,0,20,0,0,4,0,0,0,0
2014,2,13,5,4,8,,0,8,0,8,0,8,0,0,4,16,0,0,12,0,0,4,0
2014,2,13,6,12,0,,0,0,0,4,0,20,0,0,0,4,0,0,4,0,24,0,0
2014,2,13,7,0,0,,12,0,8,0,0,12,4,0,4,8,0,8,16,0,8,16,0
2014,2,13,8,28,8,,16,8,4,4,4,16,16,4,8,4,0,8,28,16,20,24,0
2014,2,13,9,28,20,,16,20,8,20,4,20,8,0,20,36,8,36,20,16,8,32,0
2014,2,13,10,28,4,,12,16,0,16,,32,8,0,4,53,16,16,12,12,24,24,4
2014,2,13,11,16,8,,12,12,0,20,0,16,16,4,4,36,24,24,8,12,12,24,20
2014,2,13,12,20,16,,0,0,4,4,0,12,16,4,4,20,28,24,32,4,8,8,28
2014,2,13,13,12,4,,12,8,0,16,0,20,8,4,16,12,12,16,24,12,4,12,16
2014,2,13,14,12,12,,0,12,4,0,4,32,8,0,12,8,12,20,12,24,12,32,16
2014,2,13,15,41,28,,12,12,0,4,4,20,12,8,8,12,24,12,20,12,8,16,24
2014,2,13,16,20,16,,16,20,0,24,4,4,8,12,0,16,16,12,16,20,8,12,28
2014,2,13,17,28,24,,24,16,4,12,4,24,12,8,16,12,20,24,20,8,12,32,12
2014,2,13,18,77,32,,20,16,0,8,4,20,24,4,28,20,12,16,45,4,16,20,16
2014,2,13,19,45,32,,0,24,0,4,0,36,12,8,12,20,12,28,32,4,4,12,0
2014,2,13,20,24,16,,8,12,4,4,0,12,20,4,32,20,16,12,53,4,8,20,0
2014,2,13,21,16,32,,0,12,4,0,0,8,12,4,12,16,8,4,4,4,4,20,0
2014,2,13,22,0,28,,4,8,4,12,0,24,8,0,4,12,4,4,0,0,8,36,0
2014,2,13,23,28,20,,12,16,0,4,0,0,4,0,4,8,0,8,4,4,0,24,4
2014,2,13,24,20,20,,8,8,4,4,0,4,8,0,4,12,0,0,4,4,4,8,0
2014,2,14,1,4,4,,8,16,4,8,0,4,0,0,12,8,0,24,4,0,8,16,0
2014,2,14,2,0,4,,4,0,0,0,0,4,0,0,12,4,0,4,4,0,0,4,0
2014,2,14,3,4,4,,4,12,0,4,0,0,4,0,0,4,4,12,4,0,0,12,4
2014,2,14,4,4,4,,4,12,0,0,0,0,4,0,0,8,12,12,0,8,8,8,0
2014,2,14,5,0,12,,4,8,12,4,0,0,4,0,53,0,0,0,4,0,4,45,102
2014,2,14,6,12,32,,0,4,4,4,0,-9998,32,8,61,8,4,8,16,102,12,12,106
2014,2,14,7,8,118,,0,20,0,12,0,-9998,-9998,82,16,8,0,0,188,147,-9998,-9998,-9998
2014,2,14,8,188,61,,20,36,90,-9998,8,-9998,-9998,-9998,32,4,12,0,-9998,-9998,-9998,-9998,-9998
2014,2,14,9,184,73,,-9998,-9998,-9998,-9998,24,-9998,-9998,-9998,-9998,0,0,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,14,10,82,-9998,,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,16,0,0,0,-9998,-9998,28,-9998,-9998
2014,2,14,11,65,-9998,,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,0,0,0,0,-9998,-9998,-9998,-9998,-9998
2014,2,14,12,57,4,,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,20,8,0,0,-9998,-9998,-9998,-9998,-9998
2014,2,14,13,8,0,,188,-9998,-9998,-9998,-9998,-9998,-9998,-9998,4,4,4,0,-9998,-9998,-9998,-9998,-9998
2014,2,14,14,16,0,,-9998,-9998,405,-9998,-9998,-9998,-9998,-9998,28,12,0,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,14,15,4,0,,82,-9998,-9998,-9998,-9998,-9998,-9998,-9998,45,-9998,0,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,14,16,0,4,,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,0,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,14,17,8,20,,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,0,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,14,18,0,49,,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,0,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,14,19,8,4,,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,0,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,14,20,8,16,,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,0,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,14,21,4,45,,-9998,-9998,-9998,-9998,,-9998,-9998,-9998,-9998,-9998,0,,-9998,-9998,-9998,-9998,-9998
2014,2,14,22,12,86,,28,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,0,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,14,23,16,114,,82,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,0,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,14,24,-9998,-9998,,86,-9998,-9998,,-9998,-9998,-9998,-9998,-9998,-9998,0,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,15,1,-9998,-9998,,-9998,-9998,-9998,,-9998,-9998,-9998,-9998,-9998,-9998,0,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,15,2,-9998,-9998,,-9998,-9998,-9998,,-9998,-9998,-9998,-9998,-9998,-9998,0,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,15,3,-9998,-9998,,-9998,-9998,-9998,,-9998,-9998,-9998,-9998,-9998,-9998,0,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,15,4,-9998,-9998,,-9998,-9998,-9998,,-9998,-9998,-9998,-9998,-9998,-9998,0,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,15,5,0,0,,-9998,-9998,-9998,,,-9998,-9998,-9998,-9998,-9998,0,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,15,6,0,0,,-9998,-9998,-9998,,,-9998,-9998,-9998,-9998,0,8,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,15,7,0,0,,-9998,-9998,-9998,,-9998,-9998,-9998,-9998,0,4,0,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,15,8,0,0,,-9998,-9998,-9998,,0,-9998,-9998,-9998,0,0,0,-9998,-9998,-9998,-9998,-9998,-9998
2014,2,15,9,0,0,,-9998,-9998,-9998,,-9998,-9998,-9998,-9998,0,4,0,-9998,-9998,-9998,-9998,-9998,4
2014,2,15,10,0,0,,-9998,,-9998,,,-9998,-9998,-9998,-9998,0,4,4,0,0,0,-9998,4
2014,2,15,11,0,4,,-9998,-9998,,,,-9998,-9998,0,0,4,4,0,0,0,0,0,0
2014,2,15,12,0,0,,-9998,-9998,-9998,,,0,0,0,0,0,0,,4,0,0,0,24
2014,2,15,13,8,0,,-9998,-9998,-9998,,,8,0,0,0,0,0,4,4,0,0,0,4
2014,2,15,14,0,0,,0,-9998,-9998,,,0,4,0,0,0,4,4,0,4,0,8,12
2014,2,15,15,0,0,,4,-9998,-9998,,,0,8,0,0,4,20,0,0,0,4,0,8
2014,2,15,16,0,0,,0,-9998,-9998,,0,0,8,4,0,0,8,4,0,0,4,0,4
2014,2,15,17,0,0,,0,-9998,-9998,,28,0,0,4,4,0,16,4,0,4,0,0,4
2014,2,15,18,0,0,,0,8,-9998,,0,4,0,4,0,4,8,8,0,0,0,4,0
2014,2,15,19,0,0,,4,4,-9998,,0,0,4,0,0,4,0,0,8,0,0,0,0
2014,2,15,20,0,0,,8,8,-9998,,0,8,8,8,0,0,0,0,8,4,4,0,0
2014,2,15,21,0,4,,8,0,-9998,,0,0,8,4,8,12,0,0,12,0,0,0,0
2014,2,15,22,8,0,,8,12,-9998,,0,8,4,0,0,4,20,0,4,16,8,8,0
2014,2,15,23,8,4,,0,8,-9998,,4,12,8,4,8,4,8,4,4,4,0,28,4
2014,2,15,24,12,0,,4,16,-9998,,16,4,4,20,0,8,57,12,4,12,12,12,0
2014,2,16,1,16,4,,8,4,-9998,,8,0,8,12,0,4,4,8,20,4,4,12,4
2014,2,16,2,12,0,,4,4,-9998,,8,4,8,4,4,12,20,20,12,4,0,0,0
2014,2,16,3,8,12,,4,0,-9998,,0,8,4,8,0,0,20,24,0,0,16,16,12
2014,2,16,4,4,12,,16,4,-9998,,12,8,4,12,8,0,53,8,4,0,4,0,4
2014,2,16,5,12,8,,16,36,-9998,,12,8,4,4,12,8,45,20,4,12,12,8,12
2014,2,16,6,12,24,,20,28,-9998,,28,20,4,8,16,0,53,8,4,12,0,24,4
2014,2,16,7,24,8,,12,36,-9998,,-9998,0,0,16,8,12,49,8,8,4,8,16,4
2014,2,16,8,41,20,,12,28,-9998,,12,8,0,4,0,12,41,4,20,12,4,36,0
2014,2,16,9,24,0,,16,28,-9998,,16,20,0,0,0,8,61,4,8,16,12,12,4
2014,2,16,10,45,4,,24,41,-9998,,4,8,12,0,0,0,20,12,8,16,8,28,12
2014,2,16,11,8,8,,12,20,143,,24,4,0,8,0,0,24,4,0,0,8,32,131
2014,2,16,12,20,4,,16,4,32,,12,4,4,20,4,8,32,4,8,8,12,28,8
2014,2,16,13,0,4,,8,8,4,,45,8,0,0,0,4,28,0,0,16,4,41,12
2014,2,16,14,12,0,,20,24,8,,4,8,20,4,0,8,41,8,0,24,4,16,0
2014,2,16,15,24,8,,8,12,0,,32,20,8,0,0,4,36,8,4,4,0,57,4
2014,2,16,16,28,8,,8,36,0,,4,0,12,0,0,20,53,4,4,4,0,24,8
2014,2,16,17,20,8,,0,12,0,,4,4,12,4,4,8,41,8,0,4,8,20,0
2014,2,16,18,8,16,,0,4,12,,8,0,0,4,0,8,45,0,4,16,0,16,4
2014,2,16,19,4,12,,16,8,0,,4,0,4,0,4,0,24,4,0,0,0,8,0
2014,2,16,20,28,8,,0,20,0,,4,0,0,0,4,0,32,0,0,0,4,12,0
2014,2,16,21,24,8,,12,8,4,,0,16,4,0,4,8,32,8,12,0,12,12,4
2014,2,16,22,16,4,,8,4,0,,0,4,4,0,8,4,16,0,16,0,4,32,32
2014,2,16,23,16,12,,20,8,4,,0,8,0,8,4,4,20,0,12,0,0,8,16
2014,2,16,24,8,0,,0,0,20,,0,12,8,0,12,0,12,0,0,4,0,12,45
2014,2,17,1,8,4,,8,12,28,,4,4,4,0,4,4,24,16,4,0,4,16,24
2014,2,17,2,16,0,,4,8,69,,4,0,0,0,0,8,28,8,0,0,8,36,16
2014,2,17,3,20,24,,16,4,180,,0,8,0,0,0,0,28,8,0,0,4,12,24
2014,2,17,4,8,4,,4,4,36,,4,4,0,0,4,0,73,8,4,0,0,4,12
2014,2,17,5,8,4,,8,0,20,,0,0,0,4,0,0,41,12,16,4,4,28,0
2014,2,17,6,20,0,,8,0,12,,0,0,0,0,4,0,20,8,36,0,0,24,4
2014,2,17,7,4,0,,16,0,12,,0,16,0,4,12,0,0,4,28,0,0,32,4
2014,2,17,8,45,4,,0,0,41,,4,53,8,4,8,8,4,0,28,8,49,16,12
2014,2,17,9,45,16,,16,8,12,,4,41,8,28,8,20,16,16,24,16,24,8,4
2014,2,17,10,41,16,,12,4,41,,0,16,4,8,16,4,28,16,12,8,12,41,4
2014,2,17,11,41,12,,16,4,0,,8,28,16,0,12,12,45,8,24,4,32,28,16
2014,2,17,12,12,4,,16,20,8,,0,12,8,0,12,24,20,36,24,12,12,61,0
2014,2,17,13,4,12,,4,0,8,,0,8,8,0,8,4,16,16,12,16,4,32,8
2014,2,17,14,8,4,,16,8,0,,0,4,0,0,20,0,20,4,4,16,8,12,8
2014,2,17,15,20,8,,8,0,0,,8,0,4,0,20,4,61,8,0,8,8,12,4
2014,2,17,16,4,0,,12,4,0,,0,4,0,0,12,4,8,4,4,16,20,28,4
2014,2,17,17,8,0,,12,16,0,,0,8,0,0,4,16,77,12,8,8,16,24,20
2014,2,17,18,16,0,,4,8,0,,0,4,4,0,4,4,57,41,4,20,8,20,0
2014,2,17,19,8,8,,0,0,0,,4,0,0,4,0,4,28,12,4,0,8,28,8
2014,2,17,20,20,0,,8,4,0,,0,0,8,0,8,16,36,49,8,4,8,32,0
2014,2,17,21,4,4,,12,16,0,,0,0,8,0,4,8,32,45,8,4,4,8,0
2014,2,17,22,16,0,,12,4,0,,0,4,8,4,0,8,24,36,4,0,0,24,0
2014,2,17,23,4,8,,12,8,0,,0,4,0,0,4,20,8,32,0,0,4,36,0
2014,2,17,24,8,12,,16,4,0,,0,0,4,4,4,4,28,61,4,0,8,8,8
2014,2,18,1,4,12,,12,0,4,,0,0,0,4,4,0,4,16,0,0,4,24,0
2014,2,18,2,0,8,,16,0,4,,0,0,4,8,8,8,8,16,0,4,16,28,8
2014,2,18,3,4,4,,8,0,0,,0,4,8,0,4,0,8,16,0,0,8,28,0
2014,2,18,4,8,4,,8,0,0,,0,0,4,8,8,16,0,28,4,0,0,8,8
2014,2,18,5,0,4,,4,4,0,,0,0,4,0,0,4,8,45,0,0,0,16,8
2014,2,18,6,4,4,,24,0,0,,0,0,0,8,0,0,4,24,4,0,0,28,8
2014,2,18,7,16,12,,12,0,0,,4,0,12,12,4,16,24,41,4,0,4,16,4
2014,2,18,8,28,12,,45,4,0,,4,12,12,4,12,4,16,4,0,16,16,28,0
2014,2,18,9,20,16,,45,28,0,,0,8,8,0,0,12,32,16,4,0,8,41,77
2014,2,18,10,24,16,,32,8,0,,0,4,4,0,8,8,32,12,0,4,0,32,45
2014,2,18,11,8,8,,8,4,0,,4,0,4,8,4,4,36,0,4,16,8,16,28
2014,2,18,12,24,12,,8,4,8,,4,8,4,4,16,16,73,8,0,16,12,32,4
2014,2,18,13,4,0,,16,0,0,,12,0,4,8,12,8,28,8,0,28,8,12,32
2014,2,18,14,12,4,,0,8,0,,4,0,8,0,12,4,65,28,16,0,12,12,20
2014,2,18,15,20,0,,12,20,0,,0,0,12,8,0,20,28,8,0,12,0,20,28
2014,2,18,16,12,4,,4,0,0,,0,0,0,4,0,16,32,41,8,16,8,4,12
2014,2,18,17,8,24,,0,0,8,,0,4,8,8,0,0,45,53,0,36,8,20,0
2014,2,18,18,24,16,,8,16,4,,0,4,4,4,4,12,32,12,0,28,12,20,12
2014,2,18,19,16,16,,4,8,0,,0,0,4,4,12,0,8,8,0,0,32,20,0
2014,2,18,20,28,4,,16,16,0,,0,4,0,0,4,0,24,4,0,0,4,32,0
2014,2,18,21,20,24,,32,8,0,,0,8,0,0,4,12,12,20,8,4,0,24,0
2014,2,18,22,4,20,,24,0,0,,0,0,4,0,16,12,28,12,4,0,0,8,0
2014,2,18,23,8,16,,28,8,0,,0,4,0,0,4,4,8,16,8,0,4,16,0
2014,2,18,24,4,16,,20,0,8,,0,4,4,4,0,4,20,8,0,0,4,28,0
2014,2,19,1,4,4,,8,12,0,,0,0,4,0,0,0,8,20,0,16,0,8,0
2014,2,19,2,8,8,,12,0,4,,4,4,0,0,0,4,12,8,4,8,4,4,0
2014,2,19,3,12,12,,16,0,12,,0,0,0,4,12,0,12,8,0,4,0,8,8
2014,2,19,4,0,8,,4,8,4,,0,0,4,8,4,0,8,8,0,0,0,12,4
2014,2,19,5,0,12,,4,20,4,,4,4,0,4,0,0,4,0,0,0,0,4,0
2014,2,19,6,8,0,,8,8,0,,4,0,0,0,0,0,4,4,0,4,8,16,0
2014,2,19,7,24,12,,0,4,0,,0,4,12,0,24,4,4,12,0,0,8,41,0
2014,2,19,8,28,16,,4,28,4,,0,4,12,0,20,12,16,12,4,4,8,8,0
2014,2,19,9,32,12,,28,20,0,,8,16,8,0,24,16,4,4,0,4,24,28,8
2014,2,19,10,12,32,,32,12,4,,0,12,4,8,12,20,28,12,4,0,12,41,0
2014,2,19,11,20,4,,24,4,4,,8,8,8,4,4,8,8,24,0,32,4,20,0
2014,2,19,12,12,0,,8,16,4,,8,0,0,4,8,0,12,4,12,16,8,28,8
2014,2,19,13,16,8,8,0,8,0,,0,4,8,12,4,0,28,0,0,12,0,4,16
2014,2,19,14,16,4,12,8,4,4,,4,4,4,0,0,4,12,4,0,16,8,28,20
2014,2,19,15,8,20,12,0,12,0,,0,0,4,4,12,12,20,20,8,16,8,4,20
2014,2,19,16,8,12,28,8,4,0,,4,0,4,8,16,12,28,4,8,24,12,32,16
2014,2,19,17,8,8,24,16,28,0,,0,8,0,8,28,20,36,41,8,36,8,20,12
2014,2,19,18,32,36,16,36,49,0,,0,20,8,0,20,16,32,73,4,24,12,45,24
2014,2,19,19,94,36,65,16,16,0,,0,8,0,0,32,20,20,82,0,4,4,36,8
2014,2,19,20,36,20,32,8,4,0,,0,20,8,4,36,28,20,28,12,0,4,12,0
2014,2,19,21,0,16,36,20,4,0,,0,4,4,0,20,8,24,16,0,8,8,24,12
2014,2,19,22,4,16,12,45,12,4,,0,0,4,4,16,0,12,12,4,0,0,12,4
2014,2,19,23,8,20,20,12,0,0,,0,0,12,0,8,4,16,32,0,4,0,8,0
2014,2,19,24,8,8,8,12,4,8,,0,4,4,0,20,8,0,4,0,0,8,4,0
2014,2,20,1,8,0,4,41,8,0,,0,4,4,0,16,12,16,12,16,0,0,12,0
2014,2,20,2,4,0,8,24,4,4,,4,4,0,0,4,0,8,8,0,0,8,49,4
2014,2,20,3,8,0,4,0,0,0,,4,4,0,0,0,8,0,4,8,0,4,12,0
2014,2,20,4,4,0,0,8,12,0,,0,4,0,4,4,4,0,0,12,0,8,8,0
2014,2,20,5,4,4,4,16,0,0,,0,0,0,0,8,24,4,0,0,0,0,20,0
2014,2,20,6,12,20,0,0,4,0,,0,4,0,0,4,16,4,4,8,0,8,4,0
2014,2,20,7,8,0,12,4,4,12,,0,12,0,8,8,12,0,36,32,0,8,8,0
2014,2,20,8,24,12,32,16,12,0,,0,8,8,4,16,8,24,4,49,0,16,16,0
2014,2,20,9,12,0,16,36,28,0,,0,4,28,12,20,12,32,0,16,4,4,28,0
2014,2,20,10,4,4,12,4,8,8,,0,4,20,16,8,4,12,16,8,12,8,12,8
2014,2,20,11,28,0,16,12,4,0,,0,8,0,24,8,16,36,0,20,12,4,16,0
2014,2,20,12,4,12,12,0,16,4,,4,12,4,4,24,0,45,0,12,16,0,12,32
2014,2,20,13,4,12,0,8,4,0,,0,12,4,4,8,20,24,12,8,12,12,24,8
2014,2,20,14,24,0,4,8,8,0,,4,8,12,4,8,8,12,16,4,12,4,24,0
2014,2,20,15,16,8,16,4,8,8,,16,32,20,20,16,4,8,16,12,8,4,61,24
2014,2,20,16,32,12,20,8,12,4,,0,20,20,16,20,24,8,12,28,16,8,32,4
2014,2,20,17,12,4,20,20,12,0,,0,16,49,16,16,12,8,12,12,8,4,12,4
2014,2,20,18,36,28,20,41,4,0,,0,16,41,16,12,4,12,41,20,12,4,53,0
2014,2,20,19,28,8,49,20,20,4,,0,20,16,8,16,28,16,24,16,12,8,32,0
2014,2,20,20,45,16,8,8,36,0,,0,36,8,8,12,24,4,32,82,0,8,20,0
2014,2,20,21,36,4,24,16,8,0,,0,32,12,4,8,0,20,4,36,0,20,16,0
2014,2,20,22,16,4,12,20,12,4,,0,4,12,4,0,0,8,8,24,4,4,20,0
2014,2,20,23,0,4,12,28,41,0,,0,4,0,0,16,8,12,8,20,4,8,20,0
2014,2,20,24,16,24,8,0,0,0,,0,8,12,0,4,24,16,12,8,8,4,12,8
2014,2,21,1,12,28,4,12,4,0,,0,0,4,0,8,16,4,0,0,0,0,41,0
2014,2,21,2,0,24,4,12,0,4,,4,0,4,0,4,20,0,12,12,4,0,12,0
2014,2,21,3,8,8,0,4,4,0,,0,0,0,8,0,0,16,0,0,0,0,16,4
2014,2,21,4,8,12,8,8,8,0,,4,0,0,0,0,8,0,12,8,8,0,12,0
2014,2,21,5,16,8,4,12,4,0,,0,0,12,0,12,0,12,12,4,4,12,20,0
2014,2,21,6,4,4,8,16,4,8,,8,0,0,4,8,0,0,20,4,4,4,8,12
2014,2,21,7,8,24,12,16,12,4,,0,8,4,0,0,0,4,12,12,0,0,12,4
2014,2,21,8,49,8,28,32,12,0,,0,12,8,4,12,12,12,12,20,16,4,16,4
2014,2,21,9,36,8,12,20,24,0,,0,8,4,,0,0,32,8,8,32,0,20,0
2014,2,21,10,36,4,4,24,12,0,36,0,4,4,16,8,8,49,4,8,16,8,57,4
2014,2,21,11,28,20,12,16,4,0,8,0,4,4,4,0,12,32,4,8,24,8,28,16
2014,2,21,12,16,16,8,12,4,0,0,0,8,16,4,4,4,53,12,0,20,8,16,16
2014,2,21,13,12,20,4,12,4,0,4,24,8,0,0,16,0,65,8,4,16,4,28,4
2014,2,21,14,24,12,24,16,16,4,4,4,8,8,12,4,4,49,4,0,16,16,28,28
2014,2,21,15,20,24,0,16,20,0,4,4,0,12,8,4,24,49,24,12,4,12,28,28
2014,2,21,16,16,28,4,12,8,0,0,4,12,12,8,4,0,53,24,8,28,16,24,16
2014,2,21,17,12,36,28,16,4,0,8,8,4,4,0,4,28,24,36,4,24,12,61,0
2014,2,21,18,8,41,28,8,12,0,4,4,8,4,8,16,16,49,45,12,20,0,20,0
2014,2,21,19,16,45,16,16,12,0,12,0,4,0,0,8,4,45,57,20,24,4,20,0
2014,2,21,20,24,12,24,12,16,4,4,0,8,0,4,4,16,69,45,4,36,8,32,0
2014,2,21,21,8,8,24,8,4,8,4,8,0,4,0,8,8,32,28,0,12,4,49,0
2014,2,21,22,16,12,41,4,4,0,0,0,8,8,4,16,8,20,12,0,4,0,24,12
2014,2,21,23,8,16,8,20,8,4,0,0,4,4,0,24,0,24,20,0,8,4,8,0
2014,2,21,24,4,20,0,20,8,8,0,0,0,0,0,20,20,8,24,0,0,0,4,0
2014,2,22,1,4,8,16,20,4,4,0,0,8,4,0,12,32,8,4,4,0,0,4,0
2014,2,22,2,12,16,4,12,4,0,0,0,0,4,4,8,4,8,24,4,0,8,4,8
2014,2,22,3,16,28,8,4,0,0,0,0,4,4,0,16,4,8,8,8,4,0,12,0
2014,2,22,4,20,8,0,4,0,0,0,0,4,4,0,12,8,4,12,8,4,0,16,8
2014,2,22,5,12,4,4,8,0,0,0,0,0,8,0,0,0,8,20,0,4,0,8,16
2014,2,22,6,36,8,0,4,8,0,0,0,0,0,0,0,8,8,12,4,0,4,12,4
2014,2,22,7,4,0,0,12,0,0,12,0,4,8,0,8,0,12,12,12,8,8,12,0
2014,2,22,8,20,28,32,4,4,8,8,0,0,16,0,0,4,8,12,16,53,16,16,0
2014,2,22,9,32,4,4,32,0,4,4,0,8,0,0,8,12,16,28,12,49,4,4,0
2014,2,22,10,24,28,4,16,8,0,8,8,0,4,12,8,4,24,8,4,20,8,24,16
2014,2,22,11,4,53,4,4,8,4,0,0,0,0,4,28,4,36,20,0,12,4,8,0
2014,2,22,12,12,4,12,8,0,0,4,0,12,0,0,12,8,8,8,4,24,0,24,0
2014,2,22,13,20,8,20,12,4,0,4,4,4,0,0,0,12,4,0,0,12,20,20,24
2014,2,22,14,24,12,8,8,0,0,0,8,0,,0,4,16,24,8,8,24,12,36,12
2014,2,22,15,28,20,0,4,8,0,0,0,0,4,0,20,12,32,16,4,36,8,32,8
2014,2,22,16,16,24,4,4,16,0,8,0,0,8,4,16,12,61,20,4,20,24,12,24
2014,2,22,17,28,12,16,8,12,0,8,0,8,4,4,4,16,20,32,12,16,12,24,0
2014,2,22,18,28,20,28,8,8,12,0,4,8,12,0,20,32,28,28,0,12,4,28,0
2014,2,22,19,36,28,57,16,8,24,4,4,24,4,4,28,16,16,36,12,8,0,41,0
2014,2,22,20,16,28,32,12,8,0,4,0,4,4,0,8,12,28,41,4,0,0,24,0
2014,2,22,21,12,36,12,12,0,4,0,0,8,8,4,24,12,36,12,8,4,8,16,12
2014,2,22,22,16,8,4,8,0,0,0,0,4,4,4,16,20,32,4,12,0,4,20,41
2014,2,22,23,16,20,4,4,0,0,0,0,8,4,0,16,12,12,16,4,8,0,16,24
2014,2,22,24,4,4,0,16,0,0,4,0,0,16,0,20,0,8,0,8,0,0,4,12
2014,2,23,1,8,20,0,8,4,0,0,0,0,0,0,12,0,12,0,8,4,4,8,0
2014,2,23,2,0,4,12,8,8,0,4,0,0,8,0,12,20,4,16,0,0,4,8,0
2014,2,23,3,0,12,4,12,0,0,0,0,4,0,0,8,4,0,12,4,0,8,12,0
2014,2,23,4,4,16,0,4,0,0,0,0,4,4,0,0,0,4,12,0,0,0,4,0
2014,2,23,5,4,20,0,0,0,0,0,0,4,0,0,8,4,4,12,4,4,0,4,0
2014,2,23,6,4,4,4,4,8,0,0,0,0,0,0,4,0,4,20,8,0,0,4,0
2014,2,23,7,4,8,4,4,8,0,0,0,20,8,0,12,8,16,24,8,0,0,16,0
2014,2,23,8,32,0,4,0,4,4,0,4,4,0,4,4,8,12,16,8,0,0,4,0
2014,2,23,9,16,8,0,8,12,4,0,,12,20,41,16,0,28,36,8,16,4,4,0
2014,2,23,10,4,12,12,12,4,0,8,0,8,16,28,8,0,32,20,12,12,4,4,0
