年,月,日,時,水戸石川一般環境大気測定局,独立行政法人国立環境研究所,日立市消防本部,宇都宮市中央生涯学習センター,栃木県庁那須庁舎,日光市役所第４庁舎,群馬県衛生環境研究所,館林保健福祉事務所,さいたま市役所,飯能市役所,熊谷市保健センター,東邦大学,千葉県環境研究センター,印旛健康福祉センター成田支所,君津市糠田測定局,東京都多摩小平保健所,新宿区役所第二分庁舎,神奈川県庁第二分庁舎,川崎生命科学・環境研究センター,神奈川県環境科学センター
2019,4,4,10,12,0,65,28,20,24,12,8,0,24,8,4,12,12,12,4,16,12,4,49
2019,4,4,11,24,12,114,28,16,0,20,0,0,8,0,8,12,20,24,4,16,32,8,24
2019,4,4,12,32,4,90,57,28,65,20,4,8,0,20,4,8,20,8,16,61,20,0,12
2019,4,4,13,36,8,82,61,45,20,36,4,4,16,28,4,8,8,8,0,41,12,4,12
2019,4,4,14,36,4,94,86,24,8,77,8,8,20,4,4,8,24,0,4,36,16,4,4
2019,4,4,15,16,4,122,110,12,24,77,16,4,12,20,4,12,45,0,4,41,8,8,45
2019,4,4,16,28,24,69,86,8,8,69,0,12,8,4,8,8,69,8,16,73,8,8,53
2019,4,4,17,24,4,28,98,8,12,77,8,45,16,16,4,16,45,12,8,61,12,4,8
2019,4,4,18,20,8,28,118,4,8,36,12,12,20,8,4,24,28,12,16,77,8,0,45
2019,4,4,19,36,16,41,82,8,20,139,16,16,49,20,16,49,28,16,12,98,20,12,41
2019,4,4,20,8,12,32,69,16,41,143,36,12,28,61,12,49,61,16,20,73,36,12,24
2019,4,4,21,24,20,41,45,20,24,90,36,16,12,24,4,16,45,0,16,94,24,20,41
2019,4,4,22,24,8,90,36,16,12,53,77,41,12,36,28,36,49,12,16,69,24,8,12
2019,4,4,23,41,20,82,41,8,41,24,65,53,16,20,16,32,65,20,20,82,32,8,8
2019,4,4,24,16,12,172,65,53,28,32,69,61,32,4,16,12,73,20,20,114,8,0,4
2019,4,5,1,16,8,442,57,28,36,41,45,69,36,12,8,16,98,8,41,77,12,4,4
2019,4,5,2,49,20,393,69,28,143,28,49,61,82,16,20,20,77,8,32,73,28,8,28
2019,4,5,3,86,12,1111,49,41,180,82,41,57,151,32,24,28,32,8,36,77,36,4,53
2019,4,5,4,180,8,1467,57,118,209,57,49,16,110,24,69,16,57,0,24,94,49,4,24
2019,4,5,5,418,20,856,69,139,237,127,49,24,229,73,53,4,53,4,12,36,8,0,57
2019,4,5,6,266,12,1045,233,274,405,139,118,16,463,86,24,20,45,4,36,69,12,0,94
2019,4,5,7,405,20,1176,418,61,2562,90,98,20,270,24,49,32,41,61,28,53,16,8,151
2019,4,5,8,409,32,836,393,143,1201,118,131,36,418,28,20,41,82,61,61,90,20,16,180
2019,4,5,9,385,20,1475,241,590,1475,139,86,49,295,61,24,28,200,36,36,114,41,12,151
2019,4,5,10,729,32,770,172,1873,3177,164,61,32,377,73,24,28,225,16,53,53,65,8,184
2019,4,5,11,266,16,303,172,3189,1767,57,45,20,86,12,20,20,147,4,69,155,41,12,49
2019,4,5,12,57,16,250,86,811,696,49,8,36,82,16,16,0,110,16,32,204,69,20,24
2019,4,5,13,24,24,90,98,176,274,41,12,53,106,16,28,41,110,28,32,184,118,20,65
2019,4,5,14,28,41,229,86,53,102,12,45,69,53,57,16,32,180,16,65,258,32,8,28
2019,4,5,15,36,77,319,57,28,45,20,86,57,110,69,32,24,262,20,73,340,28,41,49
2019,4,5,16,53,61,319,122,32,32,98,164,77,127,135,0,41,282,4,53,287,12,8,8
2019,4,5,17,53,57,405,311,41,24,168,69,49,69,155,16,28,217,4,45,147,12,12,24
2019,4,5,18,24,53,401,397,106,225,168,53,77,41,192,0,16,168,4,20,131,24,4,61
2019,4,5,19,90,20,270,401,135,323,200,204,73,131,94,12,4,139,16,16,254,53,4,225
2019,4,5,20,164,36,295,574,164,299,118,237,86,172,65,36,20,180,28,45,282,45,12,53
2019,4,5,21,209,41,463,278,102,213,151,274,102,172,36,73,49,315,36,57,323,61,12,4
2019,4,5,22,209,57,528,348,77,299,147,155,86,176,32,57,32,364,4,36,319,57,12,127
2019,4,5,23,364,32,537,508,98,664,131,147,155,184,229,65,36,332,12,98,328,28,16,446
2019,4,5,24,496,49,778,635,204,4067,139,118,180,139,159,94,16,606,12,82,266,24,24,508
2019,4,6,1,180,73,1750,1787,438,6240,147,118,172,176,12,311,32,631,20,135,385,49,16,430
2019,4,6,2,549,53,1906,3976,254,3320,131,102,65,368,24,118,204,623,65,118,332,127,24,69
2019,4,6,3,2644,98,3849,5629,319,1660,122,82,49,446,4,61,159,557,159,12,118,94,36,127
2019,4,6,4,3890,151,4305,1996,192,1533,110,90,24,307,8,164,180,1767,225,32,155,73,16,348
2019,4,6,5,2841,61,2550,2964,225,885,135,114,24,639,4,291,274,2841,127,151,106,94,4,270
2019,4,6,6,3427,28,3025,2824,229,1025,131,254,41,467,49,266,446,1488,122,73,69,77,24,291
2019,4,6,7,2271,86,2250,1316,102,688,122,188,98,578,77,98,200,918,90,32,98,82,8,209
2019,4,6,8,1041,77,1172,1078,131,348,176,94,49,672,57,172,114,516,110,24,122,98,127,147
2019,4,6,9,164,106,1717,688,77,266,188,49,53,471,32,65,94,418,36,45,94,49,225,168
2019,4,6,10,496,53,1045,574,77,225,213,82,32,229,4,90,94,405,77,16,159,53,94,135
2019,4,6,11,319,98,803,545,114,225,204,77,45,172,20,90,73,282,102,45,86,36,20,122
2019,4,6,12,217,82,803,528,57,168,282,82,73,98,16,98,45,180,49,57,184,77,8,69
2019,4,6,13,225,49,619,282,73,82,159,53,73,73,28,41,28,287,65,28,200,41,8,106
2019,4,6,14,69,61,508,106,61,77,307,49,106,143,45,57,57,225,45,41,139,41,12,98
2019,4,6,15,69,86,254,86,49,98,204,110,82,241,41,53,20,356,65,90,209,57,8,69
2019,4,6,16,49,77,233,147,36,41,122,151,143,114,41,36,36,340,135,32,168,86,8,65
2019,4,6,17,86,110,291,172,20,57,127,155,73,258,49,32,110,364,139,36,151,53,0,82
2019,4,6,18,49,131,299,94,16,61,118,258,90,213,61,69,82,233,176,49,229,82,4,213
2019,4,6,19,28,45,254,106,57,57,69,328,131,200,45,57,32,278,82,32,172,57,0,209
2019,4,6,20,45,12,254,69,12,41,53,86,118,135,24,36,69,131,98,77,155,69,0,192
2019,4,6,21,73,16,250,106,28,49,53,41,127,188,139,49,82,147,131,57,168,114,20,90
2019,4,6,22,49,16,282,61,106,77,98,73,57,204,77,36,41,139,168,49,217,184,24,168
2019,4,6,23,53,12,340,49,69,69,53,69,45,143,20,82,45,155,295,61,143,86,32,184
2019,4,6,24,45,8,430,77,41,65,57,143,41,135,65,73,12,98,274,24,110,131,28,266
2019,4,7,1,49,4,434,135,28,86,118,147,41,61,61,45,28,106,291,45,114,114,16,151
2019,4,7,2,57,16,295,77,16,61,65,127,28,86,73,28,168,49,118,20,155,98,41,135
2019,4,7,3,57,8,266,61,45,94,159,213,41,131,90,114,143,73,65,28,151,65,16,106
2019,4,7,4,106,8,159,65,36,90,114,180,32,106,77,127,118,45,82,86,172,86,24,86
2019,4,7,5,69,12,114,77,73,86,196,250,77,65,118,159,82,49,49,90,172,131,8,86
2019,4,7,6,41,4,131,65,57,127,229,196,49,77,114,77,94,41,28,180,159,139,4,77
2019,4,7,7,8,16,143,102,69,188,254,287,57,77,94,73,164,57,61,114,291,106,16,139
2019,4,7,8,8,0,114,192,77,315,270,151,90,200,237,57,229,106,377,90,159,168,32,122
2019,4,7,9,4,20,90,168,127,442,274,229,118,131,86,86,28,102,287,98,164,118,28,139
2019,4,7,10,16,12,82,176,98,586,180,114,65,188,106,135,53,188,245,65,127,102,16,209
2019,4,7,11,36,20,131,168,168,783,114,139,65,204,90,184,36,295,209,57,192,86,20,266
2019,4,7,12,20,36,127,114,57,442,106,45,57,98,82,291,65,295,114,69,184,53,24,192
2019,4,7,13,24,16,122,127,57,200,102,65,53,168,122,131,53,266,41,61,245,73,36,176
2019,4,7,14,45,24,65,77,49,147,69,98,53,155,118,73,69,188,28,32,164,61,24,155
2019,4,7,15,16,4,192,131,110,184,118,131,49,135,69,135,69,209,53,73,192,94,16,172
2019,4,7,16,24,41,233,114,98,164,204,94,86,102,94,106,49,307,114,65,176,102,4,184
2019,4,7,17,16,16,184,118,94,131,164,122,110,106,73,77,45,225,77,36,270,77,12,110
2019,4,7,18,28,24,110,110,41,159,114,172,122,192,155,69,86,241,155,45,217,110,8,36
2019,4,7,19,28,12,110,57,77,53,94,217,98,159,164,200,209,287,184,45,204,69,12,57
2019,4,7,20,49,8,82,65,28,90,41,188,188,172,102,155,90,217,106,49,127,86,24,159
2019,4,7,21,12,0,86,49,32,49,32,106,36,164,45,118,73,118,86,41,241,65,28,328
2019,4,7,22,8,4,131,65,28,28,28,98,36,82,36,4,73,69,98,20,209,122,16,274
2019,4,7,23,16,0,69,110,36,73,16,57,28,69,8,0,94,57,69,20,106,102,4,192
2019,4,7,24,12,0,36,110,20,36,28,90,36,65,12,0,36,45,114,4,41,57,0,82
2019,4,8,1,0,0,12,53,24,36,36,127,24,77,8,4,41,82,57,20,57,41,0,82
2019,4,8,2,8,20,90,61,118,82,36,102,24,57,32,0,98,65,61,12,57,8,0,45
2019,4,8,3,4,0,82,73,553,122,8,122,32,65,32,12,82,106,57,32,73,16,16,45
2019,4,8,4,12,20,28,143,889,131,98,36,36,86,12,4,53,90,32,0,61,4,4,41
2019,4,8,5,0,8,53,348,1697,241,102,53,16,41,8,0,77,139,24,16,86,12,4,57
2019,4,8,6,4,8,139,537,1877,696,118,16,12,61,20,16,61,90,8,12,57,12,4,12
2019,4,8,7,4,8,147,910,1287,713,69,36,24,12,32,4,4,69,4,4,36,0,0,4
2019,4,8,8,0,8,176,500,1094,930,53,49,0,0,24,4,0,61,0,0,0,0,4,4
2019,4,8,9,0,4,122,635,688,910,65,20,12,0,4,8,0,4,0,4,0,0,0,0
2019,4,8,10,4,0,98,553,405,988,20,36,4,16,12,0,0,12,0,12,0,0,0,4
2019,4,8,11,4,24,20,561,459,996,49,41,0,41,8,0,4,12,0,0,12,4,0,8
2019,4,8,12,12,8,49,360,151,1266,143,131,16,20,8,4,12,28,0,4,24,0,0,8
2019,4,8,13,0,16,12,299,135,1521,122,102,16,16,20,4,8,57,4,0,45,12,0,8
2019,4,8,14,4,4,8,200,135,778,118,69,20,12,41,8,41,69,4,0,53,0,0,20
2019,4,8,15,16,4,20,135,114,537,77,237,36,28,12,45,73,86,12,12,28,8,8,41
2019,4,8,16,12,4,12,151,90,639,77,155,28,41,41,12,61,53,36,8,77,24,4,12
2019,4,8,17,4,12,20,147,106,623,65,49,8,8,28,8,28,53,8,4,69,4,0,32
2019,4,8,18,12,8,8,114,65,524,61,4,0,12,12,0,8,0,8,0,24,24,4,49
2019,4,8,19,16,0,28,114,32,553,127,24,0,8,0,0,4,4,16,0,0,0,0,8
2019,4,8,20,41,0,73,41,86,274,36,82,0,0,8,0,0,4,20,0,0,12,0,24
2019,4,8,21,32,4,82,16,20,-9998,0,28,12,0,0,0,0,4,32,0,8,0,0,16
2019,4,8,22,16,16,20,8,0,57,0,4,0,0,0,0,0,4,16,0,0,4,0,12
2019,4,8,23,4,0,0,4,4,0,4,0,0,0,4,0,0,0,8,0,0,0,0,4
2019,4,8,24,0,0,4,0,49,4,0,0,0,4,8,0,4,0,0,0,0,4,0,0
2019,4,9,1,0,0,41,0,49,57,32,0,0,0,4,0,0,12,0,0,0,0,0,0
2019,4,9,2,0,0,69,41,36,110,45,12,0,0,12,0,0,0,0,0,0,0,0,0
2019,4,9,3,4,0,114,98,61,213,16,16,0,8,57,0,0,4,0,4,4,0,0,0
2019,4,9,4,8,4,65,164,36,537,24,8,16,36,16,0,0,0,0,8,16,4,0,4
2019,4,9,5,36,0,90,110,20,348,4,16,8,82,8,4,20,16,0,4,32,12,0,8
2019,4,9,6,32,0,172,385,36,401,0,8,20,61,0,4,16,16,4,24,41,20,0,24
2019,4,9,7,49,12,389,364,16,500,0,16,12,45,8,45,36,20,28,20,24,53,4,65
2019,4,9,8,12,16,336,389,20,155,32,12,12,221,12,20,45,106,20,16,20,49,8,41
2019,4,9,9,32,24,213,360,20,102,16,8,12,122,16,16,8,65,4,12,41,20,4,82
2019,4,9,10,28,8,270,159,24,102,36,0,8,102,24,12,16,57,8,16,45,49,8,45
2019,4,9,11,45,41,233,77,41,164,20,12,0,90,8,8,24,90,0,24,8,82,8,102
2019,4,9,12,28,16,250,217,8,135,41,4,4,53,8,4,28,82,8,20,32,82,8,36
2019,4,9,13,16,12,143,94,0,61,28,4,12,61,8,0,12,98,4,4,57,49,8,24
2019,4,9,14,41,65,118,77,12,82,65,4,20,28,0,0,12,122,8,24,53,41,12,28
2019,4,9,15,16,65,135,16,12,49,57,8,8,45,12,0,24,90,0,16,49,57,4,32
2019,4,9,16,16,77,114,24,24,36,45,8,8,57,8,4,41,77,12,12,53,57,4,36
2019,4,9,17,4,65,61,8,32,24,8,16,8,41,16,12,41,57,4,8,69,73,12,28
2019,4,9,18,8,20,65,45,20,8,28,8,8,45,0,8,28,53,8,4,86,57,4,24
2019,4,9,19,4,4,41,32,53,32,16,8,12,32,4,4,12,94,53,8,57,32,4,32
2019,4,9,20,28,8,61,16,32,16,36,4,16,45,0,20,8,69,57,0,45,32,12,36
2019,4,9,21,4,12,20,45,8,12,8,4,8,4,12,16,4,102,20,0,41,12,4,20
2019,4,9,22,8,12,20,16,4,24,4,12,24,41,12,36,24,61,61,8,36,16,4,32
2019,4,9,23,8,8,24,24,4,20,8,12,4,8,16,12,53,69,28,0,16,8,0,32
2019,4,9,24,20,20,28,28,4,32,8,20,16,12,24,28,61,57,0,12,28,12,4,16
2019,4,10,1,12,12,28,8,8,45,20,16,12,8,16,28,28,32,0,8,32,4,0,24
2019,4,10,2,8,8,16,8,4,49,49,20,16,12,4,24,49,20,12,0,24,4,4,16
2019,4,10,3,12,16,16,8,4,8,24,16,24,16,20,12,53,24,8,12,28,0,0,12
2019,4,10,4,28,0,24,8,0,16,49,4,4,4,20,4,16,28,28,4,8,20,0,16
2019,4,10,5,24,12,12,0,28,12,45,24,24,4,4,16,24,41,8,4,41,4,0,4
2019,4,10,6,20,20,12,0,28,8,61,12,0,8,24,8,0,32,8,0,12,4,0,0
2019,4,10,7,20,4,16,16,8,77,20,0,0,0,4,0,0,8,0,4,0,20,4,4
2019,4,10,8,16,0,28,20,16,-9998,0,4,8,-9998,8,4,0,0,0,0,0,0,4,0
2019,4,10,9,0,4,4,0,4,,-9998,4,0,-9998,4,0,0,0,0,0,0,4,0,0
2019,4,10,10,0,0,0,-9998,-9998,,-9998,0,0,-9998,-9998,0,0,0,0,0,4,4,0,0
2019,4,10,11,4,0,0,-9998,-9998,,-9998,-9998,0,-9998,-9998,0,8,0,0,0,0,4,0,0
2019,4,10,12,0,0,4,-9998,-9998,,-9998,-9998,0,-9998,-9998,0,0,0,0,-9998,4,0,0,0
2019,4,10,13,0,0,0,-9998,-9998,,-9998,-9998,0,-9998,-9998,0,4,4,0,0,0,0,0,0
2019,4,10,14,4,0,0,-9998,-9998,,-9998,0,0,-9998,-9998,0,4,0,0,4,0,4,0,0
2019,4,10,15,0,0,16,-9998,-9998,,-9998,0,0,-9998,-9998,0,0,0,0,-9998,0,4,0,0
2019,4,10,16,0,0,0,-9998,-9998,,-9998,0,0,-9998,-9998,0,0,4,0,-9998,0,0,0,0
2019,4,10,17,0,0,0,-9998,-9998,,-9998,0,-9998,-9998,-9998,0,0,0,0,-9998,0,0,0,90
2019,4,10,18,0,0,4,-9998,-9998,,-9998,0,-9998,-9998,-9998,0,8,0,0,-9998,0,0,0,28
2019,4,10,19,0,0,4,-9998,-9998,,-9998,-9998,-9998,-9998,-9998,0,0,0,12,-9998,24,4,0,0
2019,4,10,20,0,0,0,-9998,-9998,,-9998,-9998,-9998,0,-9998,0,0,0,0,-9998,0,0,0,0
2019,4,10,21,0,0,0,0,-9998,,-9998,-9998,0,-9998,-9998,0,0,0,0,8,0,0,0,0
2019,4,10,22,0,0,0,0,-9998,,-9998,-9998,0,0,32,0,0,0,0,4,4,0,0,4
2019,4,10,23,0,0,0,0,-9998,,0,4,0,0,4,0,0,0,0,0,4,0,0,0
2019,4,10,24,0,0,0,0,-9998,,4,4,0,0,0,0,0,0,0,0,0,4,0,4
2019,4,11,1,0,0,0,0,-9998,,0,0,0,0,0,0,0,4,0,0,0,0,0,4
2019,4,11,2,0,0,0,0,-9998,,4,0,0,12,0,0,0,0,0,0,0,0,0,8
2019,4,11,3,0,4,4,0,-9998,,4,0,0,0,0,0,4,0,0,0,0,0,0,0
2019,4,11,4,0,0,0,0,12,,0,0,0,0,8,0,0,0,0,0,0,4,0,0
2019,4,11,5,0,0,0,4,0,,4,0,0,0,8,0,0,0,0,0,0,0,0,0
2019,4,11,6,0,0,0,0,0,,0,0,0,12,8,0,0,0,0,0,0,0,0,0
2019,4,11,7,0,0,16,24,12,,12,8,0,118,24,8,0,4,12,16,16,12,4,16
2019,4,11,8,4,12,57,49,53,,12,4,4,36,12,4,4,8,12,12,24,49,12,20
2019,4,11,9,0,4,77,82,69,,20,0,20,57,0,12,8,36,0,12,32,4,0,65
2019,4,11,10,4,0,114,98,24,,4,12,12,36,12,8,8,49,4,8,45,12,4,16
2019,4,11,11,4,20,94,49,16,,4,16,4,32,0,16,8,147,4,4,28,32,0,45
2019,4,11,12,0,4,77,49,4,,20,8,0,16,4,12,28,118,4,0,24,24,8,32
2019,4,11,13,16,8,36,16,4,,12,24,4,28,0,12,36,209,16,4,0,36,4,12
2019,4,11,14,0,20,45,41,0,,12,20,16,16,4,16,12,131,4,8,28,28,0,16
2019,4,11,15,0,16,28,49,8,,8,16,0,20,4,8,16,118,8,0,16,28,4,8
2019,4,11,16,0,16,41,12,8,,4,16,0,32,0,12,24,57,12,0,16,12,0,24
2019,4,11,17,4,8,20,20,4,,8,4,4,4,0,8,20,53,12,0,8,12,0,36
2019,4,11,18,0,4,4,0,8,,16,0,0,20,0,8,24,16,12,0,16,4,4,32
2019,4,11,19,0,12,28,24,4,,16,0,4,0,0,12,28,24,12,8,12,8,4,16
2019,4,11,20,8,8,12,12,16,,8,4,4,4,0,8,24,28,4,0,12,4,4,8
2019,4,11,21,0,0,0,28,4,,8,0,4,4,0,0,20,32,12,8,12,8,0,8
2019,4,11,22,0,4,12,12,12,,12,4,8,0,4,8,16,24,8,4,16,0,0,4
2019,4,11,23,0,0,16,20,0,,0,12,0,0,8,0,8,12,8,4,49,8,0,4
2019,4,11,24,4,0,12,28,0,,4,20,0,4,0,8,12,16,4,0,8,0,0,4
2019,4,12,1,0,0,12,20,8,,0,16,0,4,0,8,8,20,12,4,8,4,0,4
2019,4,12,2,0,4,4,24,0,,0,36,8,12,4,0,4,12,0,4,12,4,4,12
2019,4,12,3,0,8,24,20,4,,4,8,0,4,4,4,4,8,0,8,4,0,4,4
2019,4,12,4,8,0,20,8,4,,12,4,8,8,8,4,12,4,0,0,4,0,0,16
2019,4,12,5,0,0,4,0,0,,12,16,4,32,4,12,16,20,4,0,8,4,0,12
2019,4,12,6,0,0,24,0,0,,16,4,4,20,8,4,8,16,12,0,24,0,0,8
2019,4,12,7,8,4,45,20,12,,8,16,12,12,8,0,4,4,8,4,16,4,0,8
2019,4,12,8,0,4,20,12,4,,12,45,8,16,0,16,4,8,4,0,20,4,0,12
2019,4,12,9,0,0,12,36,4,,4,28,8,20,4,12,8,49,4,8,8,8,0,16
2019,4,12,10,16,20,8,20,32,,4,32,12,4,20,8,8,12,0,16,20,12,0,0
2019,4,12,11,12,36,28,20,4,,0,8,16,16,8,0,24,24,20,4,4,4,8,4
2019,4,12,12,8,16,16,41,24,,4,12,8,0,8,0,36,53,0,8,16,8,4,4
2019,4,12,13,4,8,4,20,8,,16,8,4,16,4,4,12,53,0,4,32,0,4,4
2019,4,12,14,8,20,8,12,32,,8,20,8,0,12,12,4,32,12,8,8,0,0,0
2019,4,12,15,8,16,4,36,20,,12,4,8,12,12,4,8,24,0,4,28,0,0,8
2019,4,12,16,8,4,4,32,20,,12,16,4,0,8,12,20,41,4,4,16,8,0,8
2019,4,12,17,4,20,0,45,16,,12,4,12,4,16,4,20,28,0,12,20,12,0,0
2019,4,12,18,4,4,4,61,28,,28,8,4,20,4,4,16,20,20,0,8,16,4,20
2019,4,12,19,16,4,12,49,24,,28,8,20,16,8,8,24,32,12,4,28,12,0,16
2019,4,12,20,16,16,24,24,12,,45,36,8,20,4,4,8,45,8,16,20,12,4,16
2019,4,12,21,0,0,16,36,28,,12,20,8,16,20,0,0,53,0,4,32,0,0,12
2019,4,12,22,8,24,20,20,12,,28,24,8,8,16,4,8,45,0,8,41,8,0,41
2019,4,12,23,12,8,28,16,4,,8,16,20,0,28,16,12,28,0,12,65,8,12,12
2019,4,12,24,0,0,20,28,12,,4,16,0,0,16,12,0,16,0,20,12,12,0,16
2019,4,13,1,24,8,32,16,4,,12,16,12,0,16,4,0,20,0,4,16,12,0,16
2019,4,13,2,12,12,41,24,4,,4,20,4,4,4,12,16,24,0,4,8,4,0,36
2019,4,13,3,4,8,36,16,4,,0,12,12,20,12,12,8,24,0,4,8,8,4,12
2019,4,13,4,8,0,53,32,0,,0,16,0,4,0,4,12,24,4,12,24,12,0,20
2019,4,13,5,4,0,20,28,0,,4,0,8,8,0,12,16,24,0,8,12,0,0,0
2019,4,13,6,8,8,16,24,8,,0,8,8,4,4,0,8,41,0,4,12,0,0,4
2019,4,13,7,4,8,36,36,12,,12,12,4,16,12,12,20,28,8,4,8,8,4,8
2019,4,13,8,16,0,24,28,20,,0,4,0,20,8,4,16,45,4,12,28,4,4,12
2019,4,13,9,16,12,16,24,12,,8,8,8,32,4,20,36,49,8,0,12,12,4,8
2019,4,13,10,36,12,24,16,41,,8,0,4,4,4,28,32,32,8,4,20,12,0,16
2019,4,13,11,0,16,4,8,20,,8,8,12,16,41,16,36,49,16,8,32,8,4,20
2019,4,13,12,0,24,0,28,20,,4,12,12,24,16,4,4,28,20,4,8,4,0,0
2019,4,13,13,12,8,4,8,53,,12,12,8,12,4,8,0,49,8,12,12,0,4,0
2019,4,13,14,20,20,4,24,65,,16,4,4,12,8,16,8,16,16,8,36,4,0,8
2019,4,13,15,4,12,4,45,28,,20,4,28,4,20,36,8,41,8,4,36,12,0,8
2019,4,13,16,12,8,4,45,4,,20,4,41,20,8,20,12,45,4,0,20,4,4,4
2019,4,13,17,4,20,4,32,8,,28,16,12,12,4,16,8,36,8,4,45,8,4,8
2019,4,13,18,8,12,8,61,4,,24,24,24,20,28,12,12,16,8,24,57,28,0,0
2019,4,13,19,0,4,8,28,12,,77,28,20,12,0,4,4,16,12,4,20,12,0,0
2019,4,13,20,16,20,12,20,20,,57,8,8,4,24,8,0,8,28,0,45,0,0,8
2019,4,13,21,4,8,4,180,4,,32,20,8,20,12,16,4,12,8,12,36,0,4,4
2019,4,13,22,16,0,4,12,16,,28,24,12,16,0,8,8,16,0,4,41,8,4,0
2019,4,13,23,12,0,28,28,12,,28,8,4,8,4,4,8,4,0,0,4,12,8,4
2019,4,13,24,0,0,41,24,12,,73,8,12,24,12,0,8,12,0,12,49,4,4,4
2019,4,14,1,4,0,41,8,16,,41,4,8,28,4,12,8,20,0,8,69,8,0,4
2019,4,14,2,0,4,65,8,20,,65,4,8,24,4,0,8,24,0,4,49,8,0,20
2019,4,14,3,0,4,98,4,12,,122,24,32,86,16,4,0,32,4,28,32,12,0,32
2019,4,14,4,4,0,118,4,20,,122,28,16,82,24,4,4,20,0,32,45,4,4,4
2019,4,14,5,0,4,86,20,114,,155,24,12,69,28,16,0,8,0,12,49,4,0,41
2019,4,14,6,0,4,65,12,36,,180,57,41,77,36,4,0,8,0,20,69,20,0,49
2019,4,14,7,16,0,32,12,82,,159,24,28,69,32,24,16,12,4,53,69,8,4,32
2019,4,14,8,12,4,28,82,118,,155,20,28,90,69,53,16,69,20,36,36,20,0,41
2019,4,14,9,8,0,28,82,110,,94,57,12,77,24,4,0,24,28,28,45,16,0,45
2019,4,14,10,32,24,20,77,241,,65,41,12,61,53,4,12,41,4,65,41,20,0,53
2019,4,14,11,16,8,36,61,254,,65,41,28,65,12,24,8,20,12,28,143,12,4,49
2019,4,14,12,8,4,12,65,57,,53,24,82,139,16,8,4,69,0,41,102,16,0,24
2019,4,14,13,0,4,20,86,16,,20,77,45,118,32,0,8,45,4,16,106,24,8,32
2019,4,14,14,4,8,12,36,20,,77,73,28,45,41,4,4,20,4,8,65,12,0,24
2019,4,14,15,4,20,12,49,4,,90,73,16,24,41,4,4,45,0,16,69,0,0,8
2019,4,14,16,28,12,20,118,12,,135,73,32,28,49,16,4,41,0,16,69,0,0,8
2019,4,14,17,4,12,45,90,12,,319,20,8,24,12,8,4,24,4,0,41,4,0,4
2019,4,14,18,8,16,57,41,28,,139,36,4,8,28,0,12,24,16,4,36,4,0,4
2019,4,14,19,12,0,20,16,12,,82,16,4,16,0,0,8,12,0,0,61,8,4,0
2019,4,14,20,0,0,0,12,28,,61,41,12,12,8,4,4,8,0,0,32,0,0,0
2019,4,14,21,0,0,0,41,24,,86,20,4,4,4,0,0,0,0,4,24,4,0,0
2019,4,14,22,0,0,0,8,8,,36,24,4,8,4,0,0,0,0,0,16,0,0,0
2019,4,14,23,0,0,0,0,16,,41,4,0,0,12,0,0,0,4,0,4,0,0,0
2019,4,14,24,0,8,0,0,4,,4,0,0,12,8,4,4,0,0,0,32,0,0,0
2019,4,15,1,0,0,0,0,0,,16,4,4,8,4,0,0,4,0,0,12,0,8,0
2019,4,15,2,0,0,0,0,0,,12,0,0,12,0,0,4,0,0,4,20,0,0,8
2019,4,15,3,0,0,0,0,0,,20,0,4,16,8,0,0,0,0,0,4,0,0,0
2019,4,15,4,0,0,0,0,0,,4,12,0,61,4,0,0,0,0,4,8,0,0,0
2019,4,15,5,0,0,0,0,0,,16,24,4,24,16,0,0,0,0,0,0,0,0,0
2019,4,15,6,0,0,4,0,8,,8,12,0,65,16,0,0,0,0,0,0,0,0,0
2019,4,15,7,0,4,0,8,12,,8,16,8,32,4,4,0,0,0,0,16,0,4,0
2019,4,15,8,0,0,0,8,155,,131,8,12,102,45,0,4,0,4,8,53,0,16,12
2019,4,15,9,8,4,24,278,299,,229,4,8,106,45,16,0,16,0,8,12,28,4,49
2019,4,15,10,8,4,1135,1984,69,,114,86,4,131,8,4,20,24,0,20,49,4,0,16
2019,4,15,11,86,24,3169,1172,61,,204,24,8,250,16,12,122,24,8,49,77,20,0,4
2019,4,15,12,164,24,1316,635,94,,98,28,36,110,8,49,82,90,8,45,94,28,4,20
2019,4,15,13,98,12,783,172,53,,184,41,16,106,24,20,82,106,16,20,94,36,12,12
2019,4,15,14,102,8,389,127,28,,147,53,24,77,20,16,86,61,24,32,86,45,24,24
2019,4,15,15,16,12,315,94,36,,98,82,32,110,16,32,61,118,0,16,131,61,4,24
2019,4,15,16,24,24,237,45,32,,69,69,36,143,24,32,65,237,36,41,131,127,12,0
2019,4,15,17,28,41,151,61,16,,45,41,12,86,20,32,139,221,49,24,122,114,12,12
2019,4,15,18,16,32,69,69,0,28,86,12,8,86,0,16,77,164,57,32,106,147,4,53
2019,4,15,19,8,36,102,73,16,32,41,12,8,45,12,24,57,254,53,8,57,69,8,131
2019,4,15,20,16,12,82,12,12,8,49,20,8,28,8,8,57,192,135,12,102,61,24,147
2019,4,15,21,8,8,77,24,0,20,53,24,4,49,0,0,28,122,118,4,73,41,0,77
2019,4,15,22,12,0,94,20,12,36,32,8,4,28,24,4,49,98,57,0,61,36,20,53
2019,4,15,23,16,8,36,41,4,24,8,8,0,36,8,4,24,16,49,4,28,45,8,49
