年,月,日,時,水戸石川一般環境大気測定局,独立行政法人国立環境研究所,日立市消防本部,宇都宮市中央生涯学習センター,栃木県庁那須庁舎,日光市役所第４庁舎,群馬県衛生環境研究所,館林保健福祉事務所,さいたま市役所,飯能市役所,熊谷市保健センター,東邦大学,千葉県環境研究センター,印旛健康福祉センター成田支所,君津市糠田測定局,東京都多摩小平保健所,新宿区役所第二分庁舎,神奈川県庁第二分庁舎,川崎生命科学・環境研究センター,神奈川県環境科学センター
2019,3,13,24,196,20,73,98,20,319,4,180,57,24,0,36,16,90,131,94,69,98,4,4
2019,3,14,1,36,24,65,69,20,254,45,16,53,65,0,8,32,20,135,49,102,12,8,0
2019,3,14,2,90,0,98,32,49,147,49,24,32,98,20,20,61,41,65,41,102,8,0,8
2019,3,14,3,57,16,135,32,65,49,41,28,16,65,12,106,61,61,24,28,32,4,0,36
2019,3,14,4,45,8,102,28,28,86,16,45,36,49,20,77,36,45,8,4,28,12,4,12
2019,3,14,5,65,12,69,49,16,16,16,57,61,53,8,36,20,127,16,41,36,4,4,8
2019,3,14,6,36,12,82,86,4,61,49,45,12,61,8,24,0,82,4,41,28,0,4,4
2019,3,14,7,53,12,114,114,8,94,24,12,4,73,0,16,4,110,24,12,32,0,0,12
2019,3,14,8,32,8,127,122,8,147,61,8,0,90,8,16,16,32,8,4,16,4,0,12
2019,3,14,9,57,8,94,430,4,245,159,12,16,77,4,4,32,32,12,16,8,4,8,24
2019,3,14,10,233,12,237,463,41,295,229,61,8,28,4,4,8,45,8,12,8,4,4,8
2019,3,14,11,200,16,487,250,45,147,114,86,24,45,16,4,12,32,12,0,20,24,20,20
2019,3,14,12,122,16,947,102,41,73,110,57,45,90,32,4,12,45,4,28,12,8,8,4
2019,3,14,13,61,16,1156,110,16,61,299,36,28,139,24,16,4,45,8,57,114,8,0,8
2019,3,14,14,98,24,664,102,41,102,270,61,20,143,8,36,24,82,16,65,118,20,0,4
2019,3,14,15,73,36,430,69,28,127,204,41,24,143,8,57,61,90,28,53,57,41,0,8
2019,3,14,16,98,12,409,65,16,172,307,90,32,139,12,53,53,151,28,20,135,32,4,12
2019,3,14,17,45,36,221,77,20,147,332,98,32,135,28,151,12,188,53,41,139,20,4,24
2019,3,14,18,20,20,164,147,20,147,241,180,106,282,53,131,90,274,164,49,151,36,20,16
2019,3,14,19,28,20,139,114,24,135,184,196,131,266,57,94,90,405,106,61,295,69,0,28
2019,3,14,20,24,16,127,102,16,143,98,393,102,241,139,94,28,418,61,45,225,86,16,36
2019,3,14,21,41,8,110,139,32,73,82,274,106,328,53,155,164,307,12,12,229,164,12,250
2019,3,14,22,36,28,159,159,24,241,98,98,45,328,61,82,188,180,4,20,196,135,16,102
2019,3,14,23,24,0,98,196,41,295,41,237,45,184,16,12,147,61,16,24,127,114,41,98
2019,3,14,24,24,8,82,102,53,155,28,159,4,114,8,49,127,53,28,28,94,41,16,82
2019,3,15,1,65,16,65,127,28,98,28,102,20,73,0,114,106,82,77,12,73,49,8,65
2019,3,15,2,20,24,53,86,32,106,4,200,20,53,4,94,114,143,86,49,61,28,8,131
2019,3,15,3,20,28,73,77,4,61,8,53,12,28,4,155,155,262,135,73,28,28,0,118
2019,3,15,4,53,28,77,118,8,86,12,24,8,32,8,114,168,245,106,77,20,16,12,168
2019,3,15,5,24,8,57,77,24,49,16,28,12,8,4,28,94,86,77,20,28,20,4,229
2019,3,15,6,16,16,16,61,12,61,12,12,0,24,4,8,49,94,36,4,20,24,0,143
2019,3,15,7,4,0,77,28,12,82,8,28,4,4,0,8,57,106,24,24,12,0,8,110
2019,3,15,8,12,12,69,41,4,73,20,24,8,32,12,16,36,86,32,12,12,12,0,143
2019,3,15,9,12,12,49,28,0,49,188,53,12,12,0,16,45,24,49,12,12,28,12,73
2019,3,15,10,12,0,28,12,8,61,32,12,16,20,12,24,12,69,28,12,24,20,12,90
2019,3,15,11,12,4,36,12,16,135,12,12,24,57,12,32,24,122,49,24,16,16,0,41
2019,3,15,12,28,12,8,77,20,159,16,20,41,8,8,32,16,98,98,16,77,12,0,16
2019,3,15,13,12,24,32,90,36,188,36,8,12,45,4,36,16,98,65,12,41,12,12,16
2019,3,15,14,0,8,36,49,32,143,45,16,32,12,8,28,0,73,12,4,49,32,0,12
2019,3,15,15,4,8,8,49,28,86,65,28,8,45,8,28,4,41,53,12,57,16,8,20
2019,3,15,16,4,12,8,65,20,41,65,28,16,16,16,4,32,69,77,8,69,16,8,24
2019,3,15,17,12,12,0,98,41,32,110,8,16,36,8,4,28,36,16,16,32,20,0,8
2019,3,15,18,12,8,16,151,32,69,176,16,0,36,16,8,20,28,32,8,8,4,0,4
2019,3,15,19,16,4,8,49,41,143,82,24,0,32,12,12,16,16,36,0,12,12,0,8
2019,3,15,20,0,8,8,32,41,574,319,24,8,16,16,0,16,28,8,20,20,8,0,0
2019,3,15,21,0,0,16,36,45,28,135,41,4,36,28,0,8,45,24,41,61,24,4,0
2019,3,15,22,4,0,24,16,8,32,110,45,12,28,24,12,16,16,28,24,53,8,4,8
2019,3,15,23,4,4,16,45,0,32,143,24,36,20,16,4,20,20,8,16,53,16,12,0
2019,3,15,24,8,0,12,28,0,16,106,36,16,32,12,4,16,24,24,49,41,16,12,24
2019,3,16,1,0,0,12,16,4,69,49,36,8,53,12,0,20,28,12,4,45,8,12,45
2019,3,16,2,4,4,69,0,4,90,65,32,8,32,20,16,8,36,12,4,28,16,16,73
2019,3,16,3,12,4,82,16,4,77,53,36,4,73,12,12,61,41,16,12,4,28,0,45
2019,3,16,4,12,4,143,20,0,45,45,57,0,36,53,28,36,49,12,28,28,28,16,86
2019,3,16,5,12,4,155,45,0,61,53,24,4,41,32,28,65,65,8,16,28,20,0,69
2019,3,16,6,24,4,200,36,16,57,45,86,0,24,16,20,24,36,36,20,16,36,16,20
2019,3,16,7,28,4,196,36,0,69,57,57,16,28,36,24,32,32,32,4,36,16,4,24
2019,3,16,8,24,4,127,65,12,110,41,73,16,73,8,16,20,28,41,12,57,28,4,24
2019,3,16,9,77,12,82,168,49,188,36,82,20,69,8,65,28,77,36,4,73,16,8,24
2019,3,16,10,20,12,118,131,65,229,49,82,8,77,20,28,73,94,16,20,102,32,4,45
2019,3,16,11,32,32,86,90,73,557,57,36,8,57,24,45,20,122,53,4,49,24,8,8
2019,3,16,12,20,12,143,41,114,475,315,49,28,32,8,36,73,188,12,20,61,12,4,12
2019,3,16,13,16,16,86,303,65,209,340,61,12,20,32,24,20,127,20,12,45,16,0,20
2019,3,16,14,8,4,86,180,106,127,270,0,16,8,8,16,98,61,20,12,65,28,8,16
2019,3,16,15,41,0,188,143,49,364,155,12,16,32,20,8,94,32,16,12,69,24,12,41
2019,3,16,16,24,0,303,409,53,1025,114,118,28,45,45,24,45,53,28,16,114,32,12,45
2019,3,16,17,73,4,262,364,41,360,102,12,20,241,49,8,20,49,57,0,24,49,4,12
2019,3,16,18,233,20,1295,233,8,541,65,32,24,135,32,0,12,143,69,32,53,20,0,24
2019,3,16,19,196,4,815,340,41,295,69,98,45,172,24,4,0,8,94,61,69,4,4,16
2019,3,16,20,291,0,553,237,77,258,36,213,8,241,4,0,32,0,12,24,32,77,8,53
2019,3,16,21,77,4,504,135,77,131,41,368,8,151,4,4,8,20,16,16,45,61,4,36
2019,3,16,22,32,8,504,299,20,110,32,53,20,65,8,16,16,155,20,4,53,16,8,49
2019,3,16,23,82,20,475,450,8,53,20,24,24,69,4,41,32,86,36,0,45,20,8,28
2019,3,16,24,135,20,237,303,8,36,20,8,4,45,0,24,57,98,36,8,16,4,4,36
2019,3,17,1,192,8,168,159,12,32,20,16,0,110,4,0,16,180,77,4,8,8,4,24
2019,3,17,2,61,0,155,118,0,32,4,20,4,65,0,4,12,82,49,4,16,8,0,12
2019,3,17,3,32,0,77,114,0,106,0,4,4,32,4,0,8,16,8,8,12,16,4,32
2019,3,17,4,32,8,65,192,4,49,8,8,4,24,0,8,16,49,4,8,8,12,4,65
2019,3,17,5,8,16,61,188,8,36,8,16,0,16,12,12,16,65,0,4,8,4,4,94
2019,3,17,6,8,4,41,131,0,41,4,8,4,16,4,65,36,61,0,8,8,4,4,32
2019,3,17,7,24,4,28,94,4,36,24,16,4,12,0,180,32,114,0,4,4,4,0,24
2019,3,17,8,49,4,45,49,8,73,24,41,8,32,16,61,24,114,4,4,16,4,4,45
2019,3,17,9,12,12,28,16,20,106,53,69,8,12,4,20,53,65,16,0,0,16,0,24
2019,3,17,10,16,12,24,28,4,98,32,20,16,12,16,12,32,73,49,0,28,16,4,36
2019,3,17,11,24,0,45,28,12,73,28,12,4,24,0,16,12,127,77,12,65,8,4,8
2019,3,17,12,28,12,4,36,12,73,16,8,12,24,12,36,12,106,16,8,24,24,4,12
2019,3,17,13,4,24,4,4,8,73,41,12,12,53,41,8,16,110,8,12,32,4,0,12
2019,3,17,14,8,4,0,53,16,180,36,32,0,69,4,16,20,98,12,20,36,16,4,20
2019,3,17,15,4,12,8,53,16,213,28,49,20,77,8,28,20,94,0,20,77,8,4,8
2019,3,17,16,8,16,24,49,32,209,32,36,20,73,4,57,8,65,4,28,65,24,4,8
2019,3,17,17,0,4,24,16,57,49,49,36,12,45,4,20,16,122,8,8,49,57,4,73
2019,3,17,18,0,4,94,45,12,77,299,20,0,32,0,20,53,24,8,4,36,28,8,82
2019,3,17,19,4,8,73,32,36,36,332,49,8,77,0,8,65,32,24,20,61,32,8,24
2019,3,17,20,28,4,315,24,118,61,332,225,12,118,4,28,12,24,49,8,36,24,0,16
2019,3,17,21,24,8,512,82,245,53,229,204,20,122,16,16,8,41,20,16,77,36,12,12
2019,3,17,22,32,32,569,217,106,106,41,77,24,151,8,28,4,90,24,8,65,45,4,94
2019,3,17,23,94,28,426,69,262,57,36,41,16,90,16,41,12,147,24,4,65,16,0,53
2019,3,17,24,69,16,377,168,53,143,8,164,4,69,12,28,65,143,4,4,32,20,4,53
2019,3,18,1,61,8,266,200,69,168,41,110,8,77,0,36,28,213,24,0,41,32,8,49
2019,3,18,2,102,12,90,127,45,102,86,77,12,49,0,61,32,266,16,16,49,8,0,65
2019,3,18,3,106,20,209,102,24,122,118,102,16,82,4,106,57,282,16,4,49,8,0,28
2019,3,18,4,106,8,184,82,45,90,53,94,16,86,12,135,24,122,32,0,41,4,0,32
2019,3,18,5,102,12,204,98,69,28,49,98,4,77,8,16,28,114,45,4,41,12,0,49
2019,3,18,6,94,12,217,28,61,69,82,139,8,98,12,32,4,65,41,24,36,4,0,65
2019,3,18,7,159,20,164,41,32,188,65,90,8,24,8,86,45,86,98,4,36,8,0,61
2019,3,18,8,65,8,106,28,65,57,106,77,8,20,4,90,49,73,28,12,24,12,0,36
2019,3,18,9,20,24,45,69,94,102,114,69,4,32,12,82,45,143,8,0,8,8,8,8
2019,3,18,10,57,8,69,45,16,45,86,20,20,49,20,49,28,127,28,8,28,12,16,28
2019,3,18,11,49,20,94,61,8,53,65,20,16,32,24,8,12,94,28,12,24,16,4,12
2019,3,18,12,32,20,36,65,28,57,32,53,12,28,8,8,8,180,32,20,28,12,0,20
2019,3,18,13,65,8,28,53,4,53,12,36,8,24,8,4,4,159,20,12,28,16,8,12
2019,3,18,14,16,8,24,73,24,24,28,20,4,20,41,8,4,41,8,0,16,12,0,24
2019,3,18,15,12,8,32,57,24,61,8,36,8,32,16,0,16,94,0,0,36,4,12,16
2019,3,18,16,24,8,45,65,45,73,41,20,0,20,4,20,24,82,45,4,41,16,12,24
2019,3,18,17,12,28,36,65,24,28,82,12,4,16,0,24,61,106,45,0,57,8,12,24
2019,3,18,18,0,20,61,36,0,49,127,24,12,20,16,20,28,24,4,8,32,12,4,8
2019,3,18,19,4,12,36,65,32,118,77,49,4,36,4,12,4,36,12,4,28,4,0,4
2019,3,18,20,36,0,90,53,57,217,69,24,4,28,20,4,0,36,16,0,20,4,4,4
2019,3,18,21,8,4,45,94,73,127,135,28,4,41,16,8,8,28,8,0,32,12,0,4
2019,3,18,22,16,4,57,53,69,106,49,41,4,12,0,4,0,16,0,0,8,0,0,0
2019,3,18,23,16,0,94,57,57,82,102,28,0,49,28,4,4,12,4,8,12,0,0,0
2019,3,18,24,8,4,36,24,45,82,118,12,12,53,12,0,4,12,0,12,8,4,0,0
2019,3,19,1,8,0,24,16,36,122,147,12,53,53,12,4,0,77,0,24,20,0,4,0
2019,3,19,2,8,4,36,20,16,135,139,28,32,45,28,4,4,24,4,20,24,0,0,0
2019,3,19,3,8,16,16,16,16,143,82,41,16,41,8,8,0,20,8,16,61,4,4,12
2019,3,19,4,0,4,45,8,8,61,94,36,12,49,49,4,4,20,12,32,77,4,0,8
2019,3,19,5,0,12,53,32,41,24,151,24,20,114,77,24,12,24,16,20,98,8,4,20
2019,3,19,6,0,12,65,57,28,41,139,45,69,69,45,36,16,32,16,53,106,24,0,36
2019,3,19,7,0,8,45,65,69,45,110,41,86,24,82,4,20,32,8,86,61,16,0,28
2019,3,19,8,28,12,65,110,73,41,122,98,77,69,49,16,12,12,53,122,32,12,8,32
2019,3,19,9,45,8,82,139,36,61,77,127,61,32,24,12,8,28,8,41,65,8,12,12
2019,3,19,10,110,28,61,53,28,28,41,69,32,53,45,32,8,110,8,49,16,16,16,12
2019,3,19,11,164,28,110,90,20,49,45,36,20,94,28,12,4,77,12,41,24,12,94,36
2019,3,19,12,118,32,77,82,12,94,24,28,24,28,32,8,4,69,4,45,24,24,4,20
2019,3,19,13,32,12,86,28,41,151,41,16,16,32,61,8,0,45,4,16,28,0,0,12
2019,3,19,14,32,0,61,36,45,110,86,41,16,69,16,12,4,24,0,12,45,12,4,8
2019,3,19,15,20,8,41,41,53,139,45,28,12,41,24,8,0,24,4,16,32,12,0,20
2019,3,19,16,20,20,49,49,8,106,20,24,20,28,20,20,12,61,20,20,53,12,0,16
2019,3,19,17,24,16,69,86,45,147,73,24,12,4,12,4,16,69,8,12,49,12,4,24
2019,3,19,18,8,49,69,32,98,180,61,24,32,16,16,24,20,114,8,24,41,12,12,16
2019,3,19,19,28,32,90,82,73,233,397,36,86,16,28,36,20,41,12,28,57,0,4,28
2019,3,19,20,32,20,204,53,348,287,1455,28,57,20,69,16,20,32,8,16,57,16,0,12
2019,3,19,21,24,4,487,188,1004,627,615,20,45,28,32,8,28,65,8,32,41,20,4,28
2019,3,19,22,12,16,606,1029,955,881,504,36,12,49,53,12,8,61,4,12,53,12,4,8
2019,3,19,23,200,12,1877,1225,692,1012,672,86,4,65,200,20,28,69,4,24,36,16,4,20
2019,3,19,24,791,32,1680,824,373,983,426,127,49,176,233,41,16,49,16,82,28,16,4,24
2019,3,20,1,701,94,1430,1012,922,713,414,254,61,122,147,110,49,32,0,61,135,36,8,16
2019,3,20,2,491,143,656,967,955,725,323,360,200,213,122,241,69,278,8,41,368,135,36,65
2019,3,20,3,147,77,430,963,422,1053,414,336,315,77,168,569,262,643,49,65,245,225,61,102
2019,3,20,4,217,36,471,860,377,979,352,319,409,98,49,414,237,459,139,73,241,168,20,65
2019,3,20,5,180,24,438,533,528,926,405,299,147,82,53,237,180,487,217,82,164,90,20,94
2019,3,20,6,217,12,553,229,340,385,278,209,118,69,77,139,176,537,114,102,139,61,4,135
2019,3,20,7,159,20,471,270,409,332,180,143,94,69,45,127,176,533,147,110,131,45,12,41
2019,3,20,8,127,77,270,348,245,508,274,250,49,278,57,229,213,606,356,61,82,61,12,98
2019,3,20,9,106,49,180,352,196,262,319,131,57,274,16,168,102,438,233,90,86,61,20,118
2019,3,20,10,69,94,90,262,114,225,143,143,69,147,53,90,131,455,41,69,143,82,4,32
2019,3,20,11,82,82,65,127,110,213,98,77,57,65,36,98,151,303,77,16,110,24,16,28
2019,3,20,12,20,41,41,139,106,250,118,28,32,45,28,20,131,245,86,41,73,8,0,24
2019,3,20,13,0,41,24,127,135,168,65,28,12,28,0,61,12,168,86,20,57,0,8,28
2019,3,20,14,12,16,53,90,53,131,45,41,36,20,20,98,0,233,45,16,53,53,16,20
2019,3,20,15,20,28,16,139,69,90,49,20,49,16,24,102,61,77,41,24,90,45,36,4
2019,3,20,16,16,16,8,131,57,65,20,16,16,16,16,16,24,155,49,28,131,36,4,12
2019,3,20,17,16,8,8,151,28,49,53,24,24,16,16,41,45,77,36,4,77,20,8,12
2019,3,20,18,12,8,28,139,57,86,49,73,32,16,16,20,28,102,69,12,90,16,12,4
2019,3,20,19,12,8,155,77,20,180,69,65,28,53,24,20,36,77,41,28,82,4,16,0
2019,3,20,20,32,12,254,86,61,143,106,57,32,16,28,4,32,86,24,8,36,12,4,8
2019,3,20,21,24,8,184,90,49,164,73,69,16,8,16,20,20,114,32,0,49,12,8,0
2019,3,20,22,57,12,57,53,65,102,69,32,8,20,32,4,16,36,8,8,20,16,8,20
2019,3,20,23,12,0,118,32,61,127,147,20,8,20,16,16,20,45,8,0,16,4,0,32
2019,3,20,24,20,8,237,57,41,168,98,24,0,24,4,4,4,32,4,12,16,8,0,61
2019,3,21,1,8,0,262,36,77,266,176,24,12,94,36,0,4,32,0,28,4,8,0,20
2019,3,21,2,12,4,94,36,65,102,209,24,0,114,24,8,16,32,12,32,4,12,0,24
2019,3,21,3,8,12,122,36,45,65,233,28,4,102,28,4,8,82,16,8,12,24,0,12
2019,3,21,4,0,8,155,32,12,57,176,20,8,82,20,4,20,53,20,16,12,4,0,8
2019,3,21,5,28,4,53,28,24,82,204,24,16,110,8,0,4,106,151,12,20,4,4,0
2019,3,21,6,127,20,155,28,16,127,295,41,53,90,28,4,53,356,82,4,94,0,0,4
2019,3,21,7,680,28,131,77,12,86,245,73,69,77,49,16,20,180,45,12,45,4,0,0
2019,3,21,8,799,8,172,28,32,110,188,49,12,98,28,4,4,53,16,20,0,4,4,4
2019,3,21,9,204,4,90,45,20,69,184,69,28,172,45,4,16,28,45,8,4,8,0,4
2019,3,21,10,12,4,32,24,28,172,127,36,16,188,24,4,28,36,53,12,41,0,20,20
2019,3,21,11,77,4,53,24,28,287,82,53,24,151,36,4,20,69,12,12,57,8,24,41
2019,3,21,12,8,12,61,32,45,446,155,69,106,106,28,8,0,49,4,28,94,0,36,20
2019,3,21,13,49,36,98,98,192,389,184,73,53,127,110,8,12,45,12,4,118,8,53,12
2019,3,21,14,90,102,692,139,82,204,180,106,20,110,106,24,20,328,12,12,86,12,36,24
2019,3,21,15,32,98,762,159,49,241,196,143,24,53,147,4,0,172,4,12,57,4,32,4
2019,3,21,16,49,86,627,192,82,168,250,28,4,36,53,0,8,102,16,0,53,4,16,12
2019,3,21,17,32,45,479,114,28,122,356,24,4,49,20,12,4,69,4,0,36,12,16,4
2019,3,21,18,16,8,348,73,69,245,631,32,4,12,8,8,0,61,0,4,36,4,16,8
2019,3,21,19,12,8,106,73,36,323,586,20,4,24,24,4,8,20,0,4,8,0,8,8
2019,3,21,20,4,0,53,12,16,315,479,41,0,8,20,0,0,12,8,0,8,4,16,4
2019,3,21,21,4,0,36,16,16,188,336,41,0,4,4,0,16,12,0,0,4,12,53,0
2019,3,21,22,8,0,41,20,24,180,307,28,0,4,12,0,8,4,12,4,12,8,4,4
2019,3,21,23,0,4,12,24,24,118,840,24,4,4,16,0,4,8,4,0,20,0,0,4
2019,3,21,24,8,4,16,36,397,135,2685,4,4,36,73,0,0,8,8,4,32,0,0,0
2019,3,22,1,24,4,82,73,491,307,873,20,4,184,151,0,0,20,0,12,41,0,8,0
2019,3,22,2,16,0,69,122,229,377,1685,36,16,90,1627,0,0,8,4,196,36,0,0,8
2019,3,22,3,0,0,135,151,102,311,1258,36,45,69,2505,0,0,20,16,196,36,4,0,0
2019,3,22,4,4,0,122,393,245,159,1250,102,94,90,1393,0,0,41,8,266,45,4,0,12
2019,3,22,5,24,0,405,668,434,192,1689,200,254,118,1365,0,0,36,8,311,446,4,4,69
2019,3,22,6,114,0,258,582,336,414,1225,172,176,479,951,16,0,8,12,192,401,16,0,28
2019,3,22,7,172,16,2492,569,352,787,1959,241,118,1590,278,8,49,110,4,262,446,168,32,36
2019,3,22,8,184,98,3689,1480,164,1459,1963,619,233,1066,143,45,106,53,131,188,364,188,49,241
2019,3,22,9,221,213,2468,1762,307,1795,1504,1475,200,1037,143,159,24,200,45,168,356,164,45,360
2019,3,22,10,110,110,2086,2656,196,819,1291,811,209,1160,122,102,86,364,16,143,545,176,20,282
2019,3,22,11,151,139,2168,1533,110,815,1369,360,147,819,168,221,131,1312,102,122,426,188,45,204
2019,3,22,12,176,127,1307,1119,106,512,1385,282,225,1414,118,176,274,811,61,254,426,184,24,299
2019,3,22,13,127,204,1972,971,73,590,1246,221,340,1389,118,188,164,725,57,360,1070,82,41,278
2019,3,22,14,200,110,1410,647,102,377,1316,192,225,1119,98,340,168,832,65,311,1008,106,57,258
2019,3,22,15,86,86,947,418,122,385,1320,196,196,828,45,192,299,988,77,237,692,225,172,217
2019,3,22,16,32,98,963,352,73,213,742,151,184,778,24,332,192,910,24,122,606,569,82,192
2019,3,22,17,41,61,754,409,45,188,557,118,86,615,49,192,639,795,77,102,639,479,53,196
2019,3,22,18,28,98,557,512,90,340,307,94,65,733,16,180,409,598,172,98,422,82,41,340
2019,3,22,19,12,36,754,373,20,516,315,147,86,582,28,241,307,512,323,45,381,69,24,254
2019,3,22,20,28,49,463,147,41,389,274,245,36,623,20,200,336,459,127,49,311,110,28,291
2019,3,22,21,28,53,701,319,61,204,282,147,20,401,12,237,332,332,41,41,184,159,16,184
2019,3,22,22,24,24,836,307,32,229,217,151,49,307,4,143,274,442,28,41,86,127,0,164
2019,3,22,23,53,28,496,426,61,188,102,118,36,323,12,49,221,455,28,8,86,90,36,184
2019,3,22,24,69,28,487,352,36,282,69,135,20,557,4,28,82,496,82,28,102,61,20,114
2019,3,23,1,12,28,713,504,16,233,28,73,12,545,4,16,45,430,69,12,86,57,20,131
2019,3,23,2,28,32,463,459,20,225,32,86,12,291,4,32,41,475,90,24,82,69,24,135
2019,3,23,3,41,77,241,303,16,127,12,36,12,356,0,8,49,356,45,16,69,45,12,73
2019,3,23,4,20,45,254,381,32,176,12,36,8,360,8,28,45,446,28,32,36,57,12,61
2019,3,23,5,12,73,155,340,16,114,0,24,8,287,0,53,36,295,20,12,16,53,12,61
2019,3,23,6,0,73,155,278,8,98,12,28,4,307,0,20,65,188,32,16,53,24,4,45
2019,3,23,7,32,28,196,168,24,90,4,65,4,221,4,49,28,73,16,8,24,36,4,8
2019,3,23,8,32,16,168,233,16,69,12,86,4,192,4,16,8,49,16,8,28,28,4,4
2019,3,23,9,86,32,192,188,32,147,41,32,4,184,12,16,28,12,12,12,41,4,4,0
2019,3,23,10,57,8,,192,102,147,41,57,8,221,8,4,12,20,53,12,36,12,4,0
2019,3,23,11,65,0,106,217,69,135,45,127,16,299,12,4,4,8,16,16,24,4,0,4
2019,3,23,12,53,0,102,418,1525,57,57,86,12,147,4,4,4,0,8,20,45,0,4,8
2019,3,23,13,77,0,139,397,49,102,139,73,4,77,8,0,4,4,0,0,45,20,0,24
2019,3,23,14,24,4,61,127,77,135,229,53,12,82,28,8,12,4,8,24,57,8,0,12
2019,3,23,15,20,0,20,143,98,147,221,69,36,139,49,0,16,8,8,20,77,8,8,16
2019,3,23,16,12,0,53,147,65,139,184,65,53,49,28,8,4,12,12,12,57,24,4,57
2019,3,23,17,16,0,143,151,41,110,258,94,69,69,8,0,12,8,28,16,94,53,4,4
2019,3,23,18,20,0,303,110,12,164,131,82,20,270,28,12,16,8,41,24,98,8,0,4
2019,3,23,19,65,0,319,69,32,131,61,94,4,213,20,4,20,8,41,32,41,24,8,4
2019,3,23,20,118,4,291,82,16,118,32,28,4,77,0,20,28,53,49,20,41,32,4,98
2019,3,23,21,28,12,176,184,16,32,45,69,28,49,4,45,36,106,45,32,49,122,0,122
2019,3,23,22,16,24,172,155,65,28,36,77,36,45,4,86,36,155,28,8,98,65,12,82
2019,3,23,23,41,16,270,86,16,28,16,41,4,28,8,90,49,102,16,4,164,24,4,28
2019,3,23,24,61,20,114,94,8,12,32,20,4,36,8,184,45,250,28,4,12,12,8,36
2019,3,24,1,65,12,45,245,8,28,0,32,8,24,12,102,36,168,61,4,12,16,8,90
2019,3,24,2,20,8,24,45,4,86,4,16,4,20,12,41,73,90,20,20,36,41,4,41
2019,3,24,3,12,20,24,20,4,49,4,12,0,20,12,41,41,82,0,0,32,69,4,20
2019,3,24,4,28,0,24,36,4,61,24,8,16,45,12,110,61,94,8,20,73,16,16,24
2019,3,24,5,36,4,57,69,8,49,4,4,36,49,16,32,41,139,4,41,82,53,20,110
2019,3,24,6,12,12,143,77,20,94,12,12,28,77,12,86,4,131,0,24,131,28,4,82
2019,3,24,7,8,12,90,57,32,94,57,32,69,36,16,94,41,139,12,41,94,53,0,41
2019,3,24,8,57,8,209,69,49,86,61,73,82,98,20,77,65,151,98,45,127,45,12,57
2019,3,24,9,77,36,217,98,12,36,20,49,49,49,36,36,49,122,28,24,86,57,12,24
2019,3,24,10,118,41,147,102,20,20,172,36,20,90,8,20,69,118,16,24,77,12,,16
2019,3,24,11,45,61,311,53,32,86,151,57,12,53,8,20,16,61,8,16,94,20,,8
2019,3,24,12,24,98,381,86,16,94,192,41,28,65,24,20,53,65,12,73,102,16,,36
2019,3,24,13,20,139,545,77,24,102,139,36,49,155,8,41,41,131,16,90,135,32,,49
2019,3,24,14,53,57,590,196,32,69,118,20,41,168,16,41,8,176,41,94,122,28,,12
2019,3,24,15,61,20,381,221,20,57,168,53,57,176,16,45,8,188,24,28,221,24,,12
2019,3,24,16,32,32,225,184,20,45,278,32,20,164,24,61,4,176,12,16,229,12,,20
2019,3,24,17,24,45,159,94,20,90,176,94,20,151,16,41,0,196,8,49,172,16,4,12
2019,3,24,18,12,36,143,77,12,45,45,143,36,131,20,106,12,303,41,24,184,16,8,36
2019,3,24,19,12,24,86,73,4,41,41,282,53,122,16,204,12,422,24,65,192,28,4,41
2019,3,24,20,4,8,69,45,4,94,45,295,28,102,12,315,28,414,12,12,188,61,24,61
2019,3,24,21,4,12,24,24,4,49,24,82,4,65,12,127,303,233,8,8,110,82,20,114
2019,3,24,22,4,4,90,12,8,69,24,36,32,73,8,12,213,82,16,16,73,65,4,86
2019,3,24,23,12,8,90,8,16,57,41,82,45,98,24,53,196,147,28,20,49,69,0,90
2019,3,24,24,8,0,127,12,12,20,53,82,53,106,61,20,122,90,61,4,90,45,12,61
2019,3,25,1,4,12,127,20,8,73,28,86,86,61,20,28,131,110,102,16,102,65,12,45
2019,3,25,2,16,8,135,0,0,32,20,172,45,110,53,61,53,131,41,20,106,45,32,65
2019,3,25,3,8,16,77,12,8,61,53,151,28,69,53,36,36,94,65,41,110,69,16,90
2019,3,25,4,24,16,98,32,16,53,20,114,28,86,12,24,73,77,61,4,131,73,8,69
2019,3,25,5,20,16,127,8,12,45,20,139,36,90,0,41,45,102,98,4,114,32,8,45
2019,3,25,6,16,12,106,28,4,57,114,225,57,69,28,16,16,86,41,4,77,24,0,32
2019,3,25,7,45,4,200,135,77,86,16,143,61,118,24,12,53,86,73,4,94,45,4,41
2019,3,25,8,41,12,254,176,274,147,155,204,57,139,16,16,32,77,69,41,45,49,12,53
2019,3,25,9,49,16,114,114,20,53,106,188,49,172,36,24,61,110,41,45,53,45,12,49
2019,3,25,10,49,12,65,82,24,41,61,86,53,53,65,61,41,110,36,16,90,20,12,28
2019,3,25,11,36,8,98,32,12,45,168,45,41,53,45,20,16,110,8,41,94,41,4,45
2019,3,25,12,20,8,16,65,16,69,65,36,36,32,28,20,16,86,24,24,73,20,8,49
2019,3,25,13,28,4,41,94,8,90,12,61,20,28,45,41,8,49,8,16,86,32,4,41
2019,3,25,14,8,20,28,77,12,49,20,36,28,36,24,4,16,61,12,20,49,57,0,20
