年,月,日,時,笠間市役所,宇都宮市中央生涯学習センター,栃木県林業センター,日光特別地域気象観測所,群馬県衛生環境研究所,群馬県林木育種場,さいたま市役所,飯能市役所,寄居町役場,東邦大学,千葉県環境研究センター,千葉県森林研究センター,君津市糠田測定局,東京都多摩小平保健所,独立行政法人森林総研多摩森林科学園,神奈川県庁分庁舎,川崎生命科学・環境研究センター,神奈川県自然環境保全センター
2015,5,12,22,0,0,0,0,8,0,4,8,8,4,8,16,0,8,4,0,4,0
2015,5,12,23,0,0,0,0,16,0,0,12,20,0,4,4,4,0,16,4,0,0
2015,5,12,24,0,0,8,0,16,4,8,4,4,8,8,8,0,0,4,0,4,4
2015,5,13,1,4,0,0,0,4,4,0,4,0,0,0,8,0,8,0,0,0,0
2015,5,13,2,0,0,12,0,0,4,4,4,12,0,0,8,0,4,0,0,0,12
2015,5,13,3,0,0,0,0,12,8,0,0,0,0,0,8,0,0,4,28,8,12
2015,5,13,4,4,0,8,0,12,8,0,0,0,0,16,16,4,4,0,12,41,16
2015,5,13,5,0,8,4,12,8,,4,0,4,0,28,4,4,4,0,53,20,16
2015,5,13,6,8,8,36,8,98,,0,16,4,0,16,24,0,0,0,16,16,16
2015,5,13,7,12,36,41,4,110,28,24,16,16,16,8,69,12,20,16,53,8,16
2015,5,13,8,28,36,24,8,41,12,8,16,12,4,16,45,8,20,32,131,28,8
2015,5,13,9,32,28,24,20,69,28,12,8,41,0,16,49,24,24,4,57,61,28
2015,5,13,10,61,24,12,8,204,36,20,8,24,12,20,114,16,8,16,106,77,53
2015,5,13,11,45,28,32,20,315,49,20,4,135,4,20,41,20,20,32,82,98,41
2015,5,13,12,45,41,36,8,368,57,20,20,8,20,24,36,20,16,28,151,57,53
2015,5,13,13,45,28,57,12,274,82,8,53,28,12,12,102,20,16,36,180,61,36
2015,5,13,14,20,12,32,24,168,168,61,41,16,16,32,73,36,24,45,118,57,45
2015,5,13,15,8,16,32,16,122,61,49,20,41,8,20,86,45,49,45,94,90,53
2015,5,13,16,41,45,53,16,188,65,61,24,20,8,16,86,41,77,69,118,8,41
2015,5,13,17,28,36,69,12,352,139,28,49,24,8,16,102,32,45,24,90,36,49
2015,5,13,18,36,8,53,12,82,28,24,20,41,20,24,61,0,41,53,102,61,45
2015,5,13,19,45,24,65,41,90,94,45,24,32,8,45,65,32,57,36,106,32,53
2015,5,13,20,24,41,24,49,147,77,41,28,20,16,20,45,41,41,36,73,41,20
2015,5,13,21,8,45,28,49,110,49,36,32,16,4,4,61,41,49,45,94,53,45
2015,5,13,22,12,49,4,41,143,65,28,16,16,8,4,49,28,20,24,49,12,24
2015,5,13,23,16,28,4,82,65,61,20,12,4,0,16,32,8,20,32,24,16,20
2015,5,13,24,24,28,12,41,86,102,36,8,16,0,8,45,4,20,16,28,16,32
2015,5,14,1,8,4,20,53,106,127,41,4,12,8,16,32,24,16,28,61,36,8
2015,5,14,2,12,8,12,45,61,106,24,12,12,4,4,49,49,20,53,45,24,0
2015,5,14,3,0,4,12,28,127,82,24,12,28,12,20,32,16,28,49,49,65,16
2015,5,14,4,8,20,4,61,61,49,12,8,12,8,8,20,0,16,16,41,41,0
2015,5,14,5,8,12,0,49,77,49,12,4,8,8,0,12,0,16,24,49,45,0
2015,5,14,6,8,24,28,32,86,57,24,8,12,12,8,45,12,36,24,49,86,4
2015,5,14,7,16,24,49,73,172,57,41,16,12,8,12,41,8,53,12,53,69,86
2015,5,14,8,24,36,49,45,155,131,53,57,45,16,12,53,0,65,24,49,53,45
2015,5,14,9,49,135,77,98,418,,24,41,16,8,12,65,8,24,24,90,53,41
2015,5,14,10,45,90,65,57,209,,57,41,28,4,28,36,12,45,8,90,73,82
2015,5,14,11,61,94,41,20,102,57,32,24,36,8,20,61,8,20,28,77,49,53
2015,5,14,12,36,49,36,24,176,57,36,49,20,4,12,73,4,20,32,106,45,24
2015,5,14,13,28,45,28,28,114,28,24,4,8,16,24,82,12,12,4,61,24,20
2015,5,14,14,24,28,20,28,143,49,8,24,4,4,16,41,16,0,28,86,24,49
2015,5,14,15,12,61,28,16,90,53,20,16,8,8,16,57,57,16,24,135,28,24
2015,5,14,16,16,24,24,8,90,24,16,8,12,20,12,61,36,24,32,73,53,36
2015,5,14,17,36,45,24,32,45,65,24,16,0,8,20,82,32,24,28,90,36,49
2015,5,14,18,49,45,57,36,188,98,36,16,24,8,32,53,28,28,8,90,20,16
2015,5,14,19,41,77,45,28,176,73,28,49,61,8,8,36,4,41,16,1172,24,36
2015,5,14,20,41,36,28,36,188,49,36,28,45,4,8,53,0,94,4,57,45,8
2015,5,14,21,16,36,45,16,188,41,41,12,28,8,16,20,20,94,4,28,20,0
2015,5,14,22,24,49,41,12,164,24,24,20,12,4,4,12,8,86,8,36,20,4
2015,5,14,23,4,49,32,16,200,24,24,20,36,0,8,8,8,57,8,36,24,8
2015,5,14,24,24,41,32,4,168,32,8,20,24,24,16,8,12,28,4,53,24,8
2015,5,15,1,20,20,16,28,164,16,12,16,28,4,8,24,16,12,0,69,77,12
2015,5,15,2,4,8,20,16,229,28,32,24,8,4,24,16,0,32,4,32,61,12
2015,5,15,3,0,32,8,20,139,16,32,16,41,0,16,20,0,12,16,41,61,12
2015,5,15,4,20,32,8,12,90,24,16,4,12,32,0,36,8,32,8,61,20,8
2015,5,15,5,24,49,8,8,188,28,20,8,4,12,20,20,0,32,4,36,24,12
2015,5,15,6,16,16,8,8,122,28,32,12,0,24,24,12,8,28,0,86,53,65
2015,5,15,7,20,28,36,32,131,20,28,41,61,20,57,49,8,12,8,69,86,20
2015,5,15,8,24,86,49,45,188,94,12,28,73,12,36,77,24,20,20,82,61,69
2015,5,15,9,49,57,41,12,299,164,36,36,28,16,90,77,32,0,8,135,53,57
2015,5,15,10,49,32,45,28,155,90,20,16,20,32,41,65,28,24,8,102,53,41
2015,5,15,11,32,32,53,16,110,32,45,16,20,24,4,61,20,36,20,131,65,57
2015,5,15,12,77,20,32,20,164,32,32,24,8,32,4,16,8,53,16,57,36,20
2015,5,15,13,65,28,28,8,77,49,12,24,8,32,16,16,20,24,12,61,45,28
2015,5,15,14,65,28,28,12,106,65,8,16,4,8,24,12,0,4,16,73,65,4
2015,5,15,15,65,16,28,20,114,45,16,16,20,0,4,0,4,16,16,53,45,24
2015,5,15,16,61,24,20,28,159,28,28,24,8,20,20,16,0,8,24,49,41,32
2015,5,15,17,36,16,36,8,143,86,32,20,12,4,16,20,0,36,20,77,12,4
2015,5,15,18,49,12,49,28,164,77,90,49,12,0,16,8,0,8,24,20,8,8
2015,5,15,19,16,12,36,24,196,65,8,32,49,4,4,20,0,28,16,12,4,24
2015,5,15,20,0,16,20,20,164,164,0,16,53,4,16,0,0,28,12,8,24,8
2015,5,15,21,8,16,20,32,114,61,4,4,24,4,0,4,4,8,4,0,8,12
2015,5,15,22,8,20,20,36,90,20,16,8,16,0,0,0,0,0,4,0,8,4
2015,5,15,23,4,4,12,8,94,4,0,0,45,4,8,0,0,4,0,0,0,4
2015,5,15,24,0,49,16,12,36,4,8,16,4,0,0,4,0,0,0,0,8,12
2015,5,16,1,0,20,12,16,32,12,8,0,8,0,0,0,0,8,0,0,8,0
2015,5,16,2,8,12,,20,139,32,8,16,4,4,0,,0,16,0,0,4,
2015,5,16,3,16,36,12,8,86,12,8,28,8,0,4,0,0,36,4,0,12,16
2015,5,16,4,20,24,16,32,49,16,0,4,20,4,4,0,0,12,4,0,0,0
2015,5,16,5,20,8,16,20,32,8,0,12,4,0,0,4,0,4,16,0,0,0
2015,5,16,6,8,49,20,12,41,4,0,8,16,4,8,12,4,8,4,0,0,0
2015,5,16,7,8,0,4,4,0,0,4,4,8,0,0,8,4,0,0,4,4,20
2015,5,16,8,8,4,4,0,4,8,0,0,20,0,0,8,0,0,4,8,4,4
2015,5,16,9,0,12,4,0,12,0,0,8,0,0,0,12,0,0,0,0,0,16
2015,5,16,10,4,0,0,0,4,4,0,12,0,0,0,0,4,0,8,4,8,0
2015,5,16,11,0,8,0,4,0,0,12,4,4,0,0,0,0,16,8,4,8,0
2015,5,16,12,0,4,8,0,90,12,4,8,24,8,0,8,12,36,4,12,4,0
2015,5,16,13,8,28,28,4,377,4,8,8,28,16,8,0,4,4,8,4,36,16
2015,5,16,14,16,184,122,20,65,49,4,12,16,16,8,8,4,12,24,49,32,8
2015,5,16,15,16,176,196,8,188,24,90,24,49,12,53,16,8,57,8,65,49,24
2015,5,16,16,32,86,73,12,118,24,28,8,32,8,36,8,0,102,16,77,61,16
2015,5,16,17,12,127,118,4,118,41,12,0,53,24,65,8,4,61,4,49,8,4
2015,5,16,18,8,69,65,4,118,24,28,12,32,16,12,8,0,28,4,24,12,4
2015,5,16,19,20,24,20,12,49,16,8,12,16,8,4,12,8,20,4,0,12,0
2015,5,16,20,4,16,0,0,159,20,16,16,0,16,16,8,0,0,0,4,16,12
2015,5,16,21,4,8,4,16,16,,4,4,8,4,4,4,8,0,0,0,16,0
2015,5,16,22,0,8,4,8,90,0,0,0,4,24,12,4,0,4,8,8,8,4
2015,5,16,23,4,4,0,4,114,8,4,0,4,4,0,4,4,0,0,8,0,0
2015,5,16,24,0,8,8,0,12,,4,8,12,0,8,8,4,0,0,8,4,4
2015,5,17,1,0,4,4,4,102,,0,0,0,0,4,4,0,0,0,12,4,0
2015,5,17,2,4,4,0,4,229,,0,0,4,4,41,0,8,0,4,0,0,4
2015,5,17,3,12,12,0,0,250,12,4,4,24,0,0,0,0,0,0,4,0,0
2015,5,17,4,4,28,4,8,389,8,0,0,8,4,4,4,0,0,8,12,0,8
2015,5,17,5,16,4,0,0,204,73,8,4,8,0,4,0,0,0,0,20,4,8
2015,5,17,6,4,0,8,12,204,,0,0,12,4,4,0,0,4,0,0,8,0
2015,5,17,7,8,0,24,28,578,,4,8,102,32,36,20,0,32,8,0,16,8
2015,5,17,8,32,61,8,8,135,,32,20,53,16,0,8,0,36,24,61,20,122
2015,5,17,9,32,151,20,12,319,,41,0,200,16,16,32,12,4,28,77,73,106
2015,5,17,10,45,24,12,24,278,,32,20,53,16,16,16,8,53,12,135,49,49
2015,5,17,11,41,610,24,20,487,,28,20,36,4,12,20,8,16,20,24,28,41
2015,5,17,12,16,1098,41,16,635,258,45,8,164,12,12,8,8,4,20,32,20,36
2015,5,17,13,28,918,28,12,1041,217,28,36,98,12,8,12,20,8,12,168,32,32
2015,5,17,14,45,975,61,16,729,159,16,36,106,12,4,20,8,4,20,172,45,28
2015,5,17,15,32,94,45,24,578,270,53,45,69,8,4,20,8,8,16,53,28,12
2015,5,17,16,32,86,49,16,615,53,32,57,69,8,0,20,32,12,0,53,16,12
2015,5,17,17,69,143,36,12,430,77,32,8,57,0,8,0,12,4,8,36,24,4
2015,5,17,18,41,168,36,28,254,77,28,20,102,20,8,0,4,24,32,69,16,4
2015,5,17,19,20,94,53,16,184,49,8,28,41,28,16,8,0,61,4,8,32,0
2015,5,17,20,16,114,32,12,143,57,41,4,82,8,16,4,0,12,0,8,0,12
2015,5,17,21,24,114,53,20,450,139,4,0,28,12,28,4,4,4,0,16,4,4
2015,5,17,22,20,28,16,28,143,45,4,12,28,0,16,0,0,16,12,20,12,0
2015,5,17,23,4,45,20,8,196,69,8,20,24,12,20,8,0,0,0,12,4,0
2015,5,17,24,24,65,49,8,114,49,8,8,28,4,0,0,8,24,4,0,12,0
2015,5,18,1,4,49,20,4,69,12,0,12,12,4,0,0,0,4,0,8,12,0
2015,5,18,2,12,61,12,0,73,,4,8,24,0,0,0,0,0,8,4,8,4
2015,5,18,3,4,20,28,12,32,,0,4,12,8,0,0,0,0,4,4,0,0
2015,5,18,4,0,28,12,4,98,,24,0,65,0,0,8,4,0,4,12,4,8
2015,5,18,5,8,16,20,8,28,,24,0,12,4,0,4,4,4,0,12,16,0
2015,5,18,6,12,65,16,0,57,0,41,0,4,0,4,4,4,20,0,8,8,0
2015,5,18,7,4,98,86,20,61,24,20,32,32,36,20,4,0,12,20,16,28,45
2015,5,18,8,20,82,106,16,311,45,36,20,77,20,32,24,0,24,16,73,82,28
2015,5,18,9,12,41,53,16,204,,36,12,16,12,8,8,4,16,4,41,28,32
2015,5,18,10,77,32,24,32,319,,20,24,61,118,0,12,4,4,16,53,45,49
2015,5,18,11,32,20,16,16,45,106,12,12,20,0,4,16,16,4,4,28,16,32
2015,5,18,12,82,12,45,8,106,114,4,24,12,8,8,8,12,0,8,20,20,4
2015,5,18,13,20,61,20,4,106,53,0,16,12,8,0,32,8,4,4,20,4,4
2015,5,18,14,8,20,53,4,45,164,12,16,4,0,0,4,8,0,4,20,16,8
2015,5,18,15,28,61,20,8,65,53,4,12,20,0,16,8,4,4,8,24,8,20
2015,5,18,16,8,36,4,86,86,41,65,16,12,0,0,4,8,12,4,12,12,20
2015,5,18,17,8,45,20,24,41,139,16,16,86,4,4,8,12,4,12,12,16,82
2015,5,18,18,20,77,20,8,110,45,12,0,28,20,8,4,4,32,4,24,4,4
2015,5,18,19,4,16,36,4,209,127,28,4,57,12,0,0,0,0,0,12,8,4
2015,5,18,20,12,4,20,12,164,82,4,4,8,12,4,4,0,4,8,32,12,4
2015,5,18,21,12,0,12,0,98,53,24,4,0,8,0,0,4,0,0,4,8,4
2015,5,18,22,36,4,16,0,151,4,0,4,12,8,4,4,0,0,4,0,0,12
2015,5,18,23,8,4,24,0,4,0,0,0,36,0,4,0,4,0,4,16,0,4
2015,5,18,24,82,0,16,0,4,4,0,4,57,0,4,0,8,0,0,0,4,4
2015,5,19,1,0,4,4,0,12,8,4,4,20,0,0,4,0,0,0,4,0,16
2015,5,19,2,0,0,4,0,4,4,4,0,28,0,0,4,4,0,0,0,8,8
2015,5,19,3,0,0,4,0,16,0,0,0,53,0,0,8,4,8,4,4,4,0
2015,5,19,4,0,8,0,4,8,0,0,4,8,0,4,0,4,8,0,0,0,0
2015,5,19,5,0,0,0,0,4,4,0,0,4,0,0,8,4,0,4,0,0,0
2015,5,19,6,0,4,0,0,0,0,0,8,0,0,0,4,0,0,4,0,4,0
2015,5,19,7,0,0,0,0,0,0,4,4,0,0,4,4,0,0,4,0,4,4
2015,5,19,8,0,0,0,0,0,0,0,4,8,0,0,4,4,0,0,0,4,4
2015,5,19,9,0,16,0,4,28,0,4,0,8,0,0,4,0,0,0,4,0,12
2015,5,19,10,0,0,0,8,28,8,4,12,8,0,0,20,0,0,0,0,4,0
2015,5,19,11,4,4,4,16,188,8,4,8,8,4,4,20,0,0,16,4,0,0
2015,5,19,12,12,28,4,4,381,8,45,8,77,0,24,8,0,36,12,8,0,8
2015,5,19,13,20,73,12,12,442,4,4,8,20,4,110,28,8,0,4,0,8,8
2015,5,19,14,32,122,12,12,409,0,32,8,61,12,41,36,0,32,12,20,41,16
2015,5,19,15,36,143,12,8,209,12,45,16,147,16,24,24,8,8,4,36,12,24
2015,5,19,16,49,463,82,16,73,,12,20,409,24,12,28,4,12,0,8,8,20
2015,5,19,17,12,131,69,41,86,,12,32,131,0,20,12,4,4,12,28,8,16
2015,5,19,18,8,53,24,4,315,8,8,8,41,0,0,4,0,0,8,4,4,8
2015,5,19,19,0,98,32,12,147,8,0,8,110,0,4,0,4,45,8,0,12,4
2015,5,19,20,0,12,8,0,82,,0,8,69,0,20,12,4,0,12,0,0,4
2015,5,19,21,4,16,8,0,24,,0,12,12,0,12,12,4,0,4,12,0,8
2015,5,19,22,16,12,4,0,16,,12,8,4,0,0,4,4,4,4,0,4,4
2015,5,19,23,4,8,0,8,45,,8,8,8,0,8,0,0,4,0,20,0,0
2015,5,19,24,4,12,0,4,28,,4,12,0,0,4,4,0,0,0,4,12,16
2015,5,20,1,0,8,4,20,36,,4,12,4,0,24,12,0,0,0,4,4,8
2015,5,20,2,0,20,0,4,41,,4,0,12,4,8,4,0,0,0,8,8,24
2015,5,20,3,4,4,4,4,106,,0,0,12,0,41,0,0,0,4,8,4,4
2015,5,20,4,0,12,4,4,127,,0,4,8,0,4,4,0,0,0,0,0,0
2015,5,20,5,0,0,8,0,32,,4,4,12,4,0,0,0,0,4,0,0,0
2015,5,20,6,0,0,0,0,20,,4,4,4,0,12,8,4,0,0,4,0,4
2015,5,20,7,4,8,4,4,446,8,0,0,8,4,24,12,0,0,0,20,4,12
2015,5,20,8,4,82,16,12,508,4,45,4,0,24,8,8,0,8,12,32,32,36
2015,5,20,9,32,65,36,0,676,8,41,12,45,12,36,12,4,20,16,24,20,98
2015,5,20,10,36,20,28,0,295,8,12,12,8,8,12,16,0,36,12,24,20,45
2015,5,20,11,20,94,24,4,98,4,12,4,20,8,4,24,4,12,8,41,16,20
2015,5,20,12,24,20,20,4,217,16,24,8,12,16,20,20,4,16,16,28,36,20
2015,5,20,13,12,20,28,4,106,20,12,24,61,16,8,4,16,0,4,20,32,8
2015,5,20,14,20,20,41,4,287,12,8,4,8,4,8,20,8,4,16,45,16,20
2015,5,20,15,8,24,8,4,221,12,28,12,12,4,12,20,0,4,4,24,16,28
2015,5,20,16,16,49,24,0,184,69,24,12,41,4,12,20,24,4,4,32,8,8
2015,5,20,17,8,20,45,4,303,57,0,16,16,16,0,20,8,8,24,36,28,8
2015,5,20,18,12,16,28,8,606,36,8,8,127,20,12,20,16,20,8,28,24,16
2015,5,20,19,20,8,36,12,336,4,8,24,32,16,12,8,0,24,12,20,32,8
2015,5,20,20,16,20,32,8,139,16,8,16,20,0,4,0,0,8,8,41,16,4
2015,5,20,21,8,16,8,20,98,4,4,45,4,8,0,8,0,4,4,8,4,12
2015,5,20,22,4,16,4,20,102,12,65,24,16,4,4,0,4,20,8,20,12,0
2015,5,20,23,0,4,12,36,49,8,16,12,4,4,8,0,0,69,0,4,8,4
2015,5,20,24,0,4,24,16,127,24,28,24,8,0,4,0,0,82,0,4,0,0
2015,5,21,1,20,4,8,53,200,8,41,16,36,4,24,4,0,77,8,4,4,0
2015,5,21,2,4,4,12,41,73,8,20,20,0,0,4,8,0,16,20,8,61,24
2015,5,21,3,0,4,4,24,8,0,0,12,8,4,8,20,8,12,32,45,28,20
2015,5,21,4,4,4,4,32,143,12,0,16,4,8,20,20,0,28,4,16,12,0
2015,5,21,5,4,4,0,28,135,65,0,8,16,8,4,16,12,0,4,0,0,16
2015,5,21,6,0,0,4,20,184,24,0,24,4,4,8,8,8,0,0,4,0,36
2015,5,21,7,0,0,8,12,90,32,12,16,20,4,12,8,0,0,4,0,4,8
2015,5,21,8,0,98,41,8,114,106,12,20,41,12,0,8,0,8,0,0,0,24
2015,5,21,9,16,32,41,0,139,41,4,12,53,12,12,8,8,0,4,41,45,28
2015,5,21,10,20,24,20,12,319,77,16,20,0,8,12,20,12,8,20,32,20,61
2015,5,21,11,49,32,24,8,606,122,12,24,12,4,28,12,8,0,20,16,61,98
2015,5,21,12,16,8,16,4,774,65,12,28,32,16,20,24,24,4,16,12,32,53
2015,5,21,13,8,8,36,32,791,77,8,20,8,16,28,28,12,0,8,65,57,49
2015,5,21,14,12,57,28,8,270,69,16,32,12,4,28,12,8,4,28,61,41,16
2015,5,21,15,20,127,49,45,545,61,16,28,12,4,20,16,4,8,16,73,82,28
2015,5,21,16,16,65,36,12,250,65,16,45,49,32,24,20,16,20,20,24,41,4
2015,5,21,17,41,61,20,20,295,172,28,8,24,4,4,12,8,8,16,16,24,20
2015,5,21,18,61,24,12,16,303,24,4,28,20,8,16,32,8,4,12,45,28,28
2015,5,21,19,45,24,36,8,127,28,32,32,8,4,12,8,8,4,8,49,16,0
2015,5,21,20,16,36,32,32,180,20,28,16,36,4,8,4,4,0,12,24,0,8
2015,5,21,21,8,53,8,24,188,16,12,8,20,4,0,16,4,0,4,24,4,0
2015,5,21,22,12,32,20,41,192,20,12,8,12,4,4,0,0,8,0,32,0,0
2015,5,21,23,8,24,16,20,90,16,8,8,12,4,16,0,0,0,0,12,20,0
2015,5,21,24,8,32,4,8,98,4,8,4,12,12,0,0,0,0,0,16,20,4
2015,5,22,1,4,28,0,12,65,4,8,0,4,4,0,8,8,0,4,12,8,0
2015,5,22,2,0,28,12,16,49,8,4,4,20,4,8,4,4,0,4,4,16,0
2015,5,22,3,12,28,0,4,45,20,24,0,20,0,4,4,0,0,8,0,16,0
2015,5,22,4,0,28,4,4,41,12,16,12,8,12,4,0,4,4,0,16,8,8
2015,5,22,5,4,8,8,0,28,8,16,4,12,4,0,4,0,12,8,24,8,0
2015,5,22,6,20,32,12,0,57,41,36,12,8,4,8,0,4,0,0,4,12,0
2015,5,22,7,32,49,16,0,28,,49,24,69,16,0,8,0,28,20,24,41,8
2015,5,22,8,12,45,20,12,106,,32,20,106,4,12,12,0,41,8,28,41,45
2015,5,22,9,8,36,159,16,159,24,8,16,28,0,4,8,12,24,16,45,32,20
2015,5,22,10,24,24,45,12,258,77,8,8,41,4,16,20,4,49,20,41,20,12
2015,5,22,11,20,8,12,0,221,57,4,0,32,0,16,24,20,36,4,65,24,24
2015,5,22,12,12,12,28,20,122,65,0,122,41,16,28,20,8,4,12,41,8,20
2015,5,22,13,4,12,16,12,102,69,12,0,8,4,16,41,8,4,12,45,45,16
2015,5,22,14,4,32,24,20,127,61,16,12,24,0,20,41,12,4,8,57,36,20
2015,5,22,15,8,41,8,0,147,61,12,12,0,4,4,32,0,4,4,57,32,16
2015,5,22,16,4,28,4,12,139,49,12,8,57,16,16,24,8,0,0,45,16,28
2015,5,22,17,12,32,41,4,188,77,0,12,8,8,24,36,12,8,12,49,20,20
2015,5,22,18,12,12,4,8,209,90,24,8,12,12,12,16,8,8,24,82,53,20
2015,5,22,19,16,41,16,8,274,45,12,12,131,8,12,8,8,12,12,20,20,41
2015,5,22,20,12,16,16,0,192,28,8,24,12,8,12,8,12,24,16,28,20,8
2015,5,22,21,4,4,24,12,159,61,4,16,8,0,0,12,4,28,8,8,4,4
2015,5,22,22,4,16,8,12,98,32,12,4,12,0,20,0,8,24,4,20,4,4
2015,5,22,23,0,16,8,8,94,4,32,4,12,0,0,12,16,8,0,12,8,4
2015,5,22,24,4,28,4,8,49,0,0,4,8,8,0,4,8,0,0,12,4,0
2015,5,23,1,4,0,0,16,57,8,4,0,8,4,0,0,4,12,12,24,0,4
2015,5,23,2,0,12,0,12,94,0,8,8,4,0,4,0,4,4,16,0,8,0
2015,5,23,3,0,4,0,16,131,12,12,0,4,4,0,0,16,4,4,4,12,0
2015,5,23,4,0,0,0,4,102,0,12,0,0,0,4,0,4,0,8,12,20,0
2015,5,23,5,20,4,8,12,69,12,4,0,4,12,12,0,4,0,0,32,12,0
2015,5,23,6,4,4,8,24,61,4,4,4,20,0,0,4,0,0,4,24,32,0
2015,5,23,7,0,77,16,12,147,24,45,0,49,20,32,16,4,28,32,41,98,12
2015,5,23,8,4,45,20,16,82,73,24,20,24,16,8,24,4,28,12,49,45,36
2015,5,23,9,16,41,8,16,217,82,32,4,16,28,16,32,12,4,12,65,61,32
2015,5,23,10,20,8,0,8,209,16,28,16,57,20,12,24,12,0,12,102,82,49
2015,5,23,11,28,16,12,12,409,20,49,8,16,12,16,20,16,16,20,69,65,53
2015,5,23,12,28,8,8,8,282,32,61,4,8,16,32,24,0,4,12,73,49,41
2015,5,23,13,28,16,24,8,184,20,16,12,16,8,12,28,8,4,36,65,41,49
2015,5,23,14,24,45,12,20,90,65,49,8,12,12,20,12,8,0,20,65,24,12
2015,5,23,15,12,28,8,4,139,28,8,8,20,8,20,41,12,8,8,45,4,36
2015,5,23,16,8,20,4,12,114,16,8,12,90,4,12,16,24,24,12,32,4,28
2015,5,23,17,24,41,41,8,151,20,24,36,0,4,4,16,0,0,8,41,8,8
2015,5,23,18,20,36,0,4,57,90,12,20,12,4,4,8,0,24,4,16,16,4
2015,5,23,19,20,65,24,12,155,45,24,16,12,16,4,36,8,12,12,36,8,12
2015,5,23,20,8,28,0,12,114,49,8,16,28,0,0,20,4,4,8,4,4,4
2015,5,23,21,16,94,8,45,131,122,24,8,53,0,4,20,12,0,4,0,4,8
2015,5,23,22,8,20,8,24,102,36,0,8,73,8,8,4,12,0,8,16,8,4
2015,5,23,23,4,24,12,20,61,,4,0,12,12,8,8,0,0,0,20,16,4
2015,5,23,24,0,12,8,28,28,98,4,8,12,0,4,4,4,0,0,8,12,8
2015,5,24,1,0,8,0,16,69,16,32,4,20,0,0,4,0,0,4,147,12,4
2015,5,24,2,12,4,4,8,45,16,4,16,61,0,0,12,8,4,4,36,12,4
2015,5,24,3,8,4,4,16,49,16,28,4,4,12,8,4,4,4,0,16,20,4
2015,5,24,4,4,16,8,8,86,16,8,4,8,4,4,0,4,0,8,0,12,4
2015,5,24,5,0,16,4,4,164,8,0,4,0,0,4,0,0,0,0,4,4,8
2015,5,24,6,0,12,4,4,57,4,0,8,8,0,4,8,4,0,0,0,4,4
2015,5,24,7,8,159,12,0,90,24,0,12,45,0,4,4,4,4,4,8,0,0
2015,5,24,8,12,352,57,4,122,28,12,8,245,16,24,16,0,0,8,45,61,4
2015,5,24,9,24,172,151,16,176,49,200,16,94,16,4,73,8,41,8,20,32,16
2015,5,24,10,41,122,24,0,131,53,131,12,41,0,4,16,4,90,16,45,32,36
2015,5,24,11,49,114,20,8,155,61,69,12,41,8,0,4,8,24,8,57,12,53
2015,5,24,12,8,98,45,4,135,61,28,24,36,8,0,4,4,4,8,20,45,24
2015,5,24,13,65,106,28,8,114,49,49,12,0,12,0,4,0,0,12,24,32,20
2015,5,24,14,16,86,41,8,45,73,0,16,4,8,8,0,0,4,16,36,4,4
2015,5,24,15,12,20,28,0,73,32,16,20,12,0,12,8,4,12,16,57,8,12
2015,5,24,16,8,24,16,82,61,28,0,16,94,0,0,0,4,0,0,12,41,12
2015,5,24,17,20,32,20,4,110,32,73,8,110,4,0,4,4,20,12,41,41,8
2015,5,24,18,16,41,20,12,45,32,16,20,24,0,0,0,12,0,24,24,28,12
2015,5,24,19,8,57,32,4,77,36,20,28,90,8,4,0,0,32,0,32,41,0
2015,5,24,20,24,143,16,12,110,32,16,16,45,4,0,4,0,77,0,24,36,36
2015,5,24,21,4,77,4,12,106,4,28,16,36,4,0,0,0,8,8,8,20,0
2015,5,24,22,0,32,4,0,73,8,4,12,24,4,0,4,0,4,12,0,0,8
2015,5,24,23,0,73,8,0,127,0,41,8,0,0,4,4,0,16,0,20,0,0
2015,5,24,24,12,12,8,0,12,0,8,4,16,16,4,0,0,20,0,0,4,0
2015,5,25,1,4,12,4,8,12,4,12,8,0,0,0,0,0,20,12,4,0,0
2015,5,25,2,0,8,4,8,4,4,0,0,24,0,0,4,0,28,0,4,8,0
2015,5,25,3,0,0,8,0,41,4,8,0,20,0,0,0,4,8,0,0,0,4
2015,5,25,4,4,0,8,8,45,0,8,0,0,4,4,12,0,4,0,4,0,0
2015,5,25,5,0,8,4,12,8,0,0,0,8,0,0,4,4,4,0,8,0,0
2015,5,25,6,0,12,0,16,24,0,0,12,94,4,0,4,0,4,0,4,8,0
2015,5,25,7,0,311,28,28,49,0,282,28,450,53,24,20,4,73,4,45,4,16
2015,5,25,8,0,217,16,16,36,0,139,28,270,8,28,4,0,278,16,12,20,16
2015,5,25,9,12,98,24,4,159,8,36,16,225,12,20,12,0,127,16,28,16,86
2015,5,25,10,4,106,12,8,98,28,65,8,110,8,12,16,8,20,4,16,24,36
2015,5,25,11,45,49,20,0,155,45,28,12,24,0,20,20,12,45,16,24,28,45
2015,5,25,12,24,16,4,4,241,41,32,32,16,8,20,45,16,24,8,28,69,32
2015,5,25,13,16,32,24,8,143,65,28,4,32,0,28,12,12,4,8,65,16,28
2015,5,25,14,24,20,20,20,106,41,24,36,16,0,20,20,0,20,16,36,32,28
2015,5,25,15,41,20,20,4,86,41,122,20,32,4,16,8,0,4,20,45,32,24
2015,5,25,16,16,147,8,0,65,61,36,20,12,12,20,8,0,4,24,24,41,20
